,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600547.SH,X600011.SH,X600010.SH,X601600.SH,X601898.SH,X600886.SH,X601991.SH,X600660.SH,X600362.SH,X600795.SH,X600688.SH,X600188.SH,X600352.SH,X600111.SH,X600027.SH,X600801.SH,X000723.SZ,X601992.SH,X600489.SH,X002271.SZ,X000898.SZ,X600176.SH,X600516.SH,X000786.SZ,X002460.SZ,X000709.SZ,X600299.SH,X000629.SZ,X002466.SZ,X000883.SZ,X601158.SH,X600219.SH,X002353.SZ,X600426.SH,X601699.SH,X600612.SH,X000630.SZ,X000553.SZ,X600583.SH,X600985.SH,X000027.SZ,X600021.SH,X000825.SZ,X600578.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,-0.0096336178995626,0,0,0,0,0,-0.0162755179325602,0,0,0,0,0.162548973302103,0,0.047554322281359,-0.000763319712090813,0,0,0,0,0,0,0,0,0,0,0,0,0.0474787841157401,0.0402415541335777,0.0503356977011723,0,0,0,0.0144370812494979,0,0,0,0,0,0,0,0,0,0,0,0,-0.00508905664279779,0.0250777189703983,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261438236934007,0.00170172471737107,0,0,0,0,0,0,0,0,0,0.00743944038658534,-4.33680868994202e-19,0,0,0.0561629441172806,0,0,0,0,0,0.0970778946283764,0,0,0,0,0.0501099551114674,0,0,0.0640891784210605,0,0,0,0,-0.0131188253055304,0.0138095755194377,0,0.0274297523644645,0,-1.73472347597681e-18,0,0
X601088.SH,0,0,0,0.0226453053394663,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.179109769170506,0,-0.0652816285212508,0,0,0,0,0,0.0240984721529203,0,0,0.147785713719061,0,0,0,0,0.228989258496224,0,0.0232188628170598,0,0,-0.134092875440906,0,0,0.031219910369888,0,0.00445321857650465,0,0,0,0,0,0,1.0842021724855e-19,-0.000140413923440987,0.035737143694342,0,0,0,0.0252490144461821,0,0
X600585.SH,0,0,0,0,0,0,0.0145984955394063,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.403655994684821,0.0445151719688767,0,0,0.328422356912126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00861823750807381,0,0,0,0,0,-0.00138347005176727,0,0,0,0,0.0176363047870025,0,0
X600019.SH,0,0,0.27949499756365,0,0,0,0,0,0.0617398228628496,0.0401950082439122,0,0,0,0,0,0,0,0,0.10739638397032,0,0,0,0,0,0,0.110139149619915,0,0,0,0,0,0,0,0,-0.0251223556479922,0,0,0,-0.015446704917944,0,0,0,0,0,0,0,0,0,0,0,0,-0.00882784026638523,0.00472946552476611,0,0,0,0.0153089283911574,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.075216874359471,0,0,0,0,0,0,0,0,0,0.117175859496624,0.0107316016082041,0,0,0.038755013383213,0,0,0,0,0.191741910436241,0,0,0,0,0,0,0,0,0,0,-0.0482294510892704,0,0,0,0,0.253651981022727,0,0,0,0,0,0,0,0,0.0174355266523461,0,0,0,0.199659622834018,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.0939592939902972,0,0,0.0428771636523503,0,0,0,0,0,0,0,0,0,-0.312243344185007,0,0,0.723353509690697,0,0,0,0,0,-0.0153368213186539,0,0,0,0,0,0,0,0,0,0,0.237674092832531,0,0,0,0.0298610669218232,0,-0.0971905177773346,0,0,0.0397078763680829,-0.0520280331318589,0,0,0,0,-0.100230033977992,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.158729575245025,0,0,0.293150431353894,0,0,0,0,0,0,0,0,0.164441602703421,0.0591508816069719,0,0,0,-0.198473469235998,0,0,0,0,0,0,0.160104221099474,0,0,0,0,0,0.0471352727278973,0,0,0.0133269852905767,0,-0.144963540274639,0,0.0196836092617255,0,0,0,0,0,-0.0179138584438162,-0.0163695552722298,0,-0.000734694486684131,0,0.0939188027965647,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288127908948153,0,0,0,0,0,0,0.176498648988741,0.111746162902562,0,0,0,0,0,0,0,0.0517906539754138,0,0.121860148383737,0,0,0,0,0,0,0,0,0,0,0,0,0.166686855917924,0,0,0,0,0,0.000436207685724154,-0.0525044155373743,0,0,0,0.0248981483947406,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.167065718833266,0,0,0,0,0,0.241239008082355,0,0,0,0,0,0,0,0.0313865795337003,0,0,0,0,0,0,0,0.112284384494276,0,0.0219849766225221,0,0,0,0,0,0,0.178715676275567,0,0,0,0,0,0,0,0,0,0,0,0,-0.00124512733365342,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0915194327867895,0,0,0,0.0136445703702393,0,-0.00408084333058189,0,0,0.0399415592410521,0.0572271346903827,0,0,0,0.0211533683008468,0.0389000475296695,0.0206806477187354,0.106671553247445,0,0,0.0182727270856185,0,0,0,0,0,0,0,0,0,0,0,0,0.0218320658343064,0.00926892361934723,0,0,0,0,0,0
X600886.SH,0,0,0,0.21678296385874,0,0.0830614565837242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0969013212605635,0,0,0,0,0,-0.139645243627805,0.14603077823717,0,0,0,0,0.0209135968613397,0,0,0,0.0313203690539904,0,0,0,0,0.0843506160770904,0,0,0,0,0,0,0,-0.000127682376680903,0.00213965527578262,0,0,0,0.0158224289412674,0,0
