,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X002460.SZ,X600585.SH,X600019.SH,X600111.SH,X000301.SZ,X600660.SH,X002466.SZ,X002271.SZ,X600010.SH,X000708.SZ,X601600.SH,X601898.SH,X600362.SH,X600188.SH,X600547.SH,X600426.SH,X000786.SZ,X600176.SH,X600219.SH,X600886.SH,X600011.SH,X000825.SZ,X000408.SZ,X000932.SZ,X600803.SH,X000959.SZ,X000898.SZ,X300037.SZ,X601991.SH,X600795.SH,X002080.SZ,X600549.SH,X000807.SZ,X600399.SH,X002409.SZ,X600352.SH,X600489.SH,X000027.SZ,X000830.SZ,X002353.SZ,X002407.SZ,X000723.SZ,X601168.SH,X000630.SZ,X600808.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,-0.0357083978883162,0,0,0.0377430444574816,0,0,0,0.00795828374356951,0,0,0.0332161752438201,0,0.0326883681847628,0,0,0,0,0,0.133851036447833,0,0,0,0,0,0,0,0,0,0,0,-0.0525530887000374,0,0,0,0.0349263875129032,0,0.0494677484152723,0.0448075824929739,0.0202371889616857,0,0,0,0.00268303075799829,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,-0.03116247140753,0,0,0,0.0359450878585904,0,0,0,0,0.0308342385119197,0,0,0,0,0,0.0212720801112927,0,0,0,0,0,0,0,0,0,0.0476748224024972,0,0,0,0,0,0,0.0125248845507562,-0.0295453003426148,-0.00440462299914733,0,0,0,0.103532714849601,0,0,0.00716101933428909,0,0,0,0.0501048253254077,0,0,0.0523403633417433,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.0348944375285345,0.147350384062535,0,0,-0.0270001504232987,0.0423604444261412,0,0,0,0,0,0,0,0.24625142829068,0.0825569506859593,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0636927471141059,0,0.0414652152241343,0,0.0820420458777204,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000885546166994355,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0.00179035555553944,0,0,0.0656820865133545,0.0503281174297218,0,0,0.229266361081857,0,0,0,0,0,0,0,0,0.0276409055414927,0.0233997464855226,0,0,0,-0.0554281916493892,0,0,0,0,0,0,0,0,0,0,0.031974532533819,0,0,0,0,0,0,8.67361737988404e-19,0,0.0622649087741492,0.00155000561138752,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.264015368152031,0,0.120718983152861,0.231754512182091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.120794318645046,0.112283389272538,0,0,0,0,0.0615728053210636,0,0,0.16283467105549,0,0.182659715506159,0,0.00944084617730849,0,0,0.118753639194936,0,0,0.0246460055925037,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0.0657889640431337,0,0,0,0,0,0.146821614751883,-0.123567909088985,0.119108922526547,0,-0.0154500717946648,0,0,0,0,0,0,0,0,0,0.103223558419201,0.0353726144504031,0,0,0,0,0,0,0,0,-0.0825949836331837,0.112536011854639,0,0,0,0,0,0,-0.0679113323551122,0,0.142483203813354,0,0,0,0,0,0,0,0,0,0,0,0.0843405521520216,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,-0.0778091318959257,0,0,0,0.0730246327982559,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498688055293726,0.343498961861493,0,0,0,0,0.0237206536098869,0.0524690495393001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0.0727424283903646,0,0.0724200684577843,0,0,0,0,0,0,0,0.0616930649189603,0,0,0,0,0,0,0,0,0,0,0,0,0.209610202963897,0,0,0,0,0,0.241888699320244,0,0,0,0.389345260407263,0,0,0,0,0,0.0206609219641018,0,0,0,0,0,0,0,0,0,-0.00507478176253731,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0.0303408001091477,0,0.0469438251135662,0,0,0,0,0,0,0.00836512550321848,0,0.084678468825137,0,0,0,0.0848942024585024,0,0,0,0,0,0,0,0,0.0925883586494963,0,0,0.145016975501324,0,0,0,0.128755808750445,0.436572345705879,0,-0.0364045761006596,0,-0.442597497064756,0,0,0,0,0.0550214050674673,0.149010593663051,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,-0.0886589221378114,0.0429014593280105,0,0,0,-0.0181867311973713,0,0,0,0,0,0,0,0.0487994075293301,0,0,0,0,0,0.0358480035105945,0.0413855218510179,0,0,0,0.242268194367857,0,0,0,0,0,-0.0272186758508305,0,0,0,0,0,0,0.14830958915222,0,0,0,0,0.0109611678557356,0,8.67361737988404e-19,0,0,0,0,0,0,0
