,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600019.SH,X600188.SH,X600660.SH,X600585.SH,X601600.SH,X600886.SH,X600011.SH,X600547.SH,X600010.SH,X000792.SZ,X600795.SH,X600111.SH,X002460.SZ,X600362.SH,X000301.SZ,X600489.SH,X000708.SZ,X600160.SH,X002466.SZ,X600803.SH,X600027.SH,X601991.SH,X000807.SZ,X000786.SZ,X600426.SH,X000983.SZ,X600176.SH,X600219.SH,X000877.SZ,X601699.SH,X002128.SZ,X000630.SZ,X000408.SZ,X600157.SH,X600096.SH,X601168.SH,X000933.SZ,X600985.SH,X002353.SZ,X600352.SH,X600378.SH,X002271.SZ,X600688.SH,X600995.SH,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0891737486270788,3.46944695195361e-18,0,0,0,0,0,0,0.12854965246191,0,0,0,0,0,0,0.238369832381842,0,0,0,0.17110852676317,0,0,0,0,0,0.0396034445052051,0,0,0,0,0,0,0,0,0,0,0,0,0.0275950353647754,0,0,0,0,0,0.0263326473354858,0,0,0,0,0,0,-0.0254830324428214,0,0
X601088.SH,0,0,0,0,0.484687191575226,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,-0.0235302682833096,0,0,0,0,0,0,0,0,0,0,0,0,0.00142384840388929,0,0,0,0,0,0.126570241287992,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0122013018890057,0,0,0,0,0,0,-0.0279289448411234,0,0
X600028.SH,0.0196396529086769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140102463802639,0.00840677018586005,0,0,0,0,0,0,0,0,0,0,-0.00668952373590139,0.0568768928931039,0,0,0,0.386557134171739,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.049181640445231,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0977848810189729,0,0.129031137652601,0,0.0171706149933774,0,0,0.0997665548493399,0,0,0,0,0,0,0.025418513441881,0,0.0641921785930109,0,0,0.290679703446278,0,0,0,0,0,0,0,0,0,0,0,0,0.0930948071883135,0,0,0,0,0,0,0,0,0
X601898.SH,0.146680622662349,0.201538603672704,0,0,0,0.00511718314432758,0,0,0.0490504015438907,0,0,0,0,0,0,0,0,0,0,0,0,0.199998637995048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00796295447486027,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0381158807037029,0,0
X600019.SH,0.130013809255284,0,0,0,0,0,0,0,0,0.249472795241777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114922359315758,0,0,0,0,0,0,0,0,0.122767433120762,0,0,0,0,0.0877131331772814,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,-0.00916292131124952,0,0,0,0,-0.00971351150579274,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.320944009743699,0,0,0,0,0,0,0,0,0.311726223572876,0.070336326235961,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.14376146146176,0,0,0,0,0,-0.0164976665554668,0,0.0691121037959976,0,0,-0.0750355198739219,0,0
X600660.SH,0.115137441015449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023907108376229,0,0,0,0.065709725349822,0,0.37063637485997,0,0,0,0,0.0533691421165925,0,-0.00364767546523715,0,-6.93889390390723e-18,0,0,0,-0.0534129726886121,0,0,0,0,0,-0.369529279464053,0,0.0697105386247648,-0.0392320412422926,0,0,0,0,0,0,-0.0775241943532032,0,0,0,0,-0.0164578994766077,0,0
X600585.SH,0,0,0,0,0.119224154885121,0.116037417860997,0.038821070527337,0,0,0,0,0,0,0,0.0105329898374963,0,0,0,0,0,0,0.0117481989454226,0,0.0501798103946678,0,0,0,0,0.05810047306379,0,0,0,0,0.266944000278117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401517672107467,0,0,0,0,0,0,0,-0.0378091776229079,0,0
X601600.SH,0,0,0,0,0,0.445764501252836,0,0,0,0,0,0,0,0,0,0,0,0,0.312765690575698,0,0,0,0,0,0,0,0,0.319680043189447,0.107352665149922,0,0,0,0.117202449454373,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0449762097486604,0,0,0,0,-0.134748528016966,0,0,0,0,-0.0325417834230636,0,0,0,0,-0.0255725006728779,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0.190192839921085,0,-0.111918145320245,0,0.330166247083941,0,0,0,0,0,0,0,-0.0286522598772717,0,0,0,0,0.0059009357907756,0,0,0,0,0,0.0478810178533773,0,0,0,-0.0224929600354128,0,0,0.101900873364783,0,0,0,0,-0.136770407423296,0,0,-0.0704116289275526,0,0,0,0,0,0,0.00610580055559359,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0883302907524626,0,0,0,0,0,0,0,0,0,0.0975857797390254,0,0,0,0,0,0.145840704305106,0.210697132262605,0,0,0,0,0,0,0,0,0,0,0,0.0414010512622499,0,0,0,0,0,0,0,0,0,0,0,0,-0.0482116761463938,0,0.0655860322012232,0,0,-0.0208169587132167,0,0
X600547.SH,0,0,0,0,0,0,0.169659056625593,0,0,0.0181095461328522,0,0,0,0,0,0,0,0.0265267279933483,0,0,0.616793218472105,0,-0.031211785749118,0,0,0,0,0,0,0,0,0,0,-0.0401359257335613,0,-0.0823150688997804,0,0,0,0,0,0,0,0.0159532688920488,0,0.0619377355281441,0,0,0,0,0,-0.026185228264705,0,0,0,0,-0.0171874971889005,0,0
