,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600547.SH,X601600.SH,X601898.SH,X601991.SH,X600688.SH,X600660.SH,X600352.SH,X600886.SH,X600188.SH,X600362.SH,X000723.SZ,X600795.SH,X600111.SH,X600801.SH,X601992.SH,X600027.SH,X000898.SZ,X000786.SZ,X600176.SH,X600516.SH,X002460.SZ,X000709.SZ,X002466.SZ,X600299.SH,X002271.SZ,X000629.SZ,X601158.SH,X600489.SH,X600219.SH,X000883.SZ,X000553.SZ,X600808.SH,X600583.SH,X000630.SZ,X000825.SZ,X600339.SH,X600985.SH,X000990.SZ,X000027.SZ,X600426.SH,X601699.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0289127347018424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625170762092122,0,0,0,0,0,0,0.0665744985861885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317959469452108,0.110445900530594,0,0.0421250501442857,0,-8.67361737988404e-19,0,0,-0.00120087667369255,-0.0102611497104464,0,0,0,0.00690185168744576,0,0
X600028.SH,0,0,0.115660919831659,0,0,0,0,0.046266778314099,0,0,0,0,0,0,0,0,0,0,-0.00448621913637146,0,0.00604148607342083,0.0133046714237518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129896079346186,0,0.100175800485293,0,0,0,0.114968786894055,0,0.0275730132041193,0,0,-0.0152964023591824,0,0,0,0,0,0
X601088.SH,0,0,0,0.0247811745902249,0,0,0,0,0,0.162294932290645,0,0,0,0,-0.0232987183006653,0,0,0,0,0,0,0.116837082312039,0,0,0,0,0,0.0349379918920218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204631186529051,0,0.0324569097084121,-0.073854581489941,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.151848314462918,0,0,0,0,0,0,0,0,-0.0350212631734017,0.0110582575465366,0,0,0.0182390492963347,0,0,0.470999668551704,0,0,0,0,0,0,0,0,-0.0283118202468448,-0.0450037855066314,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0120217631989679,0,0,0,0,0,-0.0110667945717224,0.0163506365335736,0,0,0,-0.00964101466383132,0,0
X600019.SH,0,0,0.0697550249591603,0,0,0,0,0,0,0.0582121094869131,0,0,0,0,0,0,0,0,0.0472611310847051,0,0,0.169810103400192,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0324413463537269,0,0,0,0,0,0,0,0,0,0,0,0,0.0595189446059827,0,0,0,0,0.121722606515478,0,0,-0.0202139248711863,0,0,0,-0.00171884082659022,0,0
X600309.SH,0,0,0,0.285500159795058,0,0,0.116367554937425,0,0,0,0,0,0,0,0.11300176200404,0,0,0,0.0122215371495868,0,0,0,0,0,0,0,0,0.114032940375556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127941261858007,0,0.0259879080876357,0,8.67361737988404e-19,0,0.000523771418217699,0,0,0,0,-0.00494244171642965,0,0
X600011.SH,0,0,0,0,0,0,0,0.0641130312674483,0,0,0,0,0,0,0.137787801137121,0,0,0,0,0,0,0,0,0.504939134210574,0,0,0,-0.0474608335771582,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.0694389043407654,0,0,0.00599270964811706,0,0,0.151585566990974,-0.0311000557194439,0,0,0,0.0414432498293835,0,0.0561322824309886,0,0,-0.15839578852145,0,0.0223522632950039,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323622820358847,0,0,0.407417215532854,0.0125399033506358,0,0,0,0,0,0,0,0,0,0,0,0,0.103624754144959,0,0.0908846417019482,0,0,0.123123498997442,0,0,0,0,0,0,0,0,0,0,0,0,0.189291260581843,0,0.0230242776842212,-0.0103784451713331,0,0,0,-0.0357924068727361,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00610104383610263,0,0,0,0,0,-0.0719312112272593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.843785606037154,0,0,0.0686584347679097,0,0,0,0,0,0,0,0,0,0,0.0294213803657328,-0.0726269645425634,0.00485749909845667,-0.00468772536038526,0,0,0,0.0125423562738268,0,0
X601600.SH,0,0,0,0,0,0,0,0.32258541391185,0,0,0,0,0,0,0.0584017834353785,0,0,0.262300479456351,0.0205671324528349,0,0,0.00247586112227972,0,0,0,0,0,0,0.0613268336638855,0,0,0,0,0,0,0,0.0778485695228974,0,0,0,0,0,0,0,0.0291689894642721,0,0,0.0499476779781943,0,0,0,0,0,0,0,0,0,0,0
