,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X000301.SZ,X601898.SH,X600111.SH,X600019.SH,X600011.SH,X000708.SZ,X600660.SH,X600010.SH,X000877.SZ,X002271.SZ,X600547.SH,X601600.SH,X600886.SH,X600795.SH,X600426.SH,X600176.SH,X600362.SH,X000408.SZ,X601991.SH,X600096.SH,X000629.SZ,X600803.SH,X000983.SZ,X600348.SH,X000723.SZ,X600027.SH,X300073.SZ,X000786.SZ,X600160.SH,X002080.SZ,X600219.SH,X600141.SH,X601699.SH,X002353.SZ,X600549.SH,X600157.SH,X600378.SH,X000933.SZ,X300037.SZ,X600801.SH,X000807.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.012679452408339,0,0,0,0,0,0,0.00243854793599524,0,-0.0559402785135618,0,0,-0.00348184498050581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190821795209115,0,0,0,0,-0.117006431780798,0,-0.0303226900253063,0,0,0.0900090664187468,0,0,0.0677360061043541,0,0,0,0,0.123147807188548,-0.0584490633268334,0.0364821316075821,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0341832399261391,0.223412837667269,0.106108418982146,0,0,0.141518865183849,0,0,0,0,0.0630947728009218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0848051158233617,0,0,0,0,0,0,0.00786132513257768,0,0,0,0,0,0,0,0,0,0.350188124120701,0,0,0,0,-0.000485573760839547,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0570413430886378,0,0,0,0,0,-0.00588514011610663,0,0,0,6.7762635780344e-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225945372548692,0,0.0644957371014205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0747411457903617,0,0.0121131709243074,0,0,0,0,-0.0328040508076378,0,0
X600309.SH,0,0.0836932061743058,0,0,0,0,-0.0154349113006723,0,0,-0.102245008948725,0.0707700252896912,0,0,0,0.040811016946196,0,0.00830288939638026,0,0,0,0,0,0,0.0655093785410993,0.083703546382777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0130175178956569,0,0,0.00844046971815038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0.20862042603344,0,0,0,0,0,0,0,0,0.228346106143911,-0.0709308129640457,0,0,0,0,0,0,0,0,0,0,-0.093515618697332,0,0,0,0,0,0,0.108761020037848,0,0.0563270980483028,0.156299515255325,0,0,0,0,0,-0.0321347541803033,0,0,0.296659978913561,0,0,0,0,0,0,0,0,0,-0.0470377917874249,0,0,0,0,3.46944695195361e-18,0,0
X002466.SZ,0,8.67361737988404e-19,0,0,0,0,0.631288478740977,0,0.0722635284439262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.218656647429659,0,0,0,0.0208283603975485,0,0,0,0,0.104128875775943,0,0.143871764767504,0,0,0,0,0,0,0,0,0,0,0,0.0160580411157709,0,0,0,0.000753504923456686,0,0
X002460.SZ,0,0,0,0,0,0.204944690863308,0,0,0.0631335160630096,0,0,0,0,0,0,0,0,0,0.0617018484482933,0,0,0,0,0.0129441386140768,0,0,0,0,0,0,0,0,0,0,-0.0798692423337558,0.0415277796934757,0,0,0,0,0.123448306875754,0,0,0,0,0,0.163064646520819,0.22002160985713,0,0,0,0,-0.0459751891629369,0,0,0,0.0487929768029039,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,-0.00206350524398058,0,0,0,0,0,0,0,0,0.15040123434417,0,0,0,0,0,0,0,0,0.0223284171289907,0.0144139300841848,0,0,0,0,0.0667900777731864,0,0,0,0,0,0,0,0,0.0352948553195192,3.46944695195361e-18,0,0,0,0,0.340402049148915,0,0,0,-0.0433807845397302,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.297448388710974,6.93889390390723e-18,0,0,0,0,0,0,0.143809410231,0,0,0.0641872307847123,0,0,0,0.0381171860396498,0,0,0,0,0,0.00728874660317053,0,0,0,0,0,0.13583651280976,0,0,0,0,0,0,0.13750833844593,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.0609709431220043,0,0
X000301.SZ,0,0,0,-0.15679914266399,-0.130412399159215,0.359996577894078,0,0,0,0,0,0,0,0,0.196840404470508,6.93889390390723e-18,0.19244669822421,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0.197070925612371,-0.0748592701098084,0,0,0,-0.0207775808517359,0.0993595568868996,0.0520558487677549,0,0.0438736751109626,-0.0424347979136589,0,0.0899493281731988,0,0,0,0,0,0,0,0,0.00984740465907528,0,0,0,-0.163323310096068,-0.106180914446371,0,0,0,0.0548519074318383,0,0
