,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X601600.SH,X600188.SH,X601898.SH,X600688.SH,X601991.SH,X600362.SH,X002466.SZ,X600660.SH,X600547.SH,X600795.SH,X601992.SH,X300072.SZ,X002460.SZ,X600111.SH,X600886.SH,X600516.SH,X000898.SZ,X000786.SZ,X600176.SH,X000792.SZ,X000553.SZ,X000709.SZ,X600352.SH,X000825.SZ,X600027.SH,X600299.SH,X600489.SH,X002271.SZ,X000408.SZ,X601158.SH,X601699.SH,X600219.SH,X002470.SZ,X000883.SZ,X600157.SH,X600583.SH,X600808.SH,X600315.SH,X000630.SZ,X600426.SH,X002408.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.257286369268781,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.178023603318356,0,0,0,0,0,0,0,0,0,0,0,0.0449476398755557,0,0,0,0,0,0,0,0,0,0,0,0.0858324918717535,0.0595800986305644,0,0,0.0545758254447712,0,0,0.00823672749300391,0.0164127878480672,0,0,0,0,0,0
X600028.SH,0,0,0.308185930865747,0.0405610696058983,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,-0.00899360728325518,0.163848377762792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0878711442650473,0,0,0,0,0,0,0.0321538009605537,0,0,0,0,0,0,0
X601088.SH,0,0.117939588384,0,0.22459202145532,0,0,0,0.0187126076717999,0,0,0,0,0,-0.00071975494714867,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.167871097815748,0,0,0,0,0.391454807499867,0,0,0,0,0,0,0,0,0,-0.00490345552273168,0,0,-0.00823205183845492,0,0,0,0,0,0
X600019.SH,0,0,0.217795294808991,0,0.191105721323284,0,0,0,0.0259160755963776,0,0,0,0,0,0,-0.0297152261393192,0,0,0,0,0,0,0,0.04501006804776,0,0,-0.0660052814825636,0,0,0,0.026584720188208,0,-0.0913167080229207,0,0,0,0,0.203098152449354,0,0,0,0,0,0.223247805138246,0,0,0,0,0,0.0261016356616985,-0.00721644751703522,0,0,0,0,0,0
X600585.SH,0,0,0,0.261866503724585,0,0,0,0.0366494962053727,0.203588829865451,0,0,0,0.0753085251247689,0,0,0,0,0,0,0.00844409314552078,0,0,0,0,0.11377526267543,0,0,0,0,0,0,0,0,0,0,0,0,0.0733697448001846,0,0,0,0.00484637138696524,0,0,0,0,0,-0.0357627458381567,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157784779848169,0,-4.33680868994202e-19,0.0035898468769311,0,0,0,0,0,0.0662361366236514,0.0358881638162582,0,0,0,0,0.0254090395397079,0,0,0,0.124542908824687,0,0.0102307797786119,0.100998581604025,0.1495001227741,0,0,0,0,0,-0.0133311609801993,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.238652430631266,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0439701407170651,0.00498684881684965,0.0801421188317857,0,0.141252740313321,0,0,0,-0.0193532130300958,0.0675528655492262,0,0,0,0.311251863119643,0,0,0,0,0,0.196337765940524,0,0,0,0,0,0,-0.00685182471227149,0,0,0,0,-0.0169589326521964,-0.0266911746537731,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.516363018151069,0,0,0,0,0,0,0,0,-0.186496312301133,-0.0538848798657338,0,0,0,-0.321177628245003,0,0,-0.133317966691086,0,-0.0235766411933983,0,-0.297949168345891,0,0,0,0,0.520894203926823,0,0,0,0,-0.436135313570177,0,0,-0.059610408437951,0,0,0,0,0,0,0.118332696784001,-0.205747261288026,-0.168764298219965,0,0,0,0,0
X600188.SH,0,0,0,0.044967047452712,0.175985298309759,0,0,0,0,0,0,0,0,0,0,0.0908794166350734,0,0,0,0.142959956574459,0,0,0,0.369364309636478,0,0.229663554801565,0,0,0,0,0,0,0,0,0,0,0,0.287304355002967,0,0,0,0,0,0,0,0,0.0616279529077474,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0223755826929439,0,0,0,0.288187283661268,0,0,0,0,0,0,0,0.0427159956280615,0,0,0,0,0,0.0765229300805976,0,0,0.0756671758979475,0,0,0,0,0,0,0,0.134086324729024,0,0.07831251029804,0,0,0.0802593753921477,0.0215950933170898,0,0,0,0,0,0.0113486224193867,0,0,0,0,0,0,0
