,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600019.SH,X600585.SH,X600188.SH,X600011.SH,X601600.SH,X600547.SH,X601898.SH,X600660.SH,X000792.SZ,X002460.SZ,X002466.SZ,X600886.SH,X600010.SH,X600111.SH,X000708.SZ,X000301.SZ,X002271.SZ,X600426.SH,X000877.SZ,X600362.SH,X600795.SH,X600176.SH,X000807.SZ,X600803.SH,X600489.SH,X000983.SZ,X601699.SH,X000786.SZ,X601991.SH,X600027.SH,X600160.SH,X000932.SZ,X000630.SZ,X000933.SZ,X600219.SH,X000408.SZ,X002080.SZ,X000629.SZ,X300037.SZ,X600688.SH,X000539.SZ,X600157.SH,X600096.SH,X600612.SH,X002409.SZ,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,1.09095221345256,0,0,0,0,0,0,-0.0207604990223397,0,0,0,0,0,0,0,0,0,0.0189431894978903,0,0,0.0909123808344351,0,0,0,0,0,0,0.1134416965056,0,0.0199104220780339,0,0,0,0.0481119237176887,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0556632283234935,0.0222007068227602,0,0,-0.00754340454346238,0,0,0,0,0,0
X600028.SH,0.605190026753091,0,0,0,0,0.174400056488866,0,0.00802862020012024,0,0,0,0,0,0,0,0,0,0,-0.0832585449137475,0,0,0,0,0,0,0,0,0,0,0,0.145090294207204,-0.029127717094925,0,0,-0.0706018509268302,0,0,0,0,0,0,0.034939638532115,0,0,-0.0197365612931934,0,-0.174905901211638,0,0,0,0,0,0.0142733485696055,0,0,0,0,0,0
X601088.SH,0.0265668721909292,0.0696477188831591,0,0,0,0,0.270948037273633,-0.0783520601800451,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0946328153170838,0,0,0.0694351010025388,0.00209886533614169,0,0,0,0,0.0393409326302784,0,0,0,0,0,0,0,-0.0566511826393637,0,0.134433546532663,0,0,0,0,0,0,0,0,0,0,0,0.0155163721422237,0,0,0,0.0385078344798177,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0800845181256463,0,0,0,0,0,0.0973852658456894,0.133257004681038,0,0.0311556754354389,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0178347725080472,0,0.0321767980672325,0,0,0,0,0,0,0.0117739839921287,0,0,0,0.0501901253738628,0,0,-0.00429466662732941,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.116054904211411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0895109549644206,0.0817854987599987,0.135294584049967,0,0,0,0,0,0,0,0.214695061851385,0,0,0,-0.0211391585526084,0.0368493520114719,0,0,0.0921500769493594,0,0,0,-0.0312423275574776,0,0,0,0,0,-0.0765839519796376,-8.66054342705925e-05,-0.173161186556996,0,0.028215578910799,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.109874598224971,0,0,0,0,0,0,0.152367829792192,0,0,0,0,0,0.0299067467197356,0,0,0,0,0,0,0,0,0.333725421931089,0,0,0,0,0,0,0,0.0716948431468379,0,0.0896393270701759,0,0,0,0,0.00363483582098481,0,0,-0.034831615644965,-0.197722589722022,0,0,-0.0204284026529503,-0.0247825327759191,0,0,0,0,0,0
X600188.SH,0,0,0.738929778410056,0,0,0,0,0,0.0727881581253979,-0.287182992641623,0,0,0,0,0,0,0,0,0,0,-0.115651853632207,0,0,0,0,0,0.0842208196583231,0,-0.0762308977269168,0.15874511612127,0.175839919241522,0,0,0,-0.00756555670954685,-0.0581714811741795,0,0,0,0,0,0,0,0,0.0819848033420286,0,0,-0.177655423115798,0,0.0233479288849755,0,0,0,0,0,0,0,0,0
X600011.SH,0,0.177614565540318,-0.305419621623871,0,0,0.110948130713308,0,0,0,0,0,0,0,0,0,0.464146669936008,0,0,0,0,-0.0704137360108848,0,0,0,0,0,0,0,0,-0.0288277759936006,0,2.16840434497101e-19,0,0.348206634959509,0,0,0,0,0,0,-0.340742190328986,0,0,0,0.209666948876613,0,0,0,-0.0264748918973664,0,0,0,0,0,0,0,0,0,0
X601600.SH,0.00123001313322019,0,0,0,0,0,0,0,0,-0.0532750947048056,0,0,0,0,0,0,0,0.256340161845727,0.101887329951615,0,0,0,0,0,0,0,0.46526877655573,-0.020951412915054,0,0,0,0.0996912640404269,0,0,-0.0627150367909903,0,0,0,0,0,0,0,0,0,-0.070838486305635,0,0,-0.0217891802830346,0,0.0561610456931366,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.14428729636971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.249895756540693,0,0,0,0,0,0,0,0.071955894083493,0.819178906606841,0,0,0,0,0.0745893512273618,-0.110315277544135,0,0,0,0,0,0,0,0,0,0,-0.12010333058598,0,0,0.076058734366095,0,0,0,0.000473805798658054,0,0,0,0,0,0
