,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600011.SH,X600019.SH,X600585.SH,X600188.SH,X601898.SH,X600547.SH,X002460.SZ,X601600.SH,X000792.SZ,X002466.SZ,X600886.SH,X600660.SH,X600111.SH,X600010.SH,X000301.SZ,X000708.SZ,X000877.SZ,X002271.SZ,X600426.SH,X600362.SH,X600795.SH,X600027.SH,X600176.SH,X600803.SH,X601991.SH,X600489.SH,X000807.SZ,X601699.SH,X000983.SZ,X000786.SZ,X600160.SH,X000932.SZ,X000539.SZ,X000408.SZ,X600219.SH,X002080.SZ,X000629.SZ,X300037.SZ,X600688.SH,X000723.SZ,X000630.SZ,X600995.SH,X000933.SZ,X600378.SH,X600157.SH,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.737943429921537,0,0,0,0,0,3.46944695195361e-18,0.0397971697042479,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143644439984081,0,0,0,0,0,0,0.0424722342714916,0,0,0,0,0.167491469804402,0,0,0,0,0,0.0654284275806336,-0.287756833098201,0,0.076825354396712,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.0615109894964202,0,0,0,0,0,0
X600028.SH,0.658422335019366,0,0,0,0,0,0.200902705188084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121564552063624,0,0,0,-0.0173237221515328,0,0.080240931704325,0,0,0,0,0,-0.0203506488599555,0,0,0,0,0,0,0,0,0,0,0,-0.122779448765606,0,-0.00643527089230684,0,0,-0.0544833422556115,0,0.0660232031347028,0,0,0,0,0,0
X601088.SH,0.00791474835796555,0,0,0,0,0,0,0.358311640332056,0,0,0,0,0,0,0,0,0.108300288551735,0,0,0,0,0.0562180406902208,0,0,0,0,0.0731521872284301,0,0,0,0.00179186865353527,0,0,0,-0.0538967121287758,0,0,0,0,0,0,0,0,0.000816236897536356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,-0.0428172083450178,0,0,0,0,0,0,0.0143429179831773,0,0,0,0,0,0,0,0,-0.0429358898468292,0,0,0,0,0,0.122756579621074,0,0,-0.0512870934456356,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288325570647396,0,0.0362857069736668,0,0,0,0,0,0,0,0,0,0,-0.00123761120954326,0,0,0,0,0,0
X600011.SH,0,0.319984702622121,0,0,0,0,0.111223710026222,0,0,0,0,0,0,0,0.595937936329838,0,0,0,0,0,0,0,0,0,0,0.434168080188575,0,0,0,0,-0.0299384603794676,0,0,-0.298615850880565,0,-0.104270434603763,0,0,0,0,0,0,0,0,0,0,0,0.0360242193047982,0.0212927386916663,-0.0576934963959639,0,-0.0487853903829438,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.00479004638861967,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115333124980597,0.0343703558931253,0.109658055469027,0,0,0.0496236916744134,0,0,0,0,0.208925835528635,0.121356018230669,0,0,0,0.0572542461046208,0,0,0,0,0,0,0,0,0,0,0,0,0.0274760920024284,0,0,-0.00279892240006539,0,0.0872683687846354,0,0,0,0,0
X600585.SH,-0.0235510010125313,0,0,0,0.136587462294688,0.155364008262981,0,0,0,0,0.252663811489926,0,0,0.0671092027578151,0,0,0,0,0,0,0.0592933206218371,0,0,0,0,-0.177354413577525,0,0,0,0,0,0,0,0,0,0,0,0.195858095805981,0,0,0,0,0,-0.0295689451637634,0,0,0,0,0,-0.110632229145847,0,-0.0181761869428574,-0.0455908692548278,0,0,0,0,0,0
X600188.SH,0,0,0.305696019897234,0,0,0,0,0,0.0269374251962772,0,0,0,0,0,-0.159210192252764,0,0,0,0,0,0,0,0.0975579876916855,0,0,0,0,0,0,-0.688553159412743,0,0.515963047905281,0,0,0.016044972880581,0,0.0618167582047098,0,0,0,0,0.129214504868744,0,0,0,0,0,0,0,0,0,0.0238304906015742,0,0,0,0,0,0,0
X601898.SH,0.1797380289758,0,0.121691993246682,0,0,0,0,0.134965133870504,0,0,0,0,0.189367693690924,0.0980350888363669,0,0,0,0,0,0,0,0.0576560869715591,-0.141607453679187,0,0,0,0,0.0325707679000807,0,0,0,0,0.0712861608528397,0,0,0,-0.196424572054795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00683485352871168,0,0,0,0,0,0,0
X600547.SH,0,0.126959980963799,0,0,0,0.0577696885167644,-0.0482630770719146,0.117000683706032,0,0,-0.145360902679809,0,0,0,0,0,0,0,-0.152048177223727,0,0,-0.0755023188007128,0,0,0,0,0,0.00852424312737697,0,0.795083465614157,0,0,0,0,0,0.286950740233992,0,0,0,0,0,0,0,0,0,0.0195284898772602,0,-0.0487696121192584,-0.109150348327517,0,0,-0.0364963126697131,0,0,0,0,0,0,0
