,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X600795.SH,X600362.SH,X600188.SH,X600027.SH,X601992.SH,X002466.SZ,X600516.SH,X000898.SZ,X600111.SH,X002460.SZ,X600176.SH,X000709.SZ,X600352.SH,X600299.SH,X600219.SH,X000786.SZ,X000629.SZ,X600808.SH,X600489.SH,X601158.SH,X600157.SH,X600801.SH,X000825.SZ,X000630.SZ,X002271.SZ,X000553.SZ,X000883.SZ,X002110.SZ,X300072.SZ,X000027.SZ,X002470.SZ,X600583.SH,X600985.SH,X000408.SZ,X600339.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.132076982593248,0,0,0,0.0366654469682198,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034754563705865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387235915259845,0.120065185461015,0,0.0870814815524713,0,0,0.004323631365753,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.133670491784698,0,0.247807668789838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0988669702309947,0,0,0,0,0,0,-0.0675910086289412,0,0,0,0.30179708914536,0,0,0,0,0,0,0,0.0596741954341314,0,0.11949454234492,0,0.0450583940302052,0,0,0,0,-0.0145180879096085,0,0
X601088.SH,0,0,0,0,0,0.162070633130166,0,0.0130012770594502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100116353385665,0,0,0,0,0,0,0,0,0,0.0758507834455883,0,0.106487261271592,0,0.0904848880034201,0,0,0,0,0,0,0,-0.0110697363819983,0,0,0,0.00471304194364613,0.00463485746458128,0,0,0,0.00610834890609432,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0722983196821411,-0.0268846453855172,0.186670279151567,0,0,0,0,1.73472347597681e-18,0.21776518982978,0,-0.0229391597299832,0,0,0,0.222621018093436,0,0,0,0,0,0,0,0,-0.00390447596225974,0.0168888892717506,0,0,0,0,0,0
X600019.SH,0,0,0,0.0538676348640543,0,0,0,0,0.123659845786888,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0841023037620461,0.0824987470832073,0,0.0486021591599976,0,0,0,0,0,0,0,0,0,0.0328118542096376,0,0,0,0,0,0,0.238238838849444,0,0,0,0,0,0,0,0,0,0.0164909086899158,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298446920737975,0,0,0,0.195812960791992,0,0,0.226646745034514,0,0,0,0,0,0,0,0,0,0,0,-0.0477474334905692,0.0676094678143259,0,0,0,0.105659152885148,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475906529081044,0,0,0.607078407442424,0,0,-0.222900268044669,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336109155863092,0.0406736054424625,0,0,0.0390499182917723,0,0,0,0,0,0.0414002812670718,0,0,0,-0.0851464621672748,0,-0.000400039081211146,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381136623880302,0,0.395759138257765,0,0,0,0,0,0,0,0.0308272331486658,0,0,0,0,0,0,0,0.117885741278377,0,0,0.0648489244499921,0.0588443187988453,0.0292941986278473,0,0,0,0,0.191926359109931,0,0,-0.00952805365278901,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330954388222963,0,0,0,0.0424489218523362,0,0,0.134141713105241,0.030919051236135,0.0335254694991785,0,0,0,0,0,0.0149089487930283,0,0,0,0,0,0,0,0,0.0825544893461895,0,0.0373381180309175,0.0909999130763088,0,0,0,0.0372112276812399,0,0,0,-0.0223759127262399,-0.00472872306466354,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.00397387574339302,-0.0320429221249013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.00125865748818146,0,0,0,0,1.01447744760752,0,0.0203942752187341,0,0,0,0,0,0,0,0,4.33680868994202e-19,-0.103946841706433,0,-0.00178251763207358,0,0,0,-0.0148249213182501,0.0287299898708478,0,-0.0485370321708438,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.103032808296607,0.187794905811878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0.0518507344981911,0,0,0.0132623245500865,0.0508840034759944,0,0.00817470079805843,0,0,0,0.0349961897285523,0,0,0,0,0,0,0,0.0653534322894194,0.115491280559914,0,0,0,0,0,0,0,0.0262396993676892,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.217902188426666,0.0472322343934372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00190348658971345,0,0,0,0,0.0268818755743394,0,0,0,0,0,0,0,0.110959251507511,0,0,0,0.0854513749127146,0,0.0370325788983414,0,1.0842021724855e-19,-0.0117419491911442,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0775846600069443,0,0.0103922942505385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101469662834331,0.0384452349202523,0,-3.46944695195361e-18,0,0,0,0,-0.0146095448817956,0,0,0,0.264114956320373,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0182203182503683,0,0.00284781238031449,0.00468423866802435,0,0,0,-0.0112023226527999,0,0
X600688.SH,0,0,0,0,0,0.00439750509189884,0,0,0,0,0,0,0,0,0,0,0.107583927077229,0,0,0,0,0,0,0,0,0,0.035993828351824,0,0,0,0.0285009941038292,0,0,0,0,0.000113047840251162,0,0,0,0,0,0.0915835533037311,0,-1.73472347597681e-18,0,0,0.0331832293899289,0.0959106844432749,0,0,0,-0.0170983046856303,0.0428598914024332,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0285200135430177,0,0,0.0279646934186126,0.300663658372002,0,0.103008776367601,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.114978062972758,0,0,0,0,0.0096473126152249,0,0.108613645698291,0,0.010334262493127,0.124174210306562,0.0129838822541745,-0.0142892676438394,0,-0.05416118240885,0,-0.0412753695985679,0,0
X600795.SH,0,0,0,0,0,0,0.21344735614625,0.17619464073226,0,0,0,0,0,0,0.140697547688508,0,0,0,0,0,0,0,0,0,0.010668507799704,0,0,0,0,0,0,0,0,0,0,0.0191282779836181,0,0,0,0.0289525582823157,0,0,0,0,0.0262329643177689,0,0.258147940831113,0,0,0,0,0,0,0,0,0,0,0,0
