,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601600.SH,X601898.SH,X600188.SH,X002466.SZ,X600660.SH,X600688.SH,X600362.SH,X600795.SH,X300072.SZ,X601992.SH,X002460.SZ,X601991.SH,X600547.SH,X600886.SH,X600111.SH,X600516.SH,X000898.SZ,X600176.SH,X000786.SZ,X600352.SH,X000709.SZ,X600027.SH,X002271.SZ,X000825.SZ,X000553.SZ,X000792.SZ,X600299.SH,X601699.SH,X000408.SZ,X601158.SH,X600219.SH,X600808.SH,X600489.SH,X000883.SZ,X000959.SZ,X000983.SZ,X000630.SZ,X002110.SZ,X000830.SZ,X600426.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.271108163325575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211276169569027,0,0,0,0,0,0,0,0.0417950451435709,0.112171436269187,0,0,0,0,0,0.0348792031629731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00692205498674394,0,0.00425255050595889,0,0,0,0,0
X600028.SH,0.258472353929186,0,0.17959943760715,0,0,0,0,0,0,0,0,0,0.109156215196184,0,0,0,0,0,0,0.256185842969278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,-0.0123220182616468,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.27135115211903,0.0389601574570452,0,0,0.0148814910655694,0,0.113759377022893,-0.0393810408597764,0,0,0,0,0,-0.0411092040274252,0,0,0.0679775329989432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190139075509323,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212775627586394,-0.0253257478941401,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.355519201896949,-0.147510267190372,0,-0.0344187392105323,0,0.00260853865541858,0,0,0,0.152957880977163,0,0,0,-0.0108742361440718,0,0,0,0,0,0.585359436872815,0,0,0,0,0,0,0,0,-0.103395391763917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101082525510488,0.0275113001939766,0,0,0,0,0
X600585.SH,0,0,0,0.239460341369204,0,0,0,0,0,0.0422097873357232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186663910424937,0.315536411969397,0,0,0,0,0,0,-0.174000352046534,0,0.264423212052283,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0386231706454314,0.0364578377487462,0,0,0,0,0,0
X600011.SH,0,0,0,-0.0680525477112425,0,0,0,0,0,0,0,0,6.7762635780344e-21,0,0,0.129830451480744,0,0,0,0,0,0,0.0521457892032964,0,0,0,0.013868535053869,0,0.206452679198951,0,0,0.120762131846506,0.0740130717988147,0,0,0,0,0,0,0,0,0.0617187889479325,0,0,0,-6.7762635780344e-21,0,0,0.000946577773980433,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135696303033288,0.030849116596578,0,0,0.0445441417166692,0,0,0,-3.46944695195361e-18,0.19573617855043,0,0,0,0,0,0,0.0405063357273866,0,0,0.115638739201399,0.211798822733487,0,0,0,0,0,0.0404084248626072,-0.0346905391521011,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,-0.0167443278334434,0,0,0,0,-0.399548602056473,-0.179014118961835,0,0,0,0,0,-0.0813158210300363,0,0,0,0,0,0,0.42090134621158,0,0,-0.159745522737356,0,0.234219780122112,0,0,0,0,0,0,0,0,0,-0.0941856389327082,0,0,0,0.337030712312038,-0.462559603807838,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141519593237359,0,0,0.111762553095006,0,0,0.0767021696982815,0,0,0,0,0,0,0.0407787048019716,0,0,0,0,0,0.083025094576115,0,0.191503763969822,0,0,0,0,0,0,0.0200874350250711,0.151876055402279,0,0,0,0,0,0.00324459214876886,0,0,0,0,0,0,0
X600188.SH,0,0,0.23970738884163,0,0.0294931223303318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00598979098694664,0,0,0,0,0,0,0,0,0.48976940085405,0,0,0,0,0,0,0,0,0,0,0.15697501382796,0,0,0.00139600980019647,0,0,0,0,0,0,0
