,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002460.SZ,X002271.SZ,X600660.SH,X600886.SH,X600801.SH,X601898.SH,X600010.SH,X601600.SH,X600362.SH,X600188.SH,X600489.SH,X600352.SH,X601991.SH,X600688.SH,X000786.SZ,X600795.SH,X600111.SH,X002466.SZ,X600027.SH,X601992.SH,X600126.SH,X600299.SH,X600176.SH,X600426.SH,X002075.SZ,X002353.SZ,X600486.SH,X000723.SZ,X600315.SH,X600529.SH,X601158.SH,X600516.SH,X600219.SH,X600612.SH,X000401.SZ,X000898.SZ,X000932.SZ,X002409.SZ,X000883.SZ,X000553.SZ,X000301.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0563683678107056,0,0,0,0,0,0,0,0,0,0.0635587865257274,0,0,0.0647670689026674,0,0,0,0,0.121868028838578,0,0,0.057256752299316,0,0,0,0,0,0,0,0,0.0642744759989981,0,0.0174056270148273,0,0,0.0231584487459359,0,0,0,0,0,0,0.0411918533323673,0,0,0.00844013267910493,0,0,0,0.0197561502488752,0.00296080258988737,-0.0080238322273987,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0108869758186533,0,0,0.0418353186109184,0,0,0,0,0,0,0,0,0,0,0.0676418345552967,0,0,0,0,0,-0.02732888795909,0,0.0610093172017104,0,0,0.149748238309897,0.049452055865117,0,0,0.0621479111497465,0,-3.46944695195361e-18,0,0,0,0.0808934935446227,0,0,0,0,0,0,0,0,0,0,0.00859890494518517,-0.00794543549442157,0,0,0,0,0,0
X601088.SH,0,0.0529337530843126,0,0.197880816414105,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0684218760680244,0.446721896154431,0.0472741743785494,0,0,0,0,0,0,0.00461469885179445,0,0,0,0,0.0428649239258717,0,-0.17192590064002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131192125693681,0,0,0,0,0,0,0
X600585.SH,0,0,0.153635586486176,0,0,0,0,0,0,0.0194569425729175,0.0607938362611471,0.0605763600598871,0,0.446921546512895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451372880421895,0,0,0,-0.0473700186542823,0,0,0,0,0.0767408500002728,0,0,0,0,0.00130330316991962,0,0,0,0,0,0,-0.0246190820440914,-0.00930951823454654,0.000856799537078047,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100494882378282,0,0,0,0.230130993804631,0,0,-0.011805346409498,0,0.1759298004574,0.138783252389907,0,0,0,0,0,0.0381922307680919,0,0,0,0,0,0,0,0,0,0,0,0,0.0106160565599584,0.0118324014824755,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0.112392165242684,0,0,0,0,0,0,0,0,0,0.396450660672022,0,0,0,0.00311934279184402,0,0,0.0989451896416017,0,0,0,0,0,-0.0364519443342775,0.0327299992895676,0,0,0,0,0,0,-0.0436652316327599,0,0.176111141348107,0,0,0,-0.164754438231583,0,0,0,-4.33680868994202e-19,-0.00126501384060187,0.00755450285454531,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.191229859327559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0929652647992579,0.0952292635001792,0,0,0,0,0,0,0,0.0186103912631597,0.00754123755999298,-0.0296880175995645,0.0171744131111743,0,0,0,0.00276620875179849,0,0,0,0,0,0,0,0,0,0,0,0,0.010193188729719,-0.0168371198716321,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,-0.0574565757953511,0,0,0,0.0251665514076272,0,0,0,0,0,0,0,0,0,0.190131374137853,0,0,0.118843487343766,-0.106292996548083,0,0.119454375025581,0,0,0,0,0.0957265874369666,0.301357856627569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114906524934143,-0.00762982393675037,-0.000984565927394823,0,0,0,0,0,0
X600011.SH,0,0,0.298423963609562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0765652790793234,0,-0.0367694724126506,0.11196896340666,0,0,0,0,0,0,0.0834576125690493,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.0350579193738459,0,0,0.0101227126313627,-0.00518513352264821,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0529091935079141,0,0,0,0,0,0,0.335423541436652,0,0,0,0,0,0,0,0,0,0,0,0.0485523404451011,0,0,0.0769962053394066,0,0,0,0,0,0,0.0414917594246337,0.0179913837645754,0,0,0,0.270584157381159,0,0,0,0.145490224241102,0,0,0,0.169389573369142,0,0,0,0,0,-0.0240496390985536,0,0,0,0,0,0
