,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X002460.SZ,X600585.SH,X600019.SH,X600111.SH,X600660.SH,X002271.SZ,X000301.SZ,X002466.SZ,X600010.SH,X601898.SH,X000708.SZ,X601600.SH,X600188.SH,X600362.SH,X600547.SH,X600426.SH,X000786.SZ,X600176.SH,X600886.SH,X600011.SH,X600219.SH,X000408.SZ,X600803.SH,X000825.SZ,X300037.SZ,X000932.SZ,X002080.SZ,X601991.SH,X600795.SH,X600549.SH,X000807.SZ,X000027.SZ,X000898.SZ,X600399.SH,X600352.SH,X600489.SH,X002409.SZ,X000723.SZ,X000830.SZ,X000959.SZ,X002353.SZ,X601699.SH,X002145.SZ,X600486.SH,X600688.SH,X601168.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,-0.0416179080359073,0,0,0,0,0,0,0.0782399793743982,0,0.046214238217434,0,0.0270733573380832,0,0,0,0,0,0,0,0,0,0,0,0.0816773835540405,0,-0.0194694535712576,0,0,0,0,0,0.0618553547639299,0,-0.0383506074218927,0,0,0,0.0344445817200779,0,0,0,0.0505705920288702,-0.0132203124455082,0,0.0498798781321047,0,0,0.000709074002749032,0,0,0,0,0,0,0
X600028.SH,0.00505722832094627,0,0,0,0,0,0.104038781881774,-0.0805764501462406,0,0,0.0277902277634329,-0.00238378481228636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220676926558416,0,0.0230980758687394,0,0,0,0,0.0984998528312046,0,0,0,0,0,-0.00594833509183479,0.0688762218604172,0,0,0,0,-0.0264822210369585,0,0.119721609813248,0,0,0.0111917097659536,0.0540179152555734,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.046706034985898,0.13865628038895,0,0.03172050080613,0,-0.0208159086155111,0,0,0,0,0,0,0,0.251025649968643,0.0848905373118757,0,0,0,0,0,0,0,0,0,0.0153690120874897,0,0,0,0,0,0,0,0,0,0.106219150532537,0,0,0,0,0,0,0.0185903239098558,0,0.0576984238246597,0,-0.0109451013961252,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0442700424883683,0,0,0,0.00832784244425239,0,0,0.001422319843786,0.0394320496463277,0.184077144266519,0,0,0,0,0,0,0,0,0.0376470742013816,0,0,-0.127532143718228,0.0297712038647441,0,0,0,0,0,0,0,0,0,0,0,0.047107912936072,0.0681147802394568,0,0,8.67361737988404e-19,-0.0527763903715995,0,0,0,0,0.0524339312703627,0,0,0,0,0,0,0
X002460.SZ,-0.0122024680749692,0,0,0,0,0,0,0,0,0,0,0.382923758660696,0,0,0,0,0,0,0,0,0,0,0,0,0.298405328366798,0.0266981628886331,0,-0.0294417457056373,0.195836289568911,0,0,0,0,0.119198207341448,0,0.107328362178726,0,0,0,0,0.0280370265034686,0,0,0,0,0,0.143441655485422,-0.123789985350227,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.242382757512086,-0.14604315374552,0,0,0.087660360932679,-0.0189970696202396,0,0,0,0,0,0,0,0,0.113876431877059,0,0,0,0,0.0181204496441671,0,0,0.158115145735423,0,0,0,0,0,0,0,-0.115597013111387,0,0,0.095151945890102,-0.113369970999903,0,0,0,0,1.73472347597681e-18,0.0579963859528528,0,0.101085939393615,0,0,0,0.0582240433850527,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,-0.0343506492774911,0,0.00622961285934475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0713418108348084,0.112822056217916,0,0,0,0.0764182992318533,0,0,0.360739298633928,0,0,0,0,0,0,0.0897870900651045,0,0,-0.0650756160485371,0,0,0,0,0,0.0391610110783262,0,0,0,-0.0161095774325957,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.17949281759127,0,0,0,-0.0374648538763477,0,0,0,0,0,0,0,0,0,0,0.202276229695421,0.163820197715718,0,0,0,0,0.450054351317218,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.040745187468771,0,0.0347279278323328,0,0,0,0,-0.0202962590448968,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0934315346261933,0.163104754490761,0,0,0,0,-0.0207260153393104,0.0248818910407704,0,0,0,0,0.053674651792304,0,0,0.267171261267885,0,0,0,0,0,0,0.0112164654662304,0,0,0,0,0,0,0,0,0,0.132901473213514,0,-0.122929697635509,0,0,0,0,0.00335484644863533,0,0,0,0,0,0
X002271.SZ,0,0,0.0675939257462215,0,0,0,0,0,0,0,0.0171509686489879,-0.0269955216898689,0,0,0,0,-0.00223639998648717,0,0,0,0,0,0.107278008927285,0,0,0.112694715424858,0,0,0,0,0,0,0,0,0,0,0,0.0516653551485874,0,0.0701693255311699,-0.0391082251943937,-0.109292860122679,0,0.0303593362760697,0,0,0,0.170314714616117,0,0,0,0,-0.0423651257919616,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0.00674564447969598,0.0423640892345482,0,0,0,0,0,0,0.0341910600273222,0,0.102330392863905,0,0,0,0,0,0.0824300146465675,0,0,0.0518929033571832,0,0,0,0,0.128476819377886,0,0.146771008992418,0,0,0,0,0.434967042083556,0,0,0,0,0,0,-0.456035940701713,0,0.0766157397479248,0.103210255021522,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.399770312334573,0,0,0.128221886518288,0,0,0.0332505994058387,0,0,0,0,0,-0.259728438283696,0.605588794725176,0,-0.120304783160027,0,0,0,0,0,0.0357246554893417,0,0,0,0,0,0,0,0,0,0,0,0.2154144651749,0,0,0,0,0,0,0,-0.0808737936723065,0,0,0,0,0,-0.13649857472131,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.0650144581783745,0,0.15139006875455,0.259786322510605,0,0,0,0,0,0.0689447406084443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0773497137034642,0,0,0,0,0.0346003216763816,0,0,0.160816316938513,0,0,0,0,0,0,0,0,0.0305240842663769,0,0.143249564940899,0,0,0,0.0401584233939904,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,-0.307854060084017,0,0,0,0.0521443248933332,0,0.0999861797616721,0,0.60915922831347,-0.0465344178109049,0,0.0944187537175236,0,0,0,0,0,0,0,0,0,0,-0.111404734040812,0,0,0,0,0,0,0.200202527614808,0,0,-0.0423842382713831,0,0,0.0632588694450223,0,0.0506010268063472,0,0.251659827491426,0,0,0,0,0,0,0,0,0.0366628991132306,0,0
