,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002271.SZ,X600801.SH,X002460.SZ,X000792.SZ,X601898.SH,X600010.SH,X600886.SH,X601600.SH,X600660.SH,X000786.SZ,X600362.SH,X600688.SH,X600188.SH,X600795.SH,X600352.SH,X601991.SH,X601992.SH,X600299.SH,X600027.SH,X600111.SH,X002466.SZ,X600489.SH,X600176.SH,X600126.SH,X000723.SZ,X600426.SH,X002075.SZ,X000401.SZ,X000553.SZ,X000898.SZ,X601158.SH,X600219.SH,X600516.SH,X002353.SZ,X000932.SZ,X600583.SH,X000883.SZ,X600486.SH,X000709.SZ,X600612.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401669855281248,0,0,0,0,0,0,0.115256773154572,0,0,0,0,0,0,0,0,0.028545872841914,0.0514943476296138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0.154902891592953,0,0,0.00499232842598224,-0.000114510272837461,0,0,0,0,0,0
X600028.SH,0.196179204259402,0,0,0,-0.00947268478048304,0,0,0,0.150453904278397,0,-0.0231782109439924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107443559442702,0,0,0,0.0694378028321326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515064677047374,0,0,0.0127849616007279,0.0161238010444378,0,0,0,0,0,0
X601088.SH,0,0,0,0.0785239096166498,0,0,0,0,0.102234573051124,0,0,0,0,0,0,0,0,0,0.181961502833918,0,0,0,0,0,0,0,0,0.390689730035417,0,0.0328140374520921,0,0,0,0.0835103613280821,-0.0592323834241227,-0.0799131068722842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174761359322105,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.371010597531372,0.0172212247408785,0,0,0,0.0153157627707657,0,0,0.0788125191520467,0.202589882163885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0448968154019079,0.171337379106601,0,0,0,0,0,0,0,0,0,0,0,0.00771688302383649,0,0,0.0166253854317985,-0.00437567756022928,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0156517374130682,0,0,0,0.0288746848873442,0,0.0488471086987005,0,0,0,0,0,0,0,0.0218719668473265,0,0,0,0,0,0,0,0,0,0.0625677029479453,0,0,0,0,0,-0.00736679986363548,0,0,0,0,0,0.00476223172050094,0.112315127717743,0,0.191701709601235,0,0,0,0,0,0,0.0500249276713445,0.0168049692200925,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149553629939803,0,0,0,0,0,0,0,0,-0.00816336539320735,0.973004403513339,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0904583235727659,0,0,0,0.0763861722503936,0,0.0367773865085804,0.026162812193663,0.0230887058578713,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0429934682739621,0,0,0,0,0,0.00541745487392514,0.0841436335240481,0.309452252857829,0.0633465847923767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226218036729677,0,0,0,0,0,0,0,0.028648944051111,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.216531256139248,0,0,0,0,0,0,0,0,0,0,0.156309439904979,0,0,0.0713324337091087,0,0,3.46944695195361e-18,0,0.154195821161248,0.160554736057226,0,0,0,0.113901171376108,0,0,0,0,0,0,0,0,0,0.198059893770614,0,0,0,0,0.000509363036438303,-0.00679496589990341,0,0,0,0,0,0
X600011.SH,0,0,0.0759104349148068,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0764954276589817,0,0,8.67361737988404e-19,0,0,0,0,0,0.0384596194098729,0.514035335567431,0,-0.0459557852097405,0,0,0,0,0,0,0,0.150383476346201,0,0,0,0,0,0,0,0,0,0,0.144723231582341,0,0,-0.0143038291417311,0.0089686620980839,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0.18805408823938,0.159028663543981,0,0,0,0,0,0,0,0,-0.111122860058584,0,0,0.229754851926253,0,0,0.0301326442928606,0,0,0,0,0,0.0537348110624617,0,0,-0.0201533405750218,0,0,0,0,0,0,0,0,0.0202401872209481,0,0,0,0,0,0,0.0369846222961839,0.00131826496589308,0,0,0,0,0,0
X600801.SH,0,0,0,0.191862343337622,0,0,0,0,0,0.0716690715291762,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0546055870433194,0.0583715989963537,0,0.0233790355040503,0.428612755915664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375100894747531,-0.0218036357855393,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,-0.0723206590503932,0,0,0,0,0,0.204189509657841,0,-0.0799281926903807,0,0,0,0,0,0,0,0,0.272043463336742,0,0,-1.73472347597681e-18,0.103085783916709,0,0.106432706563776,0,0,0,0,0,0,0.270143877494222,0,0.198190240867407,0,0.131724384650108,0,0,0,0,-0.0429904187508714,0.00529078496199049,-0.681831041524759,0,0,0,0,0
X000792.SZ,0,0,0,0,0.142343980506819,0.0869245352624217,0,0.127189323223621,0,0,0,0,0,0,0,0,0,0,0.104262153278384,0,0.205680447944265,0,0,0.151448448344887,0,0,0,-0.141194730639834,0,0.00677973509875904,0,0,-0.0333018373776419,0,0,0,0,0,0,0,0,0,0.0454819748012941,0,0,0,0,0,0,0,0,-0.0083356112072441,0,0,0.365634842873558,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0932813700388418,0,0,0,0,0,0,0,0,0,0.124342329469379,0,0,0,0,0.187179087140838,0,0,0,0.115641921114924,0.0986373123708734,0,0,0.00931825344780001,0,0,0,0,0,0.0082314342431415,0,0,0,0,0,0,0,0,0.0420984214486928,0,0,0,0,0,0,0.00965175190992416,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.0435365754803741,0,0,0,0,0,0,0,0,0,0.122797894208874,0,0.0167253813386837,0,0.107309760584522,0.0469856600529275,0,0,0,0,0,0,0,0,0.00435680705448461,0,0.0401420070660612,0,0,0.0816029398133417,0,0,0,0,0,0,0,0,0,0,0,-0.00998475979255275,0,0,0,0,0,0
X600886.SH,0,0,0.0495370999759141,0,0.00741187841317284,0,0.182980730610616,0,0,0,0,0.0866202105788908,0,0,0,0,0,0,0,0.0829493609124126,0,0,0,0,0,0,0,0.00928931511015537,0,8.67361737988404e-19,0,0,-0.061650424740628,0,0,0,0,0,0,0,0,0,0,0.06314766981618,0,0,0,0,0,0,0,0.0264443836943093,0.00321518302695513,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.0216224440218025,0,0.0484018413614206,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.0124762771193829,0,0,0.0522343858366417,0,0.104158221116405,0,0,0,0,0,0,0.00874911739646311,0,0,0,0,0.0400373764898257,0,0,0.296778345021798,0,0,0,0,0,0,0,0.00918418302099871,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0.245590271994393,0,0,0,0,0,0,0.0627893724556733,0,0.148736617858383,0,0,0,0,0,0,0,0,0.0163723809540287,0,0,0,0.0464153564675392,0,0,0,0,0,0,0,0,0.00388113200047437,0,0,0,0,0,0,0,0,0,0.00562594418376494,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0.0918631027464803,0,0.397974530450035,0,0.00132008269128105,-0.000284459134365212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0652334181138056,0,0,0.0976720197931957,0,0,0,0.0987239543354545,0,0,0,0,0,0,0,0,0,0.127606101647081,0,0,0,0,0.0310571120616442,0.0299059727917798,0,0,0,0,0,0
X600362.SH,0,0,0,0.270042128771286,0,0,0,0,0.219309506778406,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0926928349460941,0,0,0.0945692541591505,0,0,0,0,0,0,0,0,0,0,0.139773442968562,0,0,0,0,0,0,0,0,0.284906486529963,0.0385160507745295,0.00560209784035962,0.00724600819942459,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.0203971960858623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388677822348528,0,0,0,0,0,0.0378289978071881,0.260045587588825,0,0,0.0462747865813349,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0.00384819914919605,0.0732376110695531,0.0659558323496457,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0.00695613273852982,0.000923888109659111,0,0.302659306857546,0,0,0,0,0,0,0,0,0,0.075397423043564,0,0,0.102796567517816,0,0.015037019035826,0,0,0,0.0424932202543538,0,0,0,0.130876308281532,0,0,0,0,0,0,0.00908791614884966,0,0,0,0,0,0,0,0.0219945205221906,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.032244654977008,0.00170726659822326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00310340251818047,0,0,0,0,0.0227249432870912,0.0426599183234348,0,0.0949757070401688,0,0,0,0,0.0584712170147613,0,0,0.0111742279407614,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0.109374990976548,0,0,0,0,0,0,0,0,0,0,0,0,0.159824816628123,0.14757592765379,1.73472347597681e-18,0,0.195213731336169,0,0,0,0.0136137803001941,0,0,0.0298715020716376,0,0,0,0,0,0.0945698802185086,0,0,0,0,0,0,0,0,0,0.0320294381503382,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0.0126188216200019,0,0,0,0,0,0,0,0,0.0533110945608178,0,0,0.174737866760814,0,0.0548536879242569,0.0868968253154018,0,0.0287707655698048,0,0,0,0,0.02323613269583,0,0,0.0701512574151089,0,0,0,0,0.156332231805672,0,0,0,0,0,0,0,0,0,0.00181188674859664,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0.145585273635186,0,0,0,0,0,0.049383336716474,0,0,0,0,0,0,0.0059930376237049,0.0466693963347189,0,0,0,0,0,0,0,0,0,0,0.0588673981881037,0.245479443694993,0,0,0,0.233194153226981,0,0,0.0599279805601108,1.73472347597681e-18,0,0,0,0.0355373774203973,0,0,0.00963608769011378,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0.0552728493376177,0,0,0,0,0,0,0,0,0,0,0,0,0.094133467757846,0,0,0.456258207223392,0,0,0,0,0,0.0951461348682605,0,0,0.0567029890995242,0,0,0,0,0,0,0,0.0245584394073542,0,0,0,0,0,0,0,0,0,0,0.00658751931718585,0.0277137834178742,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0.0135545317208283,0,0.550199839720584,0,0,0,0,0,0,0,0,0,0,0.0442114871527643,0.0145941258811654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055414598765512,0,0,0,0,0,0,0.0153758704409844,0,0.192007884821281,0,0,0,0,0,-2.16840434497101e-19,0.0060746508911608,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0.0506285764806732,0,0,0,0,0,0,0,0,0,0,0,0.20166552313496,0,0,3.46944695195361e-18,0,0,0.0425328967629568,0,0,0,0,0,0,0,0.152792438601439,0,0,0,0.136247408201029,0,0.249630598258901,0,0,0,0,0.00539258570444637,0,0,0.0139725844697648,-0.000762070733208983,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.0284605549887491,0.140615641985482,0,0.212339534381282,0,0,0,0.314698903100724,0,0,0,0,0,0.271649185965313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254936870926197,0,0,0,0,0,0,0,0,-0.127742675199017,-0.0201215233465172,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0.661730326964699,0,0,0,0.0516067374688449,0,0.014281546971055,0,0,0,0,0,0,0,0,0.0859412342812665,0,0,0,0,0,0,0,0,6.7762635780344e-21,0,0,0.00746773120101464,0.0270612510560208,0,0.0251688894136974,0.0906166212691744,0.00634247044862365,0,0,0,0,0,0,0,0,0,0,0.048422284668075,0,0,0.00994985403584763,-0.0176587166252252,0,0,0,0,0,0
X600176.SH,0,0,0,0,0.126507326209384,0,0,0,0,0.0595799185421033,0.125247026667612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287633147517189,0,0,0,0.0541894734068092,0.0743169293970104,0.05332508932424,0,0,0,0,0,0,0.0576016826420805,0,0.113904773897173,0,0,0,0,0,0,0.0348569436355219,0.0228838233143281,0,0,0,0,0,0
