,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X600585.SH,X600019.SH,X000708.SZ,X002460.SZ,X600660.SH,X002271.SZ,X600547.SH,X600362.SH,X000786.SZ,X600176.SH,X600426.SH,X000301.SZ,X600111.SH,X601600.SH,X002466.SZ,X600011.SH,X600010.SH,X601898.SH,X600886.SH,X600352.SH,X600219.SH,X600489.SH,X600188.SH,X600801.SH,X600803.SH,X601991.SH,X002353.SZ,X600795.SH,X600688.SH,X600486.SH,X601168.SH,X600299.SH,X002080.SZ,X000932.SZ,X000830.SZ,X600315.SH,X000723.SZ,X000630.SZ,X300037.SZ,X600027.SH,X000898.SZ,X600157.SH,X601992.SH,X000807.SZ,X600549.SH,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,-0.0420437073091174,0,0.0849038091340127,0,0,0.0419299180151058,0,0,0.0252405124012835,0,0,0,0,0,0,0,0,0,0,0,0,0.0694110592092451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00179613477885139,-0.0055702050500305,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,-6.93889390390723e-18,0.0882651346416766,0,-0.0238729646146686,-0.00196721849559973,0,0,0,0,0.0991771512096529,0,0,0.0219404537691829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314904473644822,0,0,0,0.00726188030282413,0,0,0,0.0772748793862856,0,0,0,0,0,0,0,-0.0190334661055858,0,0,0,0.0131487100102411,0,0
X600309.SH,0,0,0,0,0,0,0,0.0223058299610694,0,0.108867721586992,0,0,0,0,0.107723237560715,0,0.0737772176855695,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0.153012919492681,0,0,0.088912574446672,0,0,0,0,0,0.077255840351714,0,0,0,0,0,0,0,0,0.156734619881511,0,0,0.00312784824856502,0.0173362086367651,0,0,0,0.0199094672871752,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0127921665651426,0,0,0,0,0,0,0,0,0,0.0498451200771545,0,0,0.0449936955269056,0,0,0,-0.0152646491061101,0.423233194164516,0,-0.0302325474511628,0,0,0,0,0,0.0374716161417274,0,0,0.239095344729266,0,0,0,0,-0.00934067022260124,0,0,0,0,0,0,0,0,0.022663809002319,0,0,0,0,-0.0185080329209784,0,0
X600585.SH,0,0,0,0.0207664212013541,0,0,0,0,0,0,0,0.0410026282109496,0,0,0,0,0,0,0,0,-0.09154498292369,0.00280597189664406,0,0,-0.0127970910082868,0,0,0.141544340209333,0,0,0,0,0,0,0.12727586673471,0,0,0,0,0,0,0,-0.076063658684769,0,0,0,0,0,0,0,-0.0108855455333173,0.00137015597927697,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,-0.100850015914015,0,0,0,0,0,0,0,0.0937111584181198,0.242783020539814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243696041041058,-0.0337229023273815,0,0,0,0,0,0.385769157492878,0,0,0,0,0,-0.0770421482873589,-0.0025753533283885,-8.67361737988404e-19,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.401793342188393,0,0,0,0.133213244181452,0,0,0,-2.16840434497101e-19,0,0,-0.673834097894254,0,-0.0561974891048193,0.0273484834693077,0,0,0,0.156159904867961,0,0,0.315948210997264,0.107766208837526,0.367492056583013,0,0,0,0,-0.0777896326627691,0,0,0,0.13429656445265,0,0,0,0,-0.0783721098068704,0,-0.0297035771509713,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.456011371218509,0,0,0,0,0,0,0.141451730571218,0.13316740629716,0,0.199932817036373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388110384871186,0,0,0,0.0222888088518469,0,0,0,0,0,0,0,0,0,0,0,-0.105545100861503,-0.0418330730461388,0,0,0,0,-0.0126851703502655,0,0
X600660.SH,0,0,0,0,0,0,0,0.106764502366963,0,0.307450352332991,0,0.0194334304590395,0,0,0,0,0,0,0.0121052016849851,0,0,0,0,0,0.0333060300994421,-0.0521022445283361,0,0,0.0196349871967664,0,0,0,0,0,0,0,0.128294221310679,0,0.024370806745167,0,0,0,0.00122007583472524,0,0,0,0,0,0,0,0,-0.0306759939720315,0,0,0,0,0,0,0
X002271.SZ,0,0,0.0467956849557847,0,0,-0.041683905573832,0,0,0.215919527585445,0,0,0,0,0.0159969468776935,0,0,0,-0.00560049060219088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131341505026526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0250873027920334,-0.0603382590508447,0,0,0,0.062844875572935,0,0
