,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X600011.SH,X000708.SZ,X002271.SZ,X600660.SH,X600886.SH,X002460.SZ,X600010.SH,X601898.SH,X000786.SZ,X601600.SH,X600362.SH,X600801.SH,X600489.SH,X600176.SH,X601991.SH,X600352.SH,X600188.SH,X600795.SH,X600111.SH,X600426.SH,X600027.SH,X600688.SH,X600299.SH,X601992.SH,X000932.SZ,X600219.SH,X000301.SZ,X002080.SZ,X002466.SZ,X000723.SZ,X002353.SZ,X600486.SH,X002075.SZ,X600529.SH,X000898.SZ,X600612.SH,X600315.SH,X000027.SZ,X601158.SH,X000883.SZ,X000630.SZ,X002250.SZ,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0539232021432545,0,0,0,0.0946528569010312,0,0,0,0.0671459617477336,0,0,0,0,-0.00159613308879828,0,0,0,0,0,0,0.0880395191839663,0,0,0,0.0203050677285064,0.052231947803186,0,0,-0.0530191675748101,0,0,0,0,0,0,0,0,0,-0.00379902545844893,-0.00427778235086999,0.00519515839420917,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0288783426633583,0,0,0,0,0.024551524269944,0,0,0,0,0,0,0,0,0,0,0,0,-0.00296381776468221,0,0,0,0,0,0,0.0976216442085223,0,0,0.00315488634728348,0.113082572478927,0.0328367459638544,0,0,0,0,0,0,0.0117545295057738,0,0,0,0,0,0,-0.0026923621960275,0.0136199608483025,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0313066399638621,0,0,0,0,0.0729111377639402,0,0,0,0,0,0.0187488449769752,0.00886565708852337,0,0.0075937049131286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0968789709114029,0,0,0,0,0,0,0,0,0,-0.025881435371141,0.0268024125890862,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0681681535366286,0,0,0,0,0,0,0,0,0,0,0,0.249014484406032,0,0,0,0.124533886292787,0,0,0,0,0.0131316920710702,0,0,0,0,0,0,0.0297005441418089,0,0,0.0462844457032334,0,0,0,0,0,0,0.0392217078769176,0,0,0,0,0,0,0,0,0.00273136641090767,-0.000767841246917923,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.249120029897755,0,0,0,-0.00608048330061855,0,0.0234295047716877,0,0,0,0,-0.0695295661661622,0,0,0,0,0,0.109811051539155,0,0,0,0,0,0,0,0,0.0148306985883135,0,0.129418722041705,0,-0.0530307311688897,0,0,0,0.109325324082087,0,0,0,0,0.11068755025767,0,0,0.0192267109289081,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.0187209615414178,0,0,0,0,0,0,0,0,0,0,0.0160703099225873,0,0,0,0.44191718900036,0,0,0,0,0,0.095414766802586,0.0576981537301152,0,0,0.061834859069325,0,0,0,0,0.0182908829303193,0,0,0,0,0,0,0,0.189842120643909,0,0,0,0,0.0507802937414797,0,0,0,0,-0.00389074088237664,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.021567308550589,0,0,0,0,0.0269669909141068,0,0,0,0.0850461557462141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195078379448944,0,0.0114629366357915,0,0,0.0928680102847231,0,0,0,0,0.124234083329559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174029080205158,0,0,0,0,0,0,0,0,0,0,0,0.428677787829781,0,0,0,0,0,-0.0914807299233383,-3.46944695195361e-18,0,0,0,0,0.170328239384778,0,0,0,0,0,0,0,0,-0.0773484170816225,0,0,0.0680978614304508,-0.00440751349356796,0,0,0,0.180541596593869,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235951618454862,0,0,0.0538195462970875,-0.103328617140715,0,0.0940975324301847,0,0,0.0585470143431751,0,0,0,0,0,0,0,0,0,0,0.288702185239874,0.0738381061834012,0,0,0,0,0,0.0349102683100253,0,0,0,0,0,0,0,0,0.00300609079971973,0,0.117933308774231,0,0.0196765503840831,0,0
X002271.SZ,0,0,0,0,0.018363473703705,0,0,0,-0.0735275798039574,0,0.0658076962098113,0,0,0,0,0,0,0,0,0,0.146622759113576,0,0.299428010066725,0,0,0,0.144649171824382,0,0,0,0,0,0,0,0.111636558198133,0,0,0,0,0,0.0200938468194488,0,-0.149908337809782,0.147349445910146,0,0,0,0,0.23832437705965,0,0,0.0537067343961205,0.00912083926810234,0,0,0,0,0,0
