,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X002460.SZ,X600188.SH,X000792.SZ,X600019.SH,X600111.SH,X600011.SH,X002466.SZ,X000877.SZ,X600010.SH,X601600.SH,X002271.SZ,X000708.SZ,X601898.SH,X600660.SH,X600547.SH,X000301.SZ,X600886.SH,X600362.SH,X600426.SH,X600176.SH,X000723.SZ,X000408.SZ,X000807.SZ,X600219.SH,X601699.SH,X601991.SH,X600795.SH,X000786.SZ,X600096.SH,X000983.SZ,X600803.SH,X002353.SZ,X002080.SZ,X600801.SH,X000825.SZ,X000630.SZ,X600489.SH,X600141.SH,X600688.SH,X000932.SZ,X600027.SH,X000960.SZ,X600157.SH,X300073.SZ,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,-0.0382409053297615,0,0,1.0842021724855e-19,-0.0565898875863974,0,0,0,0,0,0.0939456696891467,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.0555107999973378,0,0,0,0,0,0,0,0,0,0,0.252458281165557,0,0,0,0,0.111917582041036,0,0,0.096368505070211,0,0,0,0,0,-0.030120330057997,0,0,0,0.0111542567623746,0,0
X601088.SH,0,0,0,0,0,0,0.00534408435586649,0,0,0,0,0,0,0,0,0.0510629670176974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.165586054764495,0,0,-0.12338038094013,0.426917113986905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0327358362961725,0.0311155010021842,0,0,0,0,0,0
X600028.SH,0.0905508702118513,0,0,0,0,0,0.00108283351035104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588860587372744,0,0,0,0.151955507631359,0,0.01252911861984,0,0,0.04440142332334,0,0,-8.67361737988404e-19,0,0,0,0,-0.0109021840385791,0,0,0,0,0.00914408389297543,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121082486759293,0,0,0,0.217396015835316,0,0,0,0,0,0,-0.0108227004759588,0,0,0,0,0,0,0,0,0,0.0432112146398618,0,0,0,0,0,0,0,0,0,0,0.0229548159775128,0,0,0,0.0037471507886639,0,0,0,0.0400392689074707,0,0
X600585.SH,0,0.0090293471504591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114831372241999,0,0,0,0,0,0.467868899535135,0.0230420722868322,0,0,0,0.00914276172887558,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.00625207662280053,0,0
X002460.SZ,0,0,0,0,0,0,0.0423529772981031,0,0,0,0,0.470017404814117,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.142582886931231,0,0,0,0,0,0,0,0,0,0,0,0.122499209410322,0,0,0.22373744829994,0,0.0821994080570876,0,0,0,0,-0.0793465485892665,0.274729299157211,0,0.0488573053905846,-0.0465856658515485,-0.000303622739829622,0,0,0,-0.0451501731353425,0,0
X600188.SH,0,0,0,0,0,0.0984287831258105,0,0,0,0,0.108300912344254,0,0,0,0,0.033829895562857,0.0218248591124066,0.0531077706866603,0,0,0,0,0,0,0,0,0,0.0513447752339924,0,0.212583881679555,0,0,0,0,0.359877016300417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0555818131854148,0.10594389022889,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0.413076880355635,0,0.244544340201817,0,0,0,0,0,-0.0496269359362389,0,0,0,0,0,-0.0592188383738175,0,0.337764917937644,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.23297819574241,0,0,0.10981165611855,0,0,0,0,0,0,0,0,0.0106879498385769,0.00708228355151498,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.00191381887377017,0,0,0,0.161530677885685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0742031651673664,0,0,0,0,0.100108373850643,3.46944695195361e-18,0,0,0,0,0.445179992566231,0,0,0,0,0.00147537901728521,0,-0.00840918277931162,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.292990513404609,0,0,0,0,0,0.0610497426259414,0,0.128999602007807,0,0,0,0,0,0,0.0839981128974451,0,0,0,0,0.0316826621935319,0,0.0677435602551485,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.166952668049614,0,0,0,0,0,0,0,0,0.0131213283431856,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.193854526731977,0,0,0,0,0.0724643886424311,0.0362765236121621,0.0522266318308576,0,0,0,0,0.0794585455473695,0,0,0,0.120968495937025,0,0,0,-0.116536610931846,0,0.555649020433399,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154065287681097,0,0,0,0,-0.0477830243916601,-0.0524876386382062,0.0645589610913468,0,0,0,0,0,0
X002466.SZ,-0.186986999245021,0,0,0,0,0.698710196629554,-0.0179140200431633,0.250217116755146,0,0,0,0,-0.238312233972623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0834561217605327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0277560095814596,0.0973952957659048,0,0,0,0,0.0566310482064125,-0.0488588949012301,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0.0602337048929325,0,0.193709008498461,0,0,0,0,0.270686701912023,0,0,0.0596936435124817,0,0,0,0,0,0,0,0,-0.030727461309811,0.104387757178928,0,0,0.0851471796988798,0,0,0,0,0,0,0,0,0.165294300714514,0,0,0,0,0,0,0,-0.158183249326723,0,0,0,0,-0.0060513834253717,-0.00170925257617949,0,0,0,0.0136990628468473,0,0
