,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X601600.SH,X600011.SH,X600188.SH,X601898.SH,X002466.SZ,X600660.SH,X600688.SH,X600362.SH,X300072.SZ,X600795.SH,X601992.SH,X002460.SZ,X600516.SH,X000898.SZ,X601991.SH,X600547.SH,X600886.SH,X600176.SH,X600111.SH,X000786.SZ,X000709.SZ,X600352.SH,X000825.SZ,X601699.SH,X000792.SZ,X002271.SZ,X000553.SZ,X600027.SH,X000830.SZ,X600299.SH,X000408.SZ,X600808.SH,X002110.SZ,X600219.SH,X601158.SH,X000959.SZ,X000932.SZ,X600489.SH,X000883.SZ,X600426.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.405439817706152,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191926131943766,0,0.002199534710851,0,0,0.010777960958555,0,0,0,0.0412274916338144,0,0,0,0,0.0705770354108637,-0.00354844632023663,0,0,0,0,0,0,0,0,0.017605244845234,0,0,0,0,0,0,0.0277819497861472,0,0,0,2.16840434497101e-19,0.0484426679172715,0,0,0,0,0
X600028.SH,0.508932333034021,0,0.139509361469023,0,0,0,0,0,0,0,0,0,0,0,0.00518847305854571,0,0,0,0,0,0,0,0.25594187085539,0,0,0,0,0,0,-0.0618590189724206,0,0,0,0,0,-9.33403702994397e-05,0,0,-0.00152039801722316,0,0,0,0,-0.111809098441903,0,0,0,0,0,-0.0187296082021206,0.0132137916065917,0,0,0,0,0,0
X601088.SH,0,0,0,0.436045655728935,0.167469883370158,0,0,0,0,0,0,-0.025915099051823,0,0,0,0,0,-0.00355174638074957,0,0,0,0,0.0471247258914146,0,0,0,0,0,0,0,0.0662240994362702,-0.0241293767596944,0,0,0,0.0540769905446357,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0190170415765647,0.021493787734216,0,0,0,0,0,0
X600019.SH,0,0,0.0619140278543542,0,0.0864374844455967,0,0,0,0,0.257711397310864,0,0,0,0,0.132994240928217,0,0,0,-0.0934737376447197,0,0.286398174880835,0,0,0,0.0600271618451591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010999325433262,0,0,0,0,0,0,0.0222587322917158,0.00941291097708419,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.419511309192922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00295910144582862,0,0.261199642730207,0,0,0,0,-0.201228646196046,0,0,0,0,0,0,0,0,0,0,0,0.0422300858161366,0,0,0,0,0,-0.00395835115072692,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.050664979483101,0,0,0,0,0,0,0,0,0,-0.0185526642121604,0,0,0,0,0,0,0,0,0.133171431145468,0,0,0,0,0.109845133741061,0,0,0,0.119989222646738,0,0,0,0,0.251613382065531,0.0366904421138418,0,0,0,0,0,0.0506181646338807,-0.0484340011940983,0,0,0,0,0,0
X600309.SH,0,0,0.0833624099484138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0096784646272346,0.0112757006569034,0,0,0,0,0,0,-0.0242571937826707,0,0,0,-0.0340635419880453,0,-0.0320400688139926,0,0,0,2.16840434497101e-19,0,0,0,0,0,-0.0663520964186163,0.0907630409452057,0,0,0,0,0,0
X601600.SH,0,0,0,0,-0.0461076988763931,0,0,0,0,0.0216158502226909,0,0,0,0,-0.0627833448644082,-0.413598233165643,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409180384095298,0.0936768376765357,0,0,0,0,0,0,-0.183100859495763,0,0,0,0,0,0,0,0,0,0,0,0,-0.107654466024386,0,0,0,0,0,0
X600011.SH,0,0.0799051876106125,0,-0.165389158866207,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600142756263099,0,0.00604097009190966,0,0.14468070525811,0,0,0,0,0,0,0,0,0,0.0258181122541794,0,0.121902794631364,0.133132078883806,0.0229066197269894,0,0,0,0,0,0,0,0,0,0,0.012967416372615,0,0,-0.0109405474618726,0.00586108294380063,0,0,0,0,0,0
X600188.SH,0,0,0.078534088340642,0,0.198468925383125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0609657183880074,0,0,0,0.0116266147974935,0,0,0,0,0,0,0,0.466152609989241,0,0,0,0,0.11417511925453,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0
