,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600547.SH,X601600.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X600362.SH,X600795.SH,X600188.SH,X601992.SH,X600352.SH,X600027.SH,X002466.SZ,X000898.SZ,X600111.SH,X600516.SH,X002460.SZ,X600176.SH,X000709.SZ,X000990.SZ,X600299.SH,X000786.SZ,X000629.SZ,X600219.SH,X002271.SZ,X600801.SH,X600808.SH,X600489.SH,X000723.SZ,X601158.SH,X000825.SZ,X000553.SZ,X000883.SZ,X002110.SZ,X600157.SH,X000630.SZ,X600583.SH,X600339.SH,X600985.SH,X000027.SZ,X002470.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.109574627264631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0013351039692612,0,0,0,0.00693844384076824,0.0577204293123272,0,0,0,0.0300239015761564,0,0,0,0,0,0.025178223073633,0,0,0,0,0,0,0,0,0.0105780350802638,0,0,0.068465937067776,0.126939878390532,0,0,0,0,0.000275862451345765,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,8.67361737988404e-19,0.0208135104324795,0,0,0,0.306058313883071,0,0,0,0,0,0,0,0,0,0,0,0,0.00409203418628887,0,0,0,0,0,0,0,0.343642572226777,0,0,0,0.0463317872220539,0,0,0,0,0,-0.0059256411376567,0,0,0,0.00161598168893136,0,0,0,0.0419977121717663,0,0,0.113376677759466,0,0,0,0
X601088.SH,0,0,0,0,0,0.0748858776898423,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.262789488929574,0,0,0,0.12683335134714,0,0,0.0700423876154245,0,0.030759056616765,0.0142771807850003,-8.67361737988404e-19,0,0,0.207510637638469,0.118413460584498,0,0,0,0,0,0,0,0,0.0496725126186086,0,0,0,0,0,0,0.0276201154842574,-0.000805449460310855,0,0,0,0,0,0,0
X600585.SH,0,0,0.0174992177970766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0871481595072382,0.456102771134672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00221240308494265,0,0,0,0,0,0
X600019.SH,0,0,0.0101380751687159,0,0,0.0148100857218317,0,0,0,0.00642700832398601,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169120512097923,0,0,0.0848890352994047,0,0,0,0.0328511973697073,0,0,0,0,0,0,0,0,0,0,0,0.236983449666852,0.0516519160684872,0,0,0,0,0,0,0,0.00212838599240888,0.00565054692560804,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0539464367318614,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128561940178797,0.329186051200404,0,0,0.0947849375137387,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0341564026533503,0.0795886465659558,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455958058680234,0,0,0,0.598913993971137,0,0,0,-0.128544308520094,0,0,0,0,0,0.094131050928955,0,0,0,0,0,0,0.0606978677231487,0,-0.10753959842018,0,0,-0.0797940540442109,0,0,0,0,0,0,0,0,0.00338220420438027,0.0102497563608197,0,0,0,-0.011400238025029,0,0
X600010.SH,0,0.0685971273293211,0,0,0,0,0,0,0,0,0,0,0.0186491436575106,0,0,0.1601187177946,0,0,0,0,0.125047716148222,0,0,0.294706482810968,0.00761521981109408,0,0,0,-0.0663182841832522,0,0,0.0827228454289255,0.322715361482202,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00220596367681246,-0.00573018490791297,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.0329997369840465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0634883799105052,-0.00294995046610328,0,0,0,0.033637042809055,0.00622983056507463,0,0,0,0,0,0,0.922676472645552,0,0,0,0,0,0,0.0261738063627109,0,0,0,0,0,-0.135060885260195,-0.0134791387914717,-0.00758676034427891,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165126731809348,0,0,0,0,0,6.93889390390723e-18,0,0.0939006952161584,0,0.0591680668450045,0,0,0.0312546557479291,0,0,0.0714968524040353,0.0884166553270296,0,0,0,0,0.0125395052030214,0,0,0,0,0,3.3881317890172e-21,0,0.0265952737070538,0.0522730645902853,0.025697319718243,0.170071188010215,0,0,-0.0285230816990041,0,0,0,0,0,0,0
X601898.SH,0,0,0.0367306846165,0,0,0,0,0.139478420785464,0,0.137097286476139,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0546638704903183,0,0,0.0880892997722956,0,0,0,0,0,0,0.0585268082460831,0,0,0,0,0,0,0,0,0,0.0408332924831585,0,0,0,0.0320553256757051,0.0621362669428836,0,0,0.00480600753115596,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.11865372566408,0,0.154604879878739,0,0,0,0,0,0,0.225787143424841,0,0,0,0,0,0,0,0,0,0,0,0.0176917273119495,0,0.0316458820875458,0,0,0,0,0,0,0,0,0,0,0,0,0.0353540012735473,0,0,0.0213520023122851,0.0146750812384926,0.0195068515885072,0,0,-0.000246649878442787,-0.00248102575743414,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0473886197068538,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0840438695614611,0,0,0,0,0.0841954591472461,0,0,0,0,0.0369045006134657,0.0161673960901167,0,0,0.137949085373189,0.14314569598062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00959350509544931,0.0244100708922002,0,0,0,0,0,0
X600688.SH,0,0,0,0.0943432401810606,0,0.0547890159013094,0.0556159909623392,0,0,0,0,0,0,0,0,0.0967448955223072,0,0,0,0,0.0146427731842304,0,0,0,0,0,0,0.0141916411439201,0,0,0,0,0,0,0,0.0156938198419312,0,0,0,0,0.00225420185534077,0.155300724611429,0,0,0,0,0,0.0418098368385139,0,0.0530617457661162,0,-0.00554125581363766,0.0269844440552402,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,-0.0333999970549443,0,0,0,0,0,0,0,0,0,0.171642622550337,0,0,0,0.087497239665834,0.148218805880375,0,0,0,0,0,0,0,0.0427932082207234,0,0,0,-0.0446721608537119,0,0,0,0,0,0,0,-0.0831152137054176,0,0,0,0,0,0,0.0343032785395859,0.00297916606321092,0,0.120575719871414,0.00750133264615219,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.210740048700997,0,0.141046923937303,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139576904501981,0,0.0167759385569352,0,0,0,0,0,0.0120485968149804,0,0,0,0,0,0.000343227254407723,0,0,0,0,0,0.0343486344377719,0,0,0.191805168463189,0.0187612728390625,0,0,0,-0.0188387395181458,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.231362256332532,0.0743087874552747,0,0,0,0,0,0,0.0995835727202107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266753818950972,0,0,0,0,0,0.0244785595337888,0,0.21902132113759,0,0,0.163704223151067,0,0,-0.00307340879528257,-0.00489566830708308,0,0,0,0.0422625134914951,0,0
X600188.SH,0,0,0,0,0,0.0250215315334895,0,0.0963916912107442,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039215058634678,0,0.168013315366747,0,0.0699881978340578,0,0,0,0,0.105268152219819,0,0,0,0,0,0,0.0123648189380439,0,0,0,0,0.0765099536798941,0.0353851324747254,0,0,0,0.0566715860521825,0,0,0,-0.000641341128661126,-0.0233785745249807,0,0,0,0,0,0
X601992.SH,0,0,0.0594749989367341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136115242577402,0,0,0,0.163829507292206,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.135315494934737,0,0,0,0,0,0,0.285774158779352,0,0.205777753074838,0,0,0,0,0,0,0,0,0.0296712567167068,-0.0119745387620676,0,0,0,0.0245946805500088,0,0
X600352.SH,0,0,0,0,0,0.0184288757348184,0,0,0,0,0,0,0,0,0,0,0,0,0.0725593292305322,0,0,0,0,0,0.101049457285807,0,0,0,0,0,0.0510005542587621,0,0,0,0,0,0,0.0435541209424146,0,0,0,0,0,0.0205746009883632,0,0,0,0,0,0,0,0.059017891580022,-0.150960177334257,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,-0.224014240368721,0.354947519029814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249987257946697,-0.0805902958467799,-0.0350312487874511,0,0,0.173021475848609,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0319295211325624,0,0,0,0,0,0,0,-0.0157239302259817,0,0,0,0.0383658669833173,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413211412216355,0,0,0,0,0,0,0.656971598003257,0,0,0,0,0.118370594944839,0,3.46944695195361e-18,0.082006157688074,0,0,0,0,0,0,0,0,0,0.0898351348046608,0,0,-0.000154510321012471,0,0,0,-0.0207881842964626,0.0288957863513008,0.0151820437134141,-0.0536351310828215,0,0,0,-0.0266178242828537,0
X000898.SZ,0,0,0,0,0.0487454103519294,0.0425161285077213,0,0,0,0.0874706985960413,0,0,0,0,0,0.0559570310516054,0,0.0124251633413574,0,0,0,0,0,0.156179046747315,0,0,0.161897899753844,0,0,0,0,0,0,0,0,0,0,0.00569011009314311,0,0,0,0,0.134318241166832,0,0,0,0,-6.93889390390723e-18,0,0,0,0.0118217174444132,-0.0116565317524849,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.259968882543728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234922650974955,0.190583765840689,0,0,0,0,0,0,0,0,0,0,0,0.0239365834758962,0,0,0,0,0,-0.000149445250501859,0,0,0,0,0.154360855944027,0.0189214244316334,0,0,-2.16840434497101e-19,0,0,0,-0.0627444194539931,0,0
X600516.SH,0,0,0,0,0,0.0724597898128373,0,0,0,0,0,0,0,0,0,0,0,0.0155202478171909,0.113007351912926,0.027199815402719,0,0,0,0.0606814296608736,0,0.319449163641819,0.14143144783883,0,0,0,0,0,0,0,0.027026807463732,0,0,0,0,0,0,0,0,0.0226393818035669,0,0,0.0339116327158189,0.00500127003523182,0,0,0,0,0.0544339661593156,0,0,0,0,0,0
X002460.SZ,0,-0.0693060853325315,0,0,0,0,0,0,0,0,0,0,-0.0317093814558575,0,0,0,0.148782191966387,0,0,0,0,0.699815526265483,0,0,0.131067479031933,0,0,0,-5.42101086242752e-20,0,0.0263103532995461,0.0961652864309956,0,0.0455177718122395,0,0,0.329821919218873,0,0,0,0,0,0,0,0,0,0,-0.0401048506400087,0,0.212649571893829,0,-0.0113064115175391,0.0444312539716773,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0.0628472320701307,0,-0.00774574729724486,0,0,0,0,0,0,0,0,0,0.117031060435127,0,0,0,0,0,0,0.0345459870331315,0,0,0,0,0.121480020708313,0.206384112592004,0,0,0,0,0,0,0.0543295420560769,0,0,0,0,0.0991302387627397,0,0,0,0.0152146081274045,0,0,0,0,0.00811374328262415,0.0231668956240689,0,0,0,-0.0424674875542464,0,0
X000709.SZ,0,0,0,0,0,0,0,0.138196922215027,0,0,0,0,0,0,0,0.00202296657445221,0,0,0,0,0,0,0,0.175249410684742,0,0,0,0,0,0,0,0.165198836650374,0,0,0,0.15071747857928,0,0,0,0,0,0,0,0.0261257433988359,0,0,0.066476351748034,0,0,0,0,-0.0224209089159367,0,0,0,0,0,0,0
