,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X002271.SZ,X600011.SH,X000708.SZ,X600660.SH,X002460.SZ,X600886.SH,X600801.SH,X000786.SZ,X600362.SH,X601898.SH,X600010.SH,X600489.SH,X601600.SH,X600176.SH,X600352.SH,X600188.SH,X601991.SH,X600111.SH,X600426.SH,X600795.SH,X600299.SH,X600027.SH,X600688.SH,X601992.SH,X002080.SZ,X002353.SZ,X000932.SZ,X002466.SZ,X600219.SH,X000301.SZ,X600315.SH,X600529.SH,X600486.SH,X000723.SZ,X600612.SH,X002250.SZ,X002075.SZ,X000027.SZ,X002409.SZ,X601158.SH,X300037.SZ,X000959.SZ,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0384470093928374,0,0,0,0,0,0,0,0.142943331418273,0.0757951514785537,0,0.00264501005991668,0,0,0,0,0,0,0,0,0,0.0466598084941772,0,0,0.0350759743731961,0,0,-0.0488889593043075,0,0.0239236211138989,0,0,0,0,0,0,0,0.0265519982118948,0,0,-0.00696422261502048,0,0,0,0,0,0,0
X600028.SH,0,0,0.0391871414119365,0,0,0,0,0,0.0385942156680736,0,0,0,0,0,0,0.0296633743962627,0,0,0,0,0.0109351908437647,0,0,0,-0.0145649782662087,0,0,0,0,0,0,0,0.115083244143221,0,0,0.0257994111529366,0,0,-0.014129929741303,0,0.00332591104992257,0,0,0,0,0,0,0,0.0399693357656487,0,0,0,0.00910144243101192,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0357670426479054,0,0,0,0,0.150413644239159,0,0,0,0,0,0,0,0,0.0729809088225018,0.0420737970364166,0,0.104325274905004,0,0,0,0,0,0,0,0,0,0,0,-0.0255186409791803,0,0,0,-0.0276170752758834,0,0,0,0,0,0,0.0104470832353936,0,0,0,0,0,0,0.011078929648256,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0327714532729722,0,0,0,0,0,0,2.71050543121376e-20,0,0,0.011693927594763,0,0,0,0,0.25492478039518,0.119661338839073,0,0,0,0.0201157973580775,0,0,0,0,0,0,0.00849116238468227,0,0,0.0416535056523595,0.0247969649142484,0,0,0,0,0,0.0335002594839908,0,0,0,0,0,0,0,0,0,0,-0.00119024582578442,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.121961189905651,0,0,0.0405910674125216,0,0,0,0,0.1510913284373,0,0,0.0095175931821456,0,0,0,0,0,0,0.156449907057188,0,0,0,0,0,0,0.0330985549884607,0,-0.0140183135618869,0,0,0.0211742130706585,0,0,0,0,0,0,0,0.0711643920850736,0,0,0,0,0,0,-0.0207931253727839,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0223004154818807,0,0,0,0,0,0,0,0,0,0,0.652477241693364,0,0.0305095614068999,0.0756804397391212,0,0,0,0,0,0.0264040482963289,0,0,0,0,-0.035127909904289,0,0,0,0,0,0,0,0,0.0483339796746977,0,0,0,0,0,0,0.0787987706917459,0,-0.0050404472502746,0.00895594443093905,-0.0138090837722628,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.102668047402306,0,8.67361737988404e-19,0.0110002581872994,0,0,0,0,0,0,0,0.0733757701390296,0.0309561378964017,0,0,0,0,0,0,0,0.0243608201355488,0,0,0,0.0317868641584451,0.122618806318743,-0.0729464999330792,0,0.00778094786759465,0,-0.0124032070541249,0,0.0911918492867192,0,0,0,0,0.0974501509358005,0,0,0,0,0,-0.0131638548546576,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.102855554403094,0,0,0,0,0,0,0,0,0,0.059814138853825,0,0,0,0,0,0,0,0,0,0.269479476517736,0,0,0,0,0,0,0,0,0,0.0413657142137213,0,0,0.0850365472917311,0,0,0,0,0.0579539790387402,0.0695428282853312,0,0,0,0.112586444696212,0,0,0,-0.0314841726547596,-0.017698708163868,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108040262074184,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602314274681499,0,0,0,0,0,0,0,-0.189084527133271,0,0,0,0,0,0,0.210022394588879,0,-0.0162631464467173,0,0,-0.0303298977525728,0,0,0.0717344261357265,-0.00601336484434621,0,0,0,0.124477437212811,0,0
X000708.SZ,0,0,0,0,-0.173250423418469,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189178665536558,0,0,0.134400374137218,0.215705868855107,0,0.0236813416314656,0,0,0,0,0,0,0,0.110912847631767,0,0,0,0,0,0,0,0.210204789063499,0,0,0,0,0,0,0,0,0,0,0.0222157688075081,-0.00537228586117769,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.142395622607727,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034456360415995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.084935616740807,0,0,0,0,0,0.0295565285688154,0,0,0.0969608199122247,0,0.0398345804993898,0,0.179815404427846,0,0,0,0,0.0165278176833228,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0652207287048512,0,0,0.0683426547141081,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0617339944769346,0,0,0,0,0,0,0,0,0,0,0,0,0.220885500098822,0,0,0,0,0,0,0,0.174541390514451,0,0,0,0,0.424722010753645,0.176325717167762,0,0,0.0191102123985548,0.0168575831847844,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0.0539558746203105,0.035976067137474,0,0,0,0,0,0,0,0,0.115815810098625,0,0.199252180408799,0.226307695584463,0,0,0,0,0,0,0,-0.0775171469985071,0.02775080867829,0,0,0,0,1.73472347597681e-18,-0.0219076619140797,0,0,0,0,0,0,0,0,0,0,0,0,0.029241513953649,-0.00756372061213437,0,0,0,0,0,0
X600801.SH,0,0,0,0,0,0,0,0,0.0260344479524838,0,0,0,0,0,0.121136469983271,0,0,0,0,0,0,0,0.105214828327638,0,0.0325857879117939,0,0,0,0,0,0,0,0.0497290167780142,0,0.00767612382019356,0,0,0,0.00974481540939344,0,0.115468661168163,0,0,0,0,0,0,0,0.189794340098293,0,0,0.0204149087369089,0.03849868045132,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0.13239661566243,0,0,-0.11204661155391,0,0,0,0.0634726424378637,0,0,0,0,0.0167910346506381,0,0,0,0,0.16037334444485,0,0,0,0,0,0,-0.0492504517978619,0,0,0.185697306114312,0,0,0,0,0,0.0119706142425466,0.136831204893932,0.136946182549212,0,0,0,0,0,0,0,0.0260961211647781,4.33680868994202e-19,0,0,0,0,0,0
X600362.SH,0,0,0,0,0.0192542670212931,0.210132815040267,0,0,0,0,0,0,0,0.0743321527756091,0,0,0,0,0,0.212825306437067,0.0357469842282422,0.137213991500764,0,0,0.0372644872224094,0,0,0,0,0,0,0,0,0,0,0,0,0.00950289041130678,0.0648626014674272,0,0.0319017446974787,0,0,0,0,0.0738975289675077,0,0,0,0,0,-0.032549215730089,-0.0113875283384354,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.036732392863689,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0757459676979845,0.294788369335398,0,0.0182125897769358,0,0,0,0,0,0,0,0.113541941189425,0.143993352863783,0,0,0,0,-0.0184142011034663,0,0,0,0,0,0,0,0,0,0.0125697298235255,0,0,-0.00575107482619773,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0162370423010717,0,0,0,0,0.0364433431801773,0.000814591848715018,0,0,0,0.23646863565787,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183145144506472,0,0.0687569006157597,0,0,0,0,0,0,-0.0306444025888923,0,0,0,0,-0.0165081733202214,0.0803799611071429,0,0,0,0.00999151304355373,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0.873371657833502,0,0,-0.0647266668488449,0,0.0176434299017844,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00270184297613666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275090331468938,0,0.171503153155081,0,0,0,1.73472347597681e-18,0,0,0.0529835690420982,0,0,0.0213986457191544,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0470783633956491,0,0,0,0,0,0,0,0,0,0.0877501204928338,0,0,0,0,0.000973475886431971,0,0.498513712325299,0,0,0.0410294967824385,0,0,0,0,0,0,0.0761999015121185,0.102915087733831,0,0.0296355218797141,0,0.0301353011411258,0,0,0,0,-0.0188329827730172,0,0,0,0,0,0.0176983118348279,0,0,0,-0.00295784126052544,0,0,0,0,0,0
