,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X601898.SH,X600011.SH,X600547.SH,X600660.SH,X601600.SH,X600886.SH,X000792.SZ,X002466.SZ,X002460.SZ,X600111.SH,X000708.SZ,X600010.SH,X600795.SH,X000301.SZ,X601699.SH,X600426.SH,X600362.SH,X000877.SZ,X002271.SZ,X000983.SZ,X600027.SH,X600489.SH,X600803.SH,X601991.SH,X600176.SH,X000807.SZ,X600160.SH,X000786.SZ,X000932.SZ,X600985.SH,X000630.SZ,X000408.SZ,X000933.SZ,X600219.SH,X600612.SH,X600157.SH,X000723.SZ,X000629.SZ,X600688.SH,X002128.SZ,X300037.SZ,X600995.SH,X601168.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.763093570406074,0.105633264321045,0,0,-0.0335159733675182,-0.127242654825903,0,0,0,0,0,0,0,0,0.10531732488493,0,0,0,0,0,0,0,0,0,-0.191915523143749,0,0,0,0,0,0,0,0,0,0,0,0,0.0770275316074605,-0.00788836791629331,0,0.0503766536798871,0,0,0,0,0,0,0,0,0,0,0.00342330757856759,0,0,0,0,0,0
X600028.SH,0.50696964347805,0,0.0525706215396102,0,0,0.15097848750406,0,0,0,0,0.111584883778104,0,0.00108082849328393,0,-0.00387143870061466,0,0,0,0,0.0753459799357332,0,0,0,0,0,0,0,0,0,0.0226903830704974,0,0,0,0,0.0948803177761234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002213105022516,0,0,0,0.0469002459909376,0,0
X601088.SH,0.072279474117243,0.153635102930623,0,0,0.0348407494889051,0,0,0.143380648455043,0,0,0,0,0,0,-0.0153861041139966,-0.0127357276820259,0,0,0,0.0390516393684936,0,0,0,0,0,0,0.0335912280978697,0,0,0,0,0.113736925494296,0,0,0,0,0.065502591973472,0,0,0.0154571783058139,0,0,0,0,0,0,0,-0.155038312520798,0,0,0,0.0116914136275544,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192663618952568,0,-0.0737906871511006,0,0,0,0,0.223415808523728,0,0,0,0,0.0646434582055874,0,0,0,-0.0191763181182418,0,0.0132192149774983,0,0.429373151839411,0,0,0,0,0,0,0.615549110988882,0,0,0,0,0.106329162843651,0,0,0,0.00902348275072099,0,0,0,0,-0.128823471337861,0,0
X600188.SH,0,0,0,0,0,0.0351808257355967,0,0.119952713898157,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0914376461344444,0.160203867025543,0,0,-0.0425228102341287,0.511506839079308,0,0,0,0,0,0,-0.0119650668455987,0,0,0,0,0,0.126755743413163,0,-0.0737134811780405,0,0,0,0,0,-0.0364562142395061,0,0,0,-0.00903782859734266,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.222045612910724,0,0,0,0,0,0,0,0,0,0,0,-0.233768970419042,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.0532597702186694,0.194192758803113,0,0,0,0.59614963752319,0.0124692762229303,0.350115502964977,0,0,0,0,0.149809666796545,0,-0.113138390557242,0,0,-0.0238997176008737,-0.00195175283345244,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0500478081161026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311134820082636,0,0.153742832594282,0.216571080239557,0,-0.19143677719191,0,0,0,0,0.105151796610315,0,0,0,0,0,0,0.0765294770789184,0,0,0,0,0,0,0,-0.113806619351112,0,0,0,-0.0232152244327056,0.0271270993780131,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.322358427746095,0,0,0,0,0,0,0.0344993172441187,0,0,0.091251739127704,0.0452634219806373,0,0,0,0,0,0.181464577369512,0,0,0,0.000662649091736643,0,0,0,0.152276661729716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0584713615618324,0,0,0,-0.00723714255433043,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.139438420810697,0,0,0,0,0,0,0,0.253467648082714,0,0,0,0,0,0,0,0,0,-0.0681253803812389,0,-0.0240794834903945,-0.00440571226983122,0,0.248733588938207,0,0,0.0928408492379948,0,0,0,0,0,0,0,0,-0.148205185562541,0,0,0,0,0,0,0,0,0,0,0,-0.00581821598923376,-0.0246799740383482,0,0,0,0,0,0
X600547.SH,0.0786969556944328,0,0,0,0.0534513616286457,0,0,0,0,0,0,-0.0941496842413428,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,-0.120390072135691,0,0,0,0.0035395877611625,0,0.408207337284991,0,0,0,0,0,8.67361737988404e-19,0,0,0,-0.0514570248789677,0,0,0,0,0,0,0,0,0,0,0,0,0.0328898094072269,-0.0531084265349124,0,0,0,0.0321492752689679,0,0
X600660.SH,0,0,0,0,0,0.0463782992210378,0,0,0,0,0,0,0,0,0,0,0,0.0458504733905977,0,0,0,0,0,0,-0.0589380487566877,0,0,0,0,0,0,0,0,0,0.133437847633978,0,0,0,0.0415249793590317,0,0,0.111184808244542,0,0,0,0,0,0,0,0,-0.167293102715571,-0.0138917619885496,0.0436225283189418,0,0,0,0.0526139963404753,0,0
X601600.SH,0,0,0,0,0,0.12464451050408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159526110271926,0,0.351163718196165,0,0,0,0,0.176280882434418,0,0.0342161666769838,0.251167572251938,0,0,0,0,0,0.0454118895058941,0,0,0.243586961765015,0,0.0055088147976665,0,0,0,0,0,0,0
X600886.SH,0.0694498807468878,0,0,0,0,0,-0.0552383464286486,0,0.118252872376989,0,0,0,0,0,0,-0.0641893412425524,0,0,0,0.306567720615123,0,0.000938338162597104,0.0567428763223566,0,0,0,0,0,0,0.366697049073994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.139824779963584,0,0,0,0,0,0,-0.0057996650724115,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0161956207285246,0,0,0.0170443727651423,0,0,0,0,0,0.352011708367211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147885166069191,0,0.0314758760224771,0,0,0.186296324446092,0,0,0,0,0,0,0,0,0,0,0,-0.0632689711764402,0.00654129149539397,0,0,0,0,0,0,0
