,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X600011.SH,X600188.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X600886.SH,X002460.SZ,X002466.SZ,X000792.SZ,X600010.SH,X600111.SH,X000301.SZ,X000708.SZ,X002271.SZ,X000877.SZ,X600426.SH,X600362.SH,X600795.SH,X600803.SH,X600176.SH,X600027.SH,X601991.SH,X600489.SH,X000807.SZ,X000786.SZ,X601699.SH,X000983.SZ,X600160.SH,X000932.SZ,X000630.SZ,X000408.SZ,X600219.SH,X002080.SZ,X000629.SZ,X300037.SZ,X000539.SZ,X600688.SH,X000933.SZ,X600157.SH,X000723.SZ,X600612.SH,X600995.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.880633414031684,0,0,0,0,0,0,0.192595056425298,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00722257252038319,0,0,0,0,0,0,0.148575387274224,-0.0216142893042097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.049572847423973,0,0,0,0,0,0,0
X600028.SH,0.641384204061813,0,0,0,0.176471823212008,0.15061461712988,0,0,0,0,0,0,0,0,0,-0.0290865400320811,0,0,0,-0.0797119243047164,-0.090734840024779,0,0,0,0,0.0855268741691552,0,0,0,0,0,0,0,0,-0.00030726447316886,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115523224101201,0,0,0.00576731927153407,0.0860743643996325,0,0,0,0,0,0
X601088.SH,0.0627744010229937,0,0,0,0,0,-0.0850970672764063,0.336011706080784,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.115271107403615,0,0,0.105897389531737,0,0,0,0,3.46944695195361e-18,0.0659762892419402,0,0,0,-1.73472347597681e-18,0,0,0,-0.061541551031694,0,0,0,0,0,0,0,0,0,0,0,0,0.0153776995481013,-0.0678016210645604,0,0,0,0.0148031665304279,0,0,0,0,0,0
X600309.SH,-0.0785710574008284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219295656431746,0,0.0441958286010716,0,0.150433890109612,0,0,0,0,-0.0335664077328488,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,-0.00742872098336794,0.0712088757560172,0,0,0.126899345345613,0,0,0,0.0127597456443305,0,0,0.0253435849586751,-0.0456968370852207,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.192256032956049,0.0660752046191501,0,0,0,0,0,0,0,0,0,0,-0.0216756687231267,0,0,0,0,0,0,0,1.73472347597681e-18,0,-0.184546403562177,0,0,0,0,0,0.180002154560622,0,0,0,0.275356055247703,0,0,0,0,0.0558751532927458,0,0.023078961167068,0,0,-0.106294010278453,0,0,0,-0.0756169754717779,-0.0127373645849902,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.103639779857547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00185203187819774,0,0,0,0.194973098142724,0,0.103635457556891,0,0,0.125783065354116,0,0,0,0,0.00265281185498047,0,0,0,0,0,0,0,0,0,0,-0.0182634764478556,0,0,0,0,0,0,0
X600011.SH,0,0.12609798659757,0,0,0.302066327128735,0,0,0,0,0,0,0,0.394103689624193,0,0,0,0,0,0,0,-0.0709148920524163,0,0,0,0,0,0,0.652879391513488,0,0,-0.0652337381860447,-0.171674049927835,0,0,0,0,0,0,0,0,0,0,0.0257772791815822,0,0,0,0,0,0,0,0,0.0210784635780983,0,0,0,0,0,0,0
X600188.SH,0,0,0.536489164654072,0,0,0,0,0,0.269262632954969,-0.0923661502177672,0,0,-0.13630387727564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0184747881192906,0,-0.502704979286082,0.17290624058301,0,0.207191365350611,0,0.113046043883524,-0.158034649638185,0,0,0,0,0,0,0,0,0,0,0.0509184494344607,0,0,0,0,0.0910765171126463,-0.0993141760275388,0,0,0,0,0,0
X601898.SH,0.18525581059884,0,0.103616573892543,0,0,0,0,0.203857420761067,0,0,0,0,0,0,0,0.107961189633686,0,0,0,0,0.00699679960667144,0,-0.18553181909701,0,0,0.0680133644362791,0,0,0,0,0,0.139677280203492,0.0419029618530173,0.15437459474686,0,0,0,0,0,0,0,0,-0.15572469019412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0.126562949768782,0,0,0,0,0,0.0913802474208436,0,0,0,0,0,0,-0.0791317848237304,0,0,0,-0.139031446992603,0,-0.0416020790997528,0,0,0,0,0.115533304254696,0,0,0,0.752153965810057,0,0,0,0,0,0.173617793733671,0,0,0,0,0,0,0,0,0,-0.248139801903206,-0.0580583962212879,0,0.0835449164511244,0,0,-0.0181278115592461,-0.0215387152743095,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,-0.124647215412565,0,0,0,0,0,0,0,-0.215679486258917,0,0,0.33100431459975,0,0,0,0,0,0,0,0,0,0,0,0.133019780929876,0.457634174418917,0.0402358589670871,0,0,-0.0188058309218072,0,0,0,0,0.0331533417375023,0,0,0,0,0.179265376145673,0,0.0413665990425646,-0.064241814554662,0,0,0,0.00684493729217587,0.0158651595295725,-0.0274865329878514,0,0,0,0,0
X600660.SH,0,0,0.0395562679443731,0,0,0,0,0,0,0,0.00304250877179758,0,0,0,0,0,0,0.0309444751493817,0,0,0.0156515739945497,0,0.0239716348149828,0,0,0,0,0.0629014865810606,0,-0.02568492842901,0,0,0,0,0,0,0,0,0,0.149258105237574,0,0.0925263150389648,0,0,0,0,0,0,0.00974851644684989,0,0,-0.0280582869521239,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.075489424427905,0,0,0,0,0,0,0,0,-0.220193161848157,0,0,0,0,0.0543338282970524,0,0.104435649066432,0,0,0.276122640118167,0,0.112113712170556,0.244026249272776,0,-0.1533652361982,0,0,0.0571254714692088,0,0,0,0,0,0,0,-0.00492453259797473,0,0,0,0,0,0,0,0,0,0.0429462062938697,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,-0.0438257867779879,0,0,0,0,0.838749722893032,0,0,0,0,0,0,0,0,0,0,0,0,-0.0386060242915268,0,0,0,-0.104631813950903,0,0,0,0,0,0,0,0,0,0.180827309817406,0,0,0,0,0,-0.0373329924793054,0,0,0,-0.0802041068029765,0,-0.0409798553717921,0,0,0,0,0
