,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X600019.SH,X000792.SZ,X002466.SZ,X600660.SH,X000301.SZ,X600010.SH,X000877.SZ,X600011.SH,X600188.SH,X601600.SH,X002271.SZ,X000708.SZ,X601898.SH,X600547.SH,X600362.SH,X600176.SH,X600886.SH,X002080.SZ,X600426.SH,X002326.SZ,X600141.SH,X300037.SZ,X600803.SH,X600096.SH,X000408.SZ,X600219.SH,X601991.SH,X000723.SZ,X600795.SH,X000786.SZ,X002407.SZ,X600295.SH,X000825.SZ,X600027.SH,X600688.SH,X600160.SH,X600352.SH,X600516.SH,X000959.SZ,X600399.SH,X600489.SH,X002353.SZ,X300073.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0904587247732778,0,0,0,0,0,0,0,0,0,0.0647690214778004,0.00460537937201773,0,0,0.0815027634796511,0,0,0,0,0,0,0,0,0,0,0.0193318039551466,0,0,0,0.0188818885146809,0,0,0,0,0,0,0.0690263644563474,0.108184597520682,0,0.0216060045448665,0.0901848316197225,0,0,0,0,0,0,0.0868009734292466,0,0,-0.00649298692398528,0,0,0,0,-0.077420258785824,0,0
X600028.SH,0,0,0,0,0,0,0,0.0544699793515012,0,0,0,0.0372467989570364,0,0,0,0.0564871491144323,0,0,0,0,0,0,0,0,0,0.0187960866313965,0.00103207385853315,0,0,0,0.0162905859483353,0,0,0,0,0,0,0,0.153858827241725,0.015031821189915,0,0,0,0,0,0,0,0,0.134200552180866,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0501991579908163,0,0.0702253850281135,0.153089186244458,0,-0.0623165613778004,0.0824620604069219,0.321767367355565,0,0,0,-1.73472347597681e-18,0,0.0398342171182138,0,0,0,0.0886638187181431,0,0,0,0,-8.67361737988404e-19,0,0,-0.0830545669538518,0.099178399059383,0,0,0,0,0,0,0,0,0,0.0277064302141834,0,0,0,0.025883009692595,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161160316322035,0,0,-0.0231241094479651,-8.67361737988404e-19,6.93889390390723e-18,0,0,0,0,0.118432884028374,0,0,0.186703861675891,0,0,0,0,0,0,0,0,-0.0306577401189074,0,0.0710939228606742,-0.000346752849209341,0,0,-0.0925381804520799,0,0.0209512156448165,0.089889685097014,0,0,0,0,0,0,0,0.0106992037683462,0,0,0,0,0.0364841853433547,0,0
X002460.SZ,0,0,0,0,0,-0.0540069953741948,0,0.0317049361610436,0.0211924762927831,0.48886958685697,0,0,0,0,0,0,0,0.0146135202568018,0,0,0,0,0,0,-0.103658871907639,0,0,0,0,0,0,0,0,0,0,0,0,0.329426357480916,0,0,0,0.00524126552424993,0,0,0,0,0.192633343351764,0,0,0,0,0,-0.0526117441396971,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.0714529105378693,0,0,0.0511130434028346,0,0,0,0,0,0.46862484827822,0,0.00314860714226685,0,0.135948263322666,0,0,0,0,0,0.0403512726360762,0,0,0,0,0,0,0.0235174792902181,0,0,0,0,0,0,-0.0316813140257892,0,0,0,0,0,0,0,0.192886413872439,0,0,0,0,0,0.020339584640687,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.204991459533817,0,0,0.287707863780307,0,0,0.0266153198692762,0,0,0,0,0,0,0,0,0,0,0.0507027812880282,-0.0762590006328265,0,0,0,0.234144684388998,0,0,0,0,0,0.119350988011853,0,0,0,0,0,0,0,0,0.0973719804421877,0,0,0.245894030132494,0,0,0.0617041828808114,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.10815435348269,0,0,0,0,0,0,0.0477823930667689,0.11028560350315,0.0535302798712697,0,0.0667123431457399,0,0,0,0,0,0,0,0,0,0,0,0,-0.0294157773292393,0,-0.107271995576297,0.00803597372392276,0,0,0,0,0,0,0,0.376656038128016,0,0,0.113662166185598,0,0.0604111279350672,0.00996136905995872,0,0,0,0,-0.0573031807134786,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0950962846919941,0.140459475743466,0,0,0,0,0,0,-0.124495238441919,0,0,0,0,0.128479536057363,0,0,0,0,0,0,0.285800693880074,0,0,-0.0951552881339443,0,0,0,0.0796916885144267,0,0,0,0.0484173552244278,0,0.00564453625885453,-0.255047479140481,0,0,0,0,0,0,0.116613312201447,0,0,0,-0.00748695712454247,0,0
X002466.SZ,0,0,0,0,0.364852933467127,0,0.164581558436019,0,0.0711414605505337,0,0,0.0638834747290314,0,0,0,0,0,0.00277472413327905,-0.0391606843233842,0,0,0,0,0,0,0,0,0,0,0,0,0.146604945427133,0.0723932011780293,0,0,0,0,0,0.0245802908519314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
