,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600362.SH,X600157.SH,X601992.SH,X600111.SH,X600299.SH,X600188.SH,X601158.SH,X600160.SH,X600352.SH,X600583.SH,X600623.SH,X000027.SZ,X000539.SZ,X600309.SH,X000629.SZ,X600660.SH,X000792.SZ,X002466.SZ,X000709.SZ,X000630.SZ,X000898.SZ,X000060.SZ,X600098.SH,X000883.SZ,X002470.SZ,X600021.SH,X600547.SH,X000012.SZ,X600489.SH,X002004.SZ,X600578.SH,X600315.SH,X600863.SH,X600022.SH,X300072.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0236506489151223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142311512743666,0,0,0,0,0.069312998524502,0,0.117677784937571,0,0.0934539571150269,0.059253962988368,0,0.0514928360002862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102133412816009,0,0.0419889898211989,0,0,0,0,0
X600028.SH,0.260071180694852,0,0.091501408056777,0,0,0.0516007903509187,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198093286567859,0,0,0,0.19524520379737,0,0,0,0,0.0450468733943843,0,0,0,0,0,0,0.00600687023519801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148507122938318,-0.00248046922786199,0.0245925545704949,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.283230109098243,0,0,0,0,0,0,0,0,0.0256585615127384,0,0,0,0,0,0,0.0228603033439309,0,0,0,0,0.0254807324832462,0,0.0254261270679175,0,0.135874913271144,0,0,0.0749033001036186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019324427039748,0.0815122406430532,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108932185620247,0,0,0.00167235429990085,0,0,0.14915062229578,0,0.0725476750288066,0,0,0,0,0,0,0,0,0.0146363252837986,0,0,0,0,0.0219818700793974,0.0623762747413381,0,0,0,0,0.0404738874522867,0,0,0,0,0,0,0,0,0,0.0180564132378702,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202148764390997,0.0403690601732619,0,0,0.406018928874681,0,0.0721923102589285,0,0,0,0,0,0,0,0,0.138056796801986,0,0,0,0,0,0,0.0914711010390536,0,0,0,0,0,0,0,0.0143387304415026,0,0,0,0,0,0,-0.000625802141915616,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0971394160973123,0.0598865006044172,0,0,0,-0.00342809344313826,0,0,0.0418658235981596,0.0107785355150181,0.139713410036061,0,0,0,0,0.0541866738428688,0,0,0.0690247416830372,0.192755808293641,0,0,0.00717933411672022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0245708405554275,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0830183655918775,0,0,0.187661728704188,0,0,0,0,0.0289329518157766,0.00193009376452701,0,0,0,0,0,0,0,0,-0.00523674089775607,0,0,0,0.00802430147026155,0,0,0,0,0,0,0.147504331822083,0,0,0,0,0.186907553214672,0,0,0,0.0191668208386567,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.100935255170556,0,0,0,0.19599244174587,0,0.1282431744523,0.0512009417277179,0,0.0163552852458169,0.017315466038142,0,0,0,0,0.0344896122787555,0,0,0,0,0.104666257952967,0,0,0,0,0.0680836501362718,0.053740473812688,0,0,0,0,0.0166667611461343,0,0,0,0,0,0,0,0,0,0.00318811448485005,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.064470648971458,0,0,0,0,0.068355535499458,0,0,0,0.0313286660257339,0,0.0743774909426097,0,0,0,0,0.0326146849594469,0.035123017477634,0,0,0,0,0,0,0,0,0,0.0277525804087669,0,0,0,0.0336131114131513,0,0,0.0648019506218869,0,0,0,0,0,0,0,0,0,0,0.000518996562651705,0.000517873538963568,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00354948032858755,0.127035501045452,0,0,0,0,0.25346905477226,0,0.0174480875618488,0,0,0,0,0,0,0,0,0,0,0.15358614334527,0,0,0.154468623224389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00271650610656886,0,0,0,0,0,0,0
