,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601992.SH,X601898.SH,X600688.SH,X600795.SH,X600309.SH,X600660.SH,X300072.SZ,X601600.SH,X601991.SH,X600886.SH,X600188.SH,X600547.SH,X600362.SH,X600027.SH,X000709.SZ,X002466.SZ,X600157.SH,X600339.SH,X600111.SH,X000898.SZ,X000959.SZ,X601158.SH,X600489.SH,X600008.SH,X600299.SH,X002271.SZ,X000723.SZ,X000883.SZ,X600176.SH,X600352.SH,X600219.SH,X002460.SZ,X600578.SH,X600583.SH,X000630.SZ,X000408.SZ,X000539.SZ,X600021.SH,X000027.SZ,X000792.SZ,X000786.SZ,X002092.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.258029337535153,0,0,0,0,0,0.0307991979437362,0.093607012602886,0,-0.0176842078135454,0,0,0,0.126043800953045,0,0,0,-0.0129983020318741,0,0,0,0.00783322654676157,0,-0.0178442628957136,0,0,0,0,0,3.3881317890172e-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0853098596579729,0,0,0,0,0,-0.000623022013764176,0.000567674037913143,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.045626170740381,0,0,0,0,0,0,0,0.0459040225502652,-0.147688338261533,0,0,0,0,0,-0.0362889398575884,0,0.0425764805670287,0,0,-0.127456118235455,0,0,0.052805601693545,0,0,0,0,0,-0.0403941804160277,0,0,0,0,0,0,0,0,0,0,0,-0.00319048961128501,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.114444493140736,0,0,0,-0.0105624075006605,0,0,0,0,0,0,0,-0.0115403616991204,0,0,0,0,0,0,0,0,-0.0173835408984656,0,0.113234357291613,0,0,-0.0086324093470495,0,0,0,0,0,0,0,0,0,0,-0.0192081019460645,0,-0.0434074937580088,-0.015878733888018,0,0,0,0,0,0,-0.0136009346540505,-0.0113545400879722,0,0,0,0,0,0
X600019.SH,0,0,0.0235660995462848,0,0.0401911358138222,0,0,0,0,0,0,0,0.065979186182601,0,0,0,0,0.0888268374057867,0,0,0,0,0,0,0.094598459924487,4.33680868994202e-19,0.385779983789833,-0.0342451870821343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.00430970893404148,0,0,0,0,0,0
X600011.SH,0,0,0.201074346230801,0,0,0,0,0,0,0,0.115393223878083,0,0,0,0,0.100994720107242,0,-0.00794046858773166,0.0106157163019421,0,0.318950494906365,0.0318280578323991,0,0,0.0567332610808187,0,0,0,0,0,0.0873898799983188,0,0,0,0,0,0,0,0,0.0351267910177603,0,0,0,0,0,0,-0.0782674957874704,0,0,0,0.0526428509203247,-0.0409584905820325,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.0456948083701685,0,0,-0.0270094274483796,0,0,0,-0.0781296921283878,0,-0.00664180531311519,0,-0.0804452710231264,0,0,0,0,0,0,0.104909996385596,0,-0.145818203882194,0,0.129189830499923,0,0,0,-0.0576441107709837,0,0,0,0,0,0,0,0.00393452295551382,0,0,0,0.20088673756912,0,0,0,0,0,0,0,-0.024363813658782,-0.01565944774764,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379553571564533,0,0,0,0,0.128076168108876,0,0.0429620894019489,-1.73472347597681e-18,0,0,0,0.129552842015555,0,0,0,0.081706374226504,0,0,0,0,0,0,0,-0.020515324522095,-0.0346180078759469,0,0,0,0,0,0.0899575977129852,0,0,0,0,-0.0136180316558165,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0852633797333179,0,-0.200854344965686,0.15561193966595,0,0,0,0,0,0,0.408461215392474,-0.273114873237853,0,0,0,0,0.0719004087961215,0,0.163745479560574,0.511331360987911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20800527668388,0,0,0,0.064811642328184,0,0,0,0,0,0
X601898.SH,0,0,0.153264049482262,0,0,0,0,0,0,0,0,0.0335754130212008,0,0,0,0,0,0.0249882040415643,0,0.324534434225312,0,0,0.0129026467628074,0,0,0,0,0.0306147010116044,0,0,0.00298990667180522,0,0,0,0,0.148517654512146,0,0,0,0.168402276385826,0.0875069711223256,0,0,0,0,0,0,-0.0772593563648418,0,0,-0.00428598848290941,-0.00150584230885928,0,0,0,0,0,0
X600688.SH,0,0.29457366483012,0,0,0,0,0,0,0,0,0,0.0134577497516696,0,-0.0412372412823016,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.00560003540287202,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,5.58932345393568e-06,0,-0.087095684223024,-0.0432221589037357,0,0,-0.0125593052477374,0.00695873462135329,0,0,0,0,0,0
