,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X600188.SH,X601898.SH,X600660.SH,X600688.SH,X600362.SH,X300072.SZ,X600795.SH,X002466.SZ,X601992.SH,X600547.SH,X601991.SH,X600111.SH,X600516.SH,X002460.SZ,X600176.SH,X600886.SH,X000898.SZ,X000786.SZ,X000709.SZ,X600157.SH,X600352.SH,X000792.SZ,X000553.SZ,X600027.SH,X002271.SZ,X601699.SH,X000408.SZ,X600219.SH,X600489.SH,X000983.SZ,X600339.SH,X600808.SH,X000959.SZ,X601158.SH,X000630.SZ,X000883.SZ,X002092.SZ,X000825.SZ,X002470.SZ,X600426.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.550705047078318,0,0.0339116800705645,0,0,0,0,0.021574456455777,0,0,0,0,0.0179628763554479,0,0,0,-0.0980137695871997,0,0,-0.0261270764342803,0,0,0,0.0314375081144979,0,0,0,0.0467252354467733,0,0,0,0.0675563240937633,-0.0155407015222254,-0.0135268074560916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00447324139011362,0,0,0,0,0,0,0
X600028.SH,0.540624397575739,0,0.0339587163038869,0,-0.0159895119714949,0,0,0.0371676687164011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0560979501917976,0,0,-0.00805427715566034,0,0,-0.088109140559069,0.0322772593214356,-0.0311942951838036,0,0,0,0,0,0,0,0,-0.0953059200226232,0,0,0,0,0,0,0,0,0,-0.000171296210383764,0.0122443558664304,0,0,0,0,0,0
X601088.SH,0,0,0,0.165548265358907,0.207632620518931,0,0,0,0.113483420549064,0,0,0,0,0,0,0,0,0,0,0,0.00710678869428428,0,0,0,0,0.0370802967032048,0,0,0,0,0,0,0,0,0.0040268098827212,0,0,0,0,0,0,0,0,0,0,0,0,0.0337638482260619,0,1.0842021724855e-19,0,0.270195288631661,0,0,0,0,0
X600019.SH,0,0,0.037122170951455,0,0.0440369210512375,0,0,0,0,0,0,0,0.160047469835808,0,0,0,0,0,0,0,0.0755932227410328,-0.137721227171793,0.159113084923831,0,0.469202338600346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270749962072651,0,0.0168581273483176,0,0,0,0,0
X600585.SH,0,0,0.45910297140585,0,0,0,0,0,0,0,0,0,0,-0.0397173434007677,0,0.174939141102152,0,0,0,0,0,0,0,0,0,0.232120324069068,0,0,0,-0.161527673003783,0,0,0,0,-0.0450036239941526,0,0,0,-0.0219392583828068,0.127491566161096,0,0,0,0,0,0,0,0.0926131870150262,0,-0.0266623542023559,0.0493320132127995,0,0,0,0,0,0
X600010.SH,0,0,-0.00448839954475038,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.191184131505944,0,0,0,0.0154331293410565,0,0,0,0,0.0899238169125515,0,0,0,0,0,0,0.207514911939872,0,0.0432916392161846,0.208325076211884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0.135062189477646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0666870788079954,0,0.187171367627158,0,0,0,0,0,0,0,-0.0391733091945306,0,-0.228623161647962,0,0,0,0,0,0,0,0,0,0,0,0.11273839907547,0,0,0,0,-0.0529286064330761,-0.0402803896997515,0,0,0,0,0,0
X600011.SH,0,0,0,-0.155121898879844,0,0,0,0,0.00815218504728915,0.000289943082436728,0,0,0,0.054176132933511,0,0,0.0525796799275382,0,0,2.16840434497101e-19,0,0,-0.0313403827490598,0,0,0,0,0,0,-0.047020728894048,0,0,0,0,0,0,0,0.0763055614327424,0,6.93889390390723e-18,0.0602313746246192,0,0,0,0,0,0,0.0195182561387771,0,-0.00675957094311839,0.00456558923538666,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00237128907946699,0,0.158209550722863,0,0,0,0,0,0,0,0.0146230150707193,4.33680868994202e-19,0,0,0.32298414532533,0.0346270595082509,0,0,0,0,0.194405909412761,0,0,0,0,0,0,0,0.16623141000584,0,0.0196601898815398,-0.0423013867560569,0,0,0,0,0,0
X601898.SH,0,0,0,0,-0.0166880552562124,0,0,0,0.160392273895521,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0139370736661789,0,0,0,0,0,0,0,0.0702502329888368,0,0,0.0485889267308546,0,0,0,0.243141269996403,0,0,0,0,0,0,0,0.0380361052277633,0,0,0,0.00216654890958716,0,0,0,0,0,0,0
