,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601898.SH,X300072.SZ,X601600.SH,X600688.SH,X600547.SH,X600795.SH,X600309.SH,X600362.SH,X601991.SH,X600660.SH,X600188.SH,X600886.SH,X601992.SH,X600027.SH,X600157.SH,X600111.SH,X600339.SH,X600489.SH,X002466.SZ,X000898.SZ,X600299.SH,X000709.SZ,X000959.SZ,X601158.SH,X000408.SZ,X000792.SZ,X600583.SH,X000630.SZ,X000883.SZ,X600352.SH,X600219.SH,X000983.SZ,X002460.SZ,X000539.SZ,X002092.SZ,X000723.SZ,X000027.SZ,X000825.SZ,X600578.SH,X600176.SH,X600098.SH,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.230751981761676,0,0.0406717538095393,0.0612405253920783,0,0,0,0,0.012641008268511,0,0,0,0,0,-0.0286224567517846,0.0167592239312411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0643793342611704,0,0,0,0,0.0370311518301873,0,4.33680868994202e-19,0.0338881887156551,0.0962663866472753,0,-0.00573929658530978,-2.65080395675232e-05,0,0,0,0,0,0
X600028.SH,0.0087903852552424,0,0,0,0,0,0,0,0.0801421155171376,0,0.249148766923333,0,0,0,0.0086088287866015,-0.022196390522836,0,0,0,0.0308289634351059,0,0,0,0.0514650122837992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360904907106764,0,-0.00915779542988346,0,0,0,0.0504912963948152,0,0,0.00631336765866164,0,0,0,0,0,0
X601088.SH,0,0,0,0.0157051308566934,0,0.159845912452053,0,0.0819929324373435,0,0,0,0,0,0,0,0,0,0.0701025334970227,0,0,0,0,0,0,0,0,0.118928982729711,0,0.0430962252622212,0,0,0,0,0,0,0,0,0,0.11202389593098,0,0,0,0,0,0,0,0,0,0,0,-0.00624550624662538,0.00202098860061755,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,-0.233297139057991,0,0,0,0,0,0,0,0,0,0,0,0,-0.169933493075451,0,0,0.2307442968416,0,0,0,-0.0769606075360771,0,0,0,0,0,0,0,0,-0.0211594637495577,0,0,0,0,0,0,0,0,0,0.166414505813844,0.0238813436112348,-0.0186800819039686,0.296629687900766,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.332052121644065,0,0,0,0.0457875906444746,0,0,0,0.109831044116222,0,0.227296561286225,0,0,0,0,0,0,0,0,0,-0.16716504282614,0,-0.316425287420894,0,0,0,0,0,0,0.048935030667773,0.0307536672253273,0,0,-0.133293007390327,0,0,0,0,0,0,0,0,-0.000771609978243627,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,-0.159428251251621,0,0.133041006526554,0.0376071854795648,0,0,0,0,0,0.0964064926753511,0,0,0,-0.0992298544921139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014137606569532,0,0,0.0407909712178149,0,0,0,0,0,0,0,0.0582535186251504,-0.0230103824242842,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0312989456131927,0,0,0,0,0,0.102094881124512,0,0,0,0,0,0,0,0,0,0,0.224499641418721,0,0,0,0,0,0,0,0,0,0,0.0143422282971462,0.0302619883632237,0,0,0.110724404441544,0,0,0,0,0,0,0,0,-0.00464814272710414,-0.00641959970074994,0,0,0,0,0,0
X601898.SH,0,0,0.0388925801114813,0,0,0,0,0,0,0,0,0,0,0.0154685016752425,0.0846457405303592,0,0,0,0,0,0,0,0,0.0632985754854655,0,0,0,0,0,0,0,0,0,0.303770863480475,0.0300308367636737,0,0,0,0.192304963006286,0,0,0,0,0,0,0,0.0115179003680173,0.0274484735164864,0,0,-0.00259161680923279,-0.000125944493479206,0,0,0,0,0,0
X300072.SZ,0,0.042233164661368,0,0,0,0,0,0,0,0,0,0,0,0.00839809964503822,0,0,0.0291346777568518,0,0,0,0,0,0,0,0,0,0,0,0,0.102759800787664,0,0.163516189574685,0,0,0,0,0,0,0,0,0,0,0,0,-0.00428143802436208,0,0,0,0,0,0.0951670965603564,-0.00934685359656393,0,0,0,0,0,0
X601600.SH,-0.00358607195581072,0,0,0,0.0332737292011934,0,0,0,0,0,0,0,0,0,0.150074340117584,0,0,0.075726580101304,0,0,0,0,0,-0.0498989788269822,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421054705254322,0,0,0,0.0624270093050546,-0.00577014253666457,0,-0.0665297020296011,0,0.11276552547228,0,0,0,0.00743784698296927,-0.00952221934937379,0,0,0,0,0,0
