,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X600585.SH,X600886.SH,X600795.SH,X601898.SH,X601600.SH,X601991.SH,X000709.SZ,X600688.SH,X600027.SH,X000539.SZ,X600157.SH,X600111.SH,X600362.SH,X600188.SH,X002075.SZ,X600583.SH,X601158.SH,X600352.SH,X000898.SZ,X600309.SH,X002353.SZ,X601992.SH,X600021.SH,X000883.SZ,X000027.SZ,X600660.SH,X000878.SZ,X000629.SZ,X600808.SH,X000959.SZ,X002470.SZ,X600863.SH,X000792.SZ,X000825.SZ,X600578.SH,X000060.SZ,X600489.SH,X600307.SH,X300072.SZ,X600098.SH,X600315.SH,X000012.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.698360188803638,0.149203420125952,0,0,0,0,0,0,0,-0.0760251427945756,0,0,-0.000263840176285925,0,0,0,0,0,0,0,0,0,0,0,0.0701781327154214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0766787224123696,0,0,-0.00483663005480511,0,0,0,-0.0148132467032268,0.0069565870327215,0,0,0,0,0,0,0
X600028.SH,0.368122128908262,0,0,0,0.0788961053408717,0.0775945526618705,0,0,0,0.130762684077685,0,0,0,0.0176146140770005,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.0445044888508605,0,0.0162178197559023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169010211351881,0,0,0,0,0,0
X601088.SH,0.258064064681431,0.0460321149837753,0,0.109113554956182,0,0.198377186851735,0,0,0,0.139025754911642,0,0,0,0,0,0,0,0,0,0,0,0.0686334404679143,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0178263878829911,-0.0111576065286844,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0856204793589651,0,0,0,0,0,0,0,0,0,0,0,0,0.218958204682048,0,0,0,0,0,0,0,0,0,0.0639533956644886,0,0,0,0,0.155133119055039,0.0927347031868416,0,0.0240877668035133,0,0,0,0,0.220475938072108,0,0,0,0,0,0.147144059237749,0,0.0126522703727582,0.034932517815201,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.164893934199749,0.0396742902597509,0.0785147088989517,0,0,0,0,0,0,0,0.0442321197607014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466660429178055,0,0,0,0,0,0,0,0,-0.00893936759413212,0.00140550850310271,0,0,0,0,0,0
X600019.SH,0,0.0388655368686863,0.17036184468853,0,0.271310607612713,0,0,0,0,0,0,0,0.0689784280533914,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.324032333493994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0116619875649297,0,0,0,0,0.00454956671129015,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.060999980790785,0.176459588372524,0,0,0.0186928092818385,-3.46944695195361e-18,0.0350909972455914,0,0,0,0,0,0,0,0,0.0281991844762694,0,0.044565368208464,0,0.0673477727887257,0.0998816869850622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0211978500430483,-0.0190302042608333,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.132394948833727,0,0,0,0,0,0,0.0969295966334653,0,0,0.14112215899549,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0690379211679278,0,0,0,0,0,0,0,0,0,0,0.214480602559429,0.106291585079401,0,0,0,0,0,-0.00267593059864973,0,0.00327015854661901,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0761055817345164,0,0,0.0950142037187931,0.0201778092020686,0,0,0.0534883592944411,0,0,0,0,0,0,0.0298663780549399,0,0,0,0,0,0,0.156591095174568,0,0,0,0,0.0333522814548787,0,0,0,0.279862760358055,0,0,0.101034474866242,0,0,0,0,0,0,0.0147790651185829,0,0,0.00233127395219697,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.229827232351551,0,0,0.0529225630983007,0,0,0,0,0,0.342754722277077,0,0.0979358557245714,0,0,0,0,0,0.0952526712530973,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.120072233758255,0,0,0.0848076595043085,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0.0212597492322294,0,0,0,0,0.138955850107693,0,0,0,0.0590208780395476,0,0,0,-1.0842021724855e-19,0.0678837733179634,0,0,0,0,0,0.068878134858741,0,0,0.116627966323884,0,0,0.0819145958439521,0,0,0,0.051806666731653,0,0,0,0,0,0,0.00514299260076131,0,0,0,0,0,0,0,-0.0137459591658818,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.0780529609651284,0.18042972602165,0,0,0,0.186375490054662,0,0,0,0,0.0677273141257402,0,0,0,0,0,0,0,0,0,0.0523693106393281,0,0,0,0.109669993655696,0,0,0,0,0,0,0,0,0,0,0,0.111332075051847,0,0,0,0,0,0,0,0,0.000222885858100796,0,0,0,0,0,0,0
X000709.SZ,0.133277064691485,0,0,0.0427992564245332,0,0.16969307757026,0,-1.73472347597681e-18,0,0,0,0,0,0,0.10510358245604,0.0972543550801453,0.330117850074888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133531475451582,0,0,0,0,0,0,0.452601215679069,0,0,0,0,0,0,-0.0321698114308257,0,0,0,0,0,0,0,0,0,-0.188746530453169,0,0,0,0,0,0,0,0,0,0,-0.00553843351065991,-0.0372092314702026,0,0,0,0,0,0
X600027.SH,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0279181540434872,0,0,0,0,0,0,0.0216212588832666,0,0.0302317800986205,0,0,0,0,0,0,0.0760338158897625,0,0,0,0,0,0,0,0,0.304293643949156,0,0,0.203569073212733,0,0,0,0,0,0,0,0,-0.0181968556781459,0,0,0,0,0,0,0
