,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X601600.SH,X600795.SH,X600010.SH,X601898.SH,X601991.SH,X600188.SH,X600688.SH,X600886.SH,X600362.SH,X600111.SH,X600027.SH,X600157.SH,X600583.SH,X601992.SH,X000709.SZ,X600309.SH,X000898.SZ,X601158.SH,X000629.SZ,X000792.SZ,X000825.SZ,X600808.SH,X600352.SH,X600021.SH,X600547.SH,X000060.SZ,X000539.SZ,X600489.SH,X000027.SZ,X600660.SH,X600008.SH,X002353.SZ,X000831.SZ,X600307.SH,X600578.SH,X600219.SH,X600863.SH,X600549.SH,X002470.SZ,X600022.SH,X601699.SH,X600315.SH,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.553776900829963,0,0,0,0,0,0,0,0,0,0.0293329129137992,0.0204696029702967,0,0,0,0,0,0,0,0,0.221341421088644,0,0,0,0,0,0.00348110096739287,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0884152435544887,0,0.00209719120753584,0.0662993146887275,0,0,0,0.0347546100887998,0,0.0102281668170597,0,0,0,0,0,0,0
X600028.SH,0.553744010837673,0,0,0,0.0236999046292333,0.0566452225615698,0,0,0,0,0,0,0,0,0,0,0,0.00574048337080521,0.0111276120278923,0,0,0,0.0155472854670144,0,0,-0.0257944216439934,0,0,0,0,0.0956631999043761,0,0,0,0,0,0,0,-0.0236946317474647,0,0,0,0,0,0.00525999235492267,0,0,0,0,0,0.00711514130354094,-0.0377370613555447,0,0.0313384340569719,0,0,0,0
X601088.SH,0,0,0,0,0,0.2776730041137,0,0,0,0.287925788654465,0,0,0,0,0,0,0,0,0,0.0193971989300735,0,0,0.0306102530097263,0,0,0.0214527833013692,0,0,0,0,0.0805741574595144,0,0,0,0,0,-0.0143640779667606,0,0,0,0,-0.000647162656174026,0,0,0,0,0.140394428409425,0,0,0,0.00406558308989843,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.164619015881157,0.0939710332061749,0,0.0877559188620649,0,0,0,0,0,0.356422883137915,0,0,0,0,0,0,0.0509590680223316,0,0,0,0,-0.00270184869354972,-0.0499355845381349,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.0756092951085047,0,0,0,0,0,0,0.108819843457094,0,0,0.00506885444678674,0,0,0,0,0,0,0
X600019.SH,0.0512239135232849,0,0,0,0,0,0,0,0,0.139027494424191,0,0,0,0,0.0821830574437117,0,0,0,0.0603229423904005,0.0548580401572009,0.188130169709023,0,0.226358177553244,0,0,0,0,0,0,0.107497035386163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102400140819706,0.059841672148143,0.0458429016661354,0,0,0,-0.00402180456505814,0.00872633494805128,0,0,0,0,0,0
X600585.SH,0,0,0.349566388210531,0,0,0,0.01173040286062,0,0,0,0,0,0,0.0637734125768733,0,0,0,0.0555840055809472,0.158923443880574,0.0412082435719213,0,0.145588464590479,0,0,0,0,0,-0.0157993886811132,-0.0254649938030802,-0.0137733077612382,-0.0161133051237339,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158809629280304,0,0,0,0,0,-0.0291562988298972,-0.022754162726329,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,-0.142632631330613,0,0.0678208599522626,0,0,0.0837133966691017,0,0.0510123368457407,0,0,0,0,0,0,0,0,0.344096625484948,0,0,0,0,0.0246090811949,0,0,0,0,0,0,0,0,0,0,0,0.107775611908502,0,0,0,0,0,0,0,0,0,0.0350994626313288,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.0393233828005427,0,0.217863365847093,0,0,0.15995095757688,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958065806654281,0,0.0486587877899042,0.115208957266395,0,0,0,0.0162546891756907,0.000280126778792676,0,0,0,0,0,0.086343809379594,0.18802983981873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0.172831096748662,0,0,0,0,0,0,0,0.142236052914443,0,0,0,0,0,0,0,0,0.00532963127308449,0,0,0,0,0,0,0.187474172713559,-0.180072953131904,-0.129041383860973,0.166788766202771,0,0,0,0.122841083374876,0.210321802813842,0,0,0.183535296912777,0,0,0,0,0,0,0,0,0.032237520553647,0.0186291632669429,0,1.73472347597681e-18,0.088999843866102,-0.133043113454587,0,0,0,0,0
X601898.SH,0,0,0,0,0.122747663087338,0,0.0360756191472101,0.14039495575205,0,0,0,0,0,0,0,0,0.0433236873372496,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.00236424470368081,0,0,0.00053419933768872,0,0,0.0847092869916294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00955987745488366,0,0,0,0,0,0
