,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600019.SH,X600011.SH,X600585.SH,X600188.SH,X002460.SZ,X600547.SH,X601898.SH,X601600.SH,X002466.SZ,X000792.SZ,X600660.SH,X600886.SH,X600111.SH,X600010.SH,X000301.SZ,X000708.SZ,X002271.SZ,X000877.SZ,X600426.SH,X600362.SH,X600795.SH,X600803.SH,X600176.SH,X600027.SH,X601991.SH,X600489.SH,X000807.SZ,X000983.SZ,X601699.SH,X000786.SZ,X600160.SH,X000932.SZ,X000408.SZ,X600219.SH,X300037.SZ,X000539.SZ,X000629.SZ,X002080.SZ,X000723.SZ,X600995.SH,X600688.SH,X600378.SH,X000933.SZ,X000630.SZ,X600157.SH,X600096.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.765114827313611,0.147017591012145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121403761399641,0,0,0,0,0,0,0.11168301331814,0,0,0,0,0.129236988397696,0,0,0,-0.218732639612333,0,0,0,0.063278348713385,0,0,0,0.0073191774786535,0,0,0,0,0,-0.0755851038809622,-0.0207446034805405,0,0,0,0,0
X600028.SH,0.680036134113724,0,0,0,0,0,0.180361102922487,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.149043729701075,0,0,0,0,0,0,-0.032250310337649,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,-0.06988657271267,0,0,0,0,-0.00131404232076928,-5.78107207325344e-05,-0.0268228360151316,0,0.0589735263379111,0,0,0,0,0,0
X601088.SH,0.0759056392335344,0,0,0,0,0,0,0.314797177260177,0,-0.0194421273022921,0,0,0,0,0,0,0.11523081006859,0,0,0,0.103342650437898,0,0,0,0,0,0.0605600005514475,0,0,0,0.018367905862328,0,0,0,-0.0396165004422452,0,-0.0434239444470268,0,0,-0.0534217507404673,0,0,0,0,0,0,0,0,0,0,0,0,0.00999019715263292,0,0,0,0,0,0
X600309.SH,-0.0382694177728149,0,0,0,0,0,0,0.00992280491427027,0,0,0,0,0,0,0,0,-0.0383668112430932,0,0,0,0,0,0.126823130851396,0,0,0,0,-0.0535204701162293,0,0,0,0,0,0,0,0,0,0,0.0395123782141921,0,0,0.278902828738286,0,0,0,0,0,0,0,0,0,0,-0.00387326254946212,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.037208536972903,0,0,0,0,0,0,0,0,0,0,-0.0116440245143443,0,0,0,0,0.0444004744943957,0.0393776397579137,0,0,0,0,0.00358169645815807,0,0,0.142517665030138,0,0.0914395550042619,0,0,0.254823482681501,0,0,0,0,0.070151979206422,0,0,0,0,0,0,0,0,0,0,0.030918534480259,0,0.0310965876933929,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.198345763562655,-0.033865666352008,0,0,0,0,-0.0915909889104673,0,0,0.146391146165282,0,0,0,0,0,0,0,0,0,0,0,0.32687018891455,0.526109873936744,0.0385857936970839,0,0,0,-0.204256415216745,0,0,0,0,-0.0559249358771967,0,0,-0.347950975960556,0,0,0,0.102836562943834,0,0,0.090750777233366,0,0,0.0595260531353733,-0.0334864218771603,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.256280474054118,0.163817383299674,0,0,0.13356000294229,0,0,0.0266641556220384,0,0,0,0,0,0,0,0,0.0307066295974671,0.118221011646087,0,0,0,0,0,-0.273047878266498,0,0,0,0,0,0,0,0,0.142924347546585,0,0,0.0988113359426415,0,0,-0.0777428085901855,0,0,0.0894243188723858,0,0,0,0,0,-0.00502731007793113,-0.0618551108628519,0,0,0,0,0,0
X600188.SH,0,0,0.727439279689411,0,0,0,0,0,0,-0.0711470316610755,0.12972841427056,0,0,0,0,-0.113090882446107,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.414717132838997,0.188700672721141,0,0.206798449428213,0,0.132610343394173,-0.242707993116194,0,0,0.0428541367198672,0,0,0,0.232750339929435,0,0,-0.020563576777111,0,0,0,0,0,0.134651214189623,-0.149686562373806,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,-0.0313924559020243,0,0,0.556762538627039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011635727331415,0,0.266212956025542,0.234937375422423,0,0,0.0333769082686206,0,0,0,0,0,0,0,0,0,0.0977419799603788,0.0626880623078977,0,-0.0114231033374244,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0321313437935271,-0.102251844629972,0,0,0,0,0,0,0,0,0,-0.177045022810832,0,0,0,0,0,0,0,0,0,0,0.665474559196246,0,0,0,0,0,0,0,0,-0.153300135565956,0,0,0,0,0.073114080923478,0,-0.030296122879063,0.0804322971240269,0,-0.2002362045283,0,0,0,-0.0255172755606781,0,0,0,0,0,0
