,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X600660.SH,X000708.SZ,X600547.SH,X002271.SZ,X600011.SH,X600362.SH,X600176.SH,X601600.SH,X600426.SH,X000786.SZ,X600886.SH,X601898.SH,X002466.SZ,X600010.SH,X600188.SH,X600111.SH,X601991.SH,X000301.SZ,X600795.SH,X600352.SH,X600489.SH,X600801.SH,X300037.SZ,X600486.SH,X002080.SZ,X600219.SH,X600688.SH,X600803.SH,X600027.SH,X002353.SZ,X601992.SH,X601168.SH,X000027.SZ,X600529.SH,X600299.SH,X000932.SZ,X000898.SZ,X600399.SH,X000723.SZ,X000630.SZ,X300073.SZ,X600516.SH,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.124573153558008,0,0,0,0,0,0,0,0,0.0413987210841853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00156853252453031,0,0,0,0,-0.00208822295776952,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,-0.0341747515739389,0.0253767766735769,0,0,0,0,0,0,0,-0.0181068434823684,0,0,0.0359231937654342,0,0,0,0,0,0,0,0,0.0484482107689618,0,0,0,0.0391801008354584,0,0,0,0,-0.0153646530953242,0,0,0.154510151486028,0,0,0,0,0,0,0,0.00798497761753848,0,0,0,0,-0.0067880926321775,0,0
X601088.SH,0,0,0,0,0,0,0.0447521065663759,0,0,0,0,0,0,0,0,0,0,0,0.649760641696512,0,0,0.131090038641716,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0464733233773196,0,0,-0.079352283544696,0,0,-0.00865960515670866,0,0,0,0.00677251949254571,0,0,0,0,-0.00720600696307715,0,0
X600309.SH,0,0,0,0,0,0.0483556171022036,0,0,0,0,-0.136403940175804,-0.0721437458891051,0,0,0,0,0,0,0,-0.0105972727961261,0,0,0,0,0,0,0,0,0,0,0.314804457292173,0,0,0,-0.066775627822465,0,0,0,0.00481773024232047,0,-0.124412541332633,0,0.137042438561066,0,0,0,0,0,0,0,0,0.0238492709049369,0,0,0,0,0.00156653897754239,0,0
X600585.SH,0,0,0,0.0866181407133895,0,0.0217941541204574,0,0,0,0.067033753004729,-0.0547836277509324,0,0,-0.00363971352418511,0.088901694045404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0260573613544003,0,0.0103804692798435,0,0,0,0,0.0431342636458757,0,0,0,0,0,0,0,0.0284735340823811,0,0,0,0,0.000474630413911677,0,0
X002460.SZ,0,0,0,0,0,0,0.111495100106084,0.262838776996727,0,0,0.213344813864529,0,0,0,0,0,-0.055665337261388,0,0,0.370588547256877,0,0,0,0,0,0,0,0,0,0.116904770656333,0,0,-0.267750014632435,0,0,0,0,0,0.115040118816178,0,0.170540759032736,0,0,0,0,0,0,0.0942073431795189,0,0,0,0.0777210097606321,-0.240558439963165,0,0,0,-0.0101128133031545,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0608845809496136,0,0,0,0,0.10071865950669,0,0,0,0,0,0.229343917910776,0,0,0,0.0524073620035807,0,0,0,0,0,0,0.0402494542161836,0,0,0.028898247353304,0,0,0,0,0,0,0,0,0,0,0,0.0841779605063602,0,0,0,0,0,0.0247069249615336,0.0283878609122509,0.0598283918572082,0,0,0,0.00562388184635458,0,0
X600660.SH,0,0,0.0378910628063582,0,0,0.0943935246604201,-0.179050656450487,0,0,0,0,0,0,0,0,-0.0818148844581776,0,0,0,-0.0301695141864449,0,0,0,0,0.0430608739061586,0,0.0218554524168518,0,0.289313210917704,0.172854539114295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186688082003107,0,0,0,0,0.0205373075937849,0,0
X000708.SZ,0,0,0.299959612257768,0,0,0,0,0,0,0,0,0.0292709234614533,0,0,0,0,0,0,0,0,0,0,0.0922564942623621,0,0,0,0,0,0,0,0,-0.0228243643980064,0.108713835360627,0,0,0,0,0,0,0,0,0.134784242267885,0,0,0,0,0.169604655123227,0,0,0,0,-0.0317607273741496,0.0934575872031367,0,0,0,-0.00618157000682948,0,0
X600547.SH,0,0,0,0.00317279012542821,0,0.0512639278631832,0.0562245433636972,-0.0521688808876835,0,0,0,0,0,-0.0416347197323973,0,0,0,0,0,-0.0378528214440383,0,0,0,0,0,0,0,0.611305318570122,0,0.0476896602913557,0,0,0,0,0,0,0.00232123188120943,0,0.00507060766702726,0,0.0158375244156132,0,0,0,0.0389879531094063,0,0,0,0,0,0,0.0104766964798978,0.00268896357777725,0,0,0,0.00444367983668273,0,0
X002271.SZ,0,0,0,0.223138934485832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761157746953011,0,0,0,0,0,0,0,0.0536898819469608,0.119150052770845,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.182710526632625,0,0,0.12615072715661,0,0,0,-0.0332254539575351,0.1409626966388,0,0,0,0.0339016218293632,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.141843353334241,0,0,0,-3.46944695195361e-18,0.0165795359659512,0,0,0,0,0.000276719988982955,0.122558012997755,0,0.087725848688392,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156779273641608,0.166739895543301,0,0,0,0,0,0,0.0480119996491154,0.17889855801512,0,0,0,-0.00976894415189266,0,0,0,0.00770826343475538,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0.21271350902494,0,0,0.0429052337153021,0.0218215353690266,0,0,0.291135728122214,0,0,0,0.307035405416397,0,0,0,0.0984622651739848,0,0,0,0,0,0.246080884584857,0,0,0,0,0,0,0,0,0,0,0,0.0611808560820113,0,0,0,0,0,0,-0.0355420808757154,0,0,0,0,-0.0384366118796491,0,0
X600176.SH,0,0,0,0,0,0,0,0,0.143623296203089,0,0,-0.0894261401373402,0,0,0,0,0,0,0,-0.0825408861375898,0,0,0,0,0,0,0,0,0,0,0,0.0921198920320037,0,0,0,0,0,0,0.054049194340065,0,0.0113599303845477,0,0,0,0,0,0,0.446263426409715,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0025892863106693,0,0
X601600.SH,0,0,0,0,0,0,0.184459185788221,0,0,0,0,0,0.136476288795279,0,0,0,0,0,0,0,0,0.0700551216462064,0.0698222082063974,0,0.0241404651179444,0,0,0,0,0,0,0,0.258501899064649,0,0,0,0,0,0.0604784267781255,0,0,0,0,0,0,0,0,0.0176757798549746,0,0,0,0.00537932249514338,0,0,0,0,-0.0146420375108623,0,0
X600426.SH,0,0,0,0.436436904447027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226207488973238,0,0,0,0,0,0,0,0.0237511033922116,0.0624544050064015,0,0,0,0,0,0,0.0605279811438597,0,0,0,0,0,0.171230506173293,0,0,-0.0101316983238959,0,0,0,-0.022413952875368,0,0,0,0,-0.0137737701156248,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0.0363964369327373,0,0,0,0,0.134041910145729,0,0,-0.0880035734035131,-0.128224065901011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909249708683013,0,0.0683873513898643,0,0,0,0.155553976716545,0,0.208503789949771,0,0,0,0,-0.0293602889948299,0,0,0,0.00628443064629595,0,0,0,0,0.00594271856962134,0,0
X600886.SH,0,0,0,0,0,0,0,0.0159829273505294,0,0,0,0.220628767791195,0,0,0,0,0.245414929908158,0,0,0.0269479026711973,0,0,0.031460210594426,0,0,0,0,0,0,0,0.020764637174879,0,0,0,0,0,0.0622955309153286,0,0,0,0,0,-0.155275580679351,0,0,0,0,-0.0247059466719865,0,0,0,0.04884243770821,-0.0226925937794965,0,0,0,-0.00466650450654497,0,0
X601898.SH,0,0,0.400964439689181,0,0,0,0,-0.0536969157049434,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205417376413312,0,0,0,0,0,0,0,0,0,0,0.155826618549097,0,-0.0573209435864738,0,0,0,-1.38777878078145e-17,0,0.0321949408137299,0,0,0,0,0.122329224577289,0,0,0,0,0,0.0143403960285819,0,0,0,0,-0.00787587478131364,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364943828664968,0,-0.0519362996894971,0,0,0,0,-0.585970638790503,0,0,0,0,0,0,-0.133708014095707,0,0.559671321974758,0,0.203896621883078,0,0,0,0.11197757112499,-0.156514097190671,0,0,0,-0.00215420780149158,0,0
X600010.SH,0,0,0,0,0,0.000728226994249955,0.0835901870523727,0,0,0,0,0.0866621529156101,0,0.0720758593327218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138227964146887,0,0,0,0,0,0,0,0,0,0.0730594313879851,0,8.67361737988404e-19,0,0,0,0,0,0,0.00352178062418044,0.219480055890123,0,0,0.00694022112172562,0,0,0,0,0.00149994855520215,0,0
