,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X002271.SZ,X600660.SH,X000708.SZ,X601898.SH,X600547.SH,X601600.SH,X000301.SZ,X600362.SH,X002466.SZ,X000786.SZ,X600111.SH,X600010.SH,X600886.SH,X600011.SH,X600176.SH,X600188.SH,X600426.SH,X000027.SZ,X601991.SH,X600795.SH,X600803.SH,X600801.SH,X600489.SH,X600219.SH,X600352.SH,X000932.SZ,X000807.SZ,X000898.SZ,X600688.SH,X600315.SH,X000825.SZ,X002353.SZ,X600157.SH,X000408.SZ,X000959.SZ,X002080.SZ,X600486.SH,X600027.SH,X000966.SZ,X000883.SZ,X300037.SZ,X600516.SH,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000323272069952089,0.0779920392698434,0,0,0.0469570801301729,0,0,0,0.0259088432438169,0.0535984433418993,0,0,0,0,0,0,0,0,0,0.0842316688957963,0,0,0,0.051528157287496,0,0,0,0.000550389638749665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0888740203114015,0,0,0,0,0,0,0,0,0,0,0.22948390904368,0.00107220543771695,0,0,0,0,0,0,0,0.000781878625630875,0.0370137109886634,0.141610504149069,0,0.00764971865713715,0,0,0,0,0,0,0,0,0,0.00646782158462251,0,0,0,0,0.0766334554457463,0,0,0,0,-0.0195439004406435,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336048556557523,0,0.0574453184863115,0,0,0,0,0,0,0.0874250529270442,0,0.032659770531196,0,0,0,0,0,0.212227093628357,0,-4.33680868994202e-19,0,0,0,-0.0204659573089477,0,0,0,0,0,0,0,0,0,0.0604848564769769,0,0.0025861995036544,0,0,0,0,0,0,0,0.00971005669411942,0,0
X600309.SH,0,0,0,0,0,0,0.036309910717458,0,0,0,0,0,0,0,0.0122627938397223,0,0.185487991600065,0.228992268256343,-0.0306441222860857,0,0,0.0704770821185396,0,0.095597684851527,0,0,0,0,0,0,0.0560791314014211,0,0,0,0,0,0,0,0,0,0,0,0,0.0747627085856101,0,0,0,0.175679441666426,0,0,0,0,-0.0620980663869707,0,0,0,-0.0328641678516102,0,0
X600585.SH,0,0,0,0.030345238329462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0184114084436351,0,0,0,0.183669391981924,0,0,0,0.0816660476177887,-4.33680868994202e-19,0,0,0,0,0,0,0.00628690767009198,0,0,0.0121670790398601,0,-0.000930712519694249,0,0,0.0809769469253242,0,0,-0.0123139681540043,0,0,0,0,-0.0186546158582041,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0759836111930265,0,0,2.16840434497101e-19,0,0,0.0165423841683327,0.0731319051450463,0,-0.0755297065406887,0,0,0,0,0,0,0,0.363989053772242,0.00378180231245687,0.00878649940662218,0,0.0809512297357005,0.222157214450786,0,0,0,0,0,-0.0722660678994235,0,0.0947168797598077,0,0,0,0,0,0,-0.0350097028952103,0,0,0,-0.014861392550778,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.225751217818197,0,0,0,0,0,0.0365822936585676,0.719967892974749,0,0,0.0328175918549335,0,0,0,0,0.060910355461179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394017262971703,0,0,0,0,0,0,-0.0352284961755618,0,0,0,-3.85731569302553e-05,0,0
X002271.SZ,0,0,0,0.125519030630966,0,-0.0590398501818478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0948553431716954,0,0.176406799817297,0,0,0,0,0,0,0,0,-0.25475296069344,0,0,0,0,0,-0.0491526307155897,0,0.104201850957459,0,0,0,0,-0.0263775467315193,-0.0398396512560703,0,0.112413428650794,0,0,0,0,0,0,0,0.00978027953533507,0,0
X600660.SH,0,0,0,0,0,0,0.194806570169485,0,0,0,-0.127409785307061,0,0,0,0,0,0.00787382430790795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0602523025178566,0,0,0,0,0.351125671544455,0,0,-0.0529164421431828,0.016874694671083,0.0635534417080557,0,0,-0.0408294810477012,0,0,0,0,-0.020264673561944,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,-0.0921567764858443,0,0,0,0,0.0426959175003007,0,0.260280373978567,-0.0410212280119549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374113972736647,0,0.0954977361419603,0,0.347633290007617,0,-0.18674705437008,0,0,0,0,0,0,0,0,0,0,0,-0.120908338889416,0,0,0,-0.0198156150489755,0,0
X601898.SH,0,0,0,0,0,0.00022566717174316,0,0,0,0,0,0,0,0,0,0,0,0,0.199260684081437,0,0,0,0.0884456002275858,0,-0.0433730137928092,0,0,0,0,0,0,0,0,0.0454406999007982,0,0,0.158492247287168,0,0,0.0688123646646513,0,0,0,0.143735635850052,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0352810635627568,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14491388617692,0.026467023891359,0,0,0,0,0,0.179510806812578,0,0,0,0,0,0,0,0.00941789043818358,0,0.0110098399648798,0,0,0.0446128902684419,0,0,0.0129597115228314,0,0.0234265361035636,0,0,0,0.0509873755939871,0,0,0,0,0,-6.93889390390723e-18,0,0,0,-0.00717077792438676,0,0
