,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601600.SH,X601898.SH,X601991.SH,X600362.SH,X600688.SH,X600660.SH,X600886.SH,X600188.SH,X600795.SH,X600352.SH,X600111.SH,X000723.SZ,X600801.SH,X601992.SH,X000898.SZ,X600027.SH,X600489.SH,X600176.SH,X600516.SH,X002271.SZ,X000709.SZ,X002460.SZ,X000786.SZ,X000629.SZ,X002466.SZ,X000883.SZ,X600299.SH,X600219.SH,X000553.SZ,X601158.SH,X000630.SZ,X600808.SH,X600583.SH,X600985.SH,X601699.SH,X000027.SZ,X600612.SH,X600426.SH,X600339.SH,X000825.SZ,X000401.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0162788663342937,0,0,0,0,0,0,0,0,0,0,0.0922092679020905,0,0,0,0,-0.00142651259000045,0,-0.0171369496055464,0.0578710676796837,0,0,0,0,0,0,0,0,0.0149114175836802,0,0,0.0546081618869428,0,0.0130783564686913,0,0,0.078055485754173,0,0,0,0.0851436685481488,0,0,0,0,0,0.0187373618332678,0,0,0.000852695185747231,0,0,0,0,0.00455021510246569,0,0
X600028.SH,0,0,0.10735273384183,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235639633652906,0,0.00382093900438783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155661507036883,0.0790513428510524,0,0.0362303715879323,0,0,-0.0298579113585346,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.217386205509469,0.090245343776883,0,0,0,0,0,0,0,0,0,0,0,0,-0.0484033361682784,0,0,0.0843548142388768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0982154101391964,0.0515137116573743,0,0,0,0,0.036512591656912,0,0.0629719770862585,-0.0741054252675915,0,0,0,0.0506433157587337,0,0
X600585.SH,0,0,0,0,0,0.109732113877384,0,0,0,0,0,0,0,0,0,0.134301685425708,0,0,0,0,0.0251836638935514,0.401294642444493,0,0,0,0,0,0.046156519650271,0.00957743877163408,0,0,0,0.0150571820161794,0,0,-0.0332127454302533,0,0,0,0,0,0,0,0,0,0,0,-0.00625370829258653,0,0.00529429381665729,0,-0.00703335964328034,0,0,0,0,0.0226111159334255,0,0
X600019.SH,0,0,0.0440937136738678,0,0,0,-0.005585549246565,0,0,0.00276465771970961,0,0,0,0,0,0,0.0259092086539794,0,0,0,0.0618193242028101,0.229529069410181,0,0,0,0,0,0,0,0,0,0,0,0,0.095368190938598,0.0539628437249166,0,0,0,0,0,0,0.00942919685048245,0,0,0,0,0,0,0,0,0,-0.0450900549220029,0,0,0,0.00709538644107659,0,0
X600309.SH,0,0,0,0.287254309841526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318732319268733,0,0,0,0,0,0,0,0,0.14920307829179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143613786422312,0.282556511187882,0.0415136860765122,0,0,0,0,0,0.025820170345994,0,0,0,0.0904132743652053,0,0
X600011.SH,0,0,0,0,0,0.124260077185475,0,0,0.162653519867509,0,0,0,0,0,0,0,0,0,0.142855443773647,0,0,0,0,0,0.187726828316778,0.0450037845979149,0,0,-0.00156974323582647,0,0,0,0,0,0,0,0,-0.131513688137768,0,0,0,0,0,0,0,0,0,0,0,0,0.0185632850180568,0.0183197784548912,-0.0830868279988731,0,-0.22708773199826,0,-0.011418594473757,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0571691894490872,0.0046909560536052,-0.00209325277249578,0,0,0,0.880388585520631,0,0,0,0,0,0,0,0,0,0,0,0.0937310935353842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00387055802370354,0,0,0.0234643443627054,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.325060135937065,0,0,0.0977777736595265,0,0,0,0,0,0,0.0193516454018513,0,0.122298775055478,0.0220974215884223,0,0,0,0,0.000272494211067018,0,0,0,0,0.0378236711713439,0,0,0,0.135335762887302,0,0,0,0,0,0,0,0,0.0619918401563775,0,0,0,0,0,0,-0.0129514973358046,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.187632059130696,0,0,0,0.40486302413646,0,0,0,0,0,0,0,0.000251194229416082,0.0264508921824693,0,0,0,0,0,0.018203121572724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111297510332654,0,0,0,0,0,0,0,0,0,-0.0131958174144018,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.179951623800711,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.084087962679943,0,0.132494460910376,-6.93889390390723e-18,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.00408407543898526,0.135984822256579,0,-0.00143440017583133,0,0,0,0,0.00176451537563959,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0129510374949973,0,0,0,0,0,0.0232405391170065,0.0092366504317785,0,0,0.151218634410298,0,0.1692285031069,0,0.00666537952424689,0.0572827729748201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161793889076207,0,0,0,0.0371911742730304,0,0.059728516706418,0,0,0.0279468314374144,-0.0757997014141921,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.24036707106513,0.00649812528803915,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.126331196882859,0.0153912873945552,0,0,0,0,0.054153173787144,0,0,0,0,0.0671717633233691,0,0,0,0,0,0,0,0,0.0873312682333237,0,0,0,0,0.211354097399611,0,0,0,0,-0.0187221767746812,-0.0264791081313775,0,0,0,0.0113199715515872,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233313729581499,0,0,0.0112821180066465,-0.0087254263032527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299468936818394,0,0,0,0,0.0501488678121995,0,0,0.131240929331926,0,0,0,0,0.159917975408535,0,0,-0.00124776865264964,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215572440574483,0,0,0.0635751890005825,0,0,0.251183215577887,0,0.0335856587223963,0,0,0,0,0,0,0,0,0,0,0.0475542398435441,0,0,0,0,0,0,0,0,0.00155606122886105,0,0,0,0,-0.0314914796053295,0,0,0,0,-0.0136901373570015,0,0
