,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600111.SH,X600019.SH,X600188.SH,X002466.SZ,X000877.SZ,X600011.SH,X002271.SZ,X600660.SH,X000708.SZ,X600010.SH,X000301.SZ,X601600.SH,X600547.SH,X601898.SH,X600426.SH,X600362.SH,X600886.SH,X600176.SH,X000723.SZ,X000408.SZ,X600219.SH,X000786.SZ,X000807.SZ,X600803.SH,X002080.SZ,X601991.SH,X600795.SH,X600096.SH,X600688.SH,X000983.SZ,X600489.SH,X600801.SH,X600141.SH,X002353.SZ,X300073.SZ,X000960.SZ,X601699.SH,X002497.SZ,X000825.SZ,X000630.SZ,X600160.SH,X600352.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.139898482048464,0,0,0,0.0803195457467344,0,0,0,0.00258145975130107,0,0.126949580560049,0,0,0,0,0,0,0,-0.0321311748231567,0,0,0,0,0,0,0,0,0.0322853207907541,0,0,0.163191865446256,0,0,0,0,0,0,0.0890678418421717,0,0,0,0,0,0,-0.0244830388471753,0,0,0,0,0,0
X600028.SH,0.220485052233923,0,0,0,0,0,0,-0.0458629779827583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144031817092988,0,0,0,0,0,0,0.0757993367368203,0,0.0467452152898087,0,0,-0.0398677682043193,0,0,0,0,0.0264458424589274,0,0,0,0,-0.000254726905108789,0,0,0,0,0.00407824826998102,0,0
X601088.SH,0.0341937362858564,0,0,0,0,0,0,0,0,0.0733889411503154,0,0,0,0.00780401084147464,0,0,0,-0.192128670359333,0,0,0,0,0,0,0,0.0496407144039925,0,0,0,0,0,0,-0.0704213587158863,0,0,0.153907629694521,0.233164263439811,0,0,0,0,0,0.149057274072218,0.0867288237577881,0,0,-0.0688933330874298,0,0,0,0,-0.0363333603626847,0.0737816916282137,0,0,0,0.081378433205558,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.000706359022975022,0,0,0,0.0986859519483521,0,0,0,0.0679471192185113,0,0,0,0,0,0,0,0,0.0557926537414958,0,0,0,0.0871208156882541,0,0,0,0,0,0.0232698395393529,0,0,0,0,0,0,0,0.00505617295480717,0,0.0393589418637001,0,0,0,0,0,-0.00960719499372405,0,0,0,0,0,0
X600585.SH,0,0,-0.000531267800171032,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504027546108782,0,0,0,0,0,0,0,0,0,0,0,0.0788392772079767,0,0,0,0,0,0,0,-0.0188722324387226,0,0.414136991081163,0,0,0,0,0,0,0,0,0,0,0,0,-0.000861016247298718,-0.0087699002006576,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.0858276179267316,0.276871834503935,0,-0.0161485282002654,0.121523299213015,0,0,0,0,0,0,0,0,0,0,0,-0.287490078050514,0,0,0,0,0,0.108351166661385,0,0,0,0,0,0,0,0.111585433908869,0,0.273678152714235,0,0,0.119146048398236,0,0,0,0,0,0.0782735419185229,-0.0100728853246908,-0.00461669738377341,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.304118793548313,-0.055718645258307,0,0.308695498672712,0,0,-0.0942131495138008,0,0,0,0.316046975568538,0,0,0,0,0,0,0,0.0478656282443458,0,0,0,0,-0.0909731361032433,0,0,0,0.0430183905260954,0,0,0,0,0,0,0,-0.0432248604516474,-0.0779712439163177,0.0622861755201239,-0.340482580360145,0,1.73472347597681e-18,0,0,0,0.00640526275758908,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0.137659343508826,0,0,0,0,0.0804561434069892,0.200938172795681,0.0761799769900642,0,0,0,0,0,0,0,0.0398633752326504,0,0,0,0.141005932737854,0,0,0,0,0,0,0,0,0,0.00868522092020916,0,0,0,0,0.12939384359641,0,0,0.0520350093129349,0,0,0,0.014528999176719,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0343279911524189,0,0,0.151873350898467,0,0,0.179992284719704,0,0,0,0,0,0,0,0.00299624349700104,0,0,0,0,0.0265642421891448,0.0093704809626721,0,0,0,0,0,0,0,0,0.102283762899695,0,0,0,0.0980509241306195,0,0,0.106575095956727,0,0,0,0,0,-0.00255676209217142,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0748892976359723,0,0,0,0,0,0,0,0,0,0,-0.181942905544005,0,0,0,0.338256706558643,0,0,0.369066340733843,0,0,0,0,0,0.122779389501473,0.142687743766726,0,0,0,0.00278871389072869,0,0.0821649325437926,0,0,0,0,0,0,0.198044016171219,0,0,0,0,0,0,0,0,0.0323561332476068,0,0,0,0,0,0
