,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601600.SH,X600010.SH,X601991.SH,X600795.SH,X600886.SH,X600362.SH,X600188.SH,X600111.SH,X600688.SH,X600027.SH,X600309.SH,X601992.SH,X600583.SH,X000792.SZ,X601158.SH,X600157.SH,X000898.SZ,X600352.SH,X000709.SZ,X600547.SH,X002353.SZ,X600489.SH,X000831.SZ,X000630.SZ,X000539.SZ,X600660.SH,X600008.SH,X002470.SZ,X600219.SH,X000825.SZ,X600808.SH,X000027.SZ,X600315.SH,X000629.SZ,X600098.SH,X600549.SH,X600021.SH,X600578.SH,X600307.SH,X601699.SH,X000983.SZ,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.498225443694723,0,0,0,0,0,0,0,0,0,0.224522145001443,0,0.160810508989671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392047522515247,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00460392631025771,0,0,0,0,0,0
X600028.SH,0.457741028884911,0,0,0,0,0,0,0.0131209054313885,0,0,0,0,0,0,0,0.332449913463258,0,0,0,0.0420692086538598,0,0,0,0,0,0,0,-0.052647672383192,0.0576068458253621,0,0,0,0,0,0,0,0,0,0.0257353822546545,0,0,0.052264044144638,0,0,0,0,0,0,0,0,-0.0625002029563388,-0.00497027211401071,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0899899231676991,0.141825797278915,0,0,0,0,0,0,0.189900989603829,0,0,0,0.0391921191640152,0,0,0,0,0,0,0,0,0,0,0,0,0.0627598922849548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387484089450233,0,0,0.00489651017059612,0,0,0,0,0,0,0
X600011.SH,0.073583369586203,0,0,0,0,0,0,0,0.0330686305101305,0.0823552242109352,0.135860947020275,0.0444278425174903,0,0.020872172130572,0,0.035742455589456,0.105634797161685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010177265692291,0.000711511418881802,0,0,0,0,0,0.359449663647635,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0199651926809251,0,0,0,0,0.0342938747519446,0,0.0987084997852182,0,0,0,0.137192275004505,0,0,0,0,0.0423683392515503,0,0,0,0,0.0436335831931697,0,0,0.0706677996602687,0,0,0,0,0,0.0102431023432007,0,0,0.20757217811779,0,0,0,0,0.0789348664280412,0,0,0,4.33680868994202e-19,0.00542467419737585,0,0,0,0,0,0
X600019.SH,0.0210228262922103,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.116685574323445,0,0,0,0.0761193017659013,0.0735024817969429,0,0,0,0,0,0,0.247439720495395,0,0.157660354221858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438408563523903,0,0,0,0,0,0,0,0.00525793276602864,0,0,0,0,0,0
X601898.SH,0,0,0.0377511125373311,0,0,0,0,0.0373593322193427,0,0.124106269864747,0,0,0,0,0,0,0,0,0,0.020350094051369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166230974902403,0,0,0,0,0.143775924497565,0,0,0,0.0594970139464867,0,0.214563846296687,0.247577381545339,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0.0374412852147787,0,0,0,0,0.397380315660961,0,0,0.0577709538643137,0,0.118524681720415,0,0,0.177853461108073,0,0.186332936329484,0,0,0,0,0,0,0.0387265308657264,0,0,0,0,0,0,0,0,0,0,0,0.0441739839351104,0,0.0595589858674694,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018222406356698,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.559649497044494,-0.0389092401666968,0,0,0,0,0.128185234465725,0,0,0,0,0,0,0.0929027284075275,0,0,0.245044828842186,0,0,0.0383103999042357,0,0,0,0,0,0,0,0.0165547418930647,-0.0196557787757703,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.245834865378022,-0.0602193129008258,0,0.0717541916146873,0,0,0,0,0,0.277596811174378,0,0,0.126964814420909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0635371898396901,0.0646702845960488,0,0,0,0,8.67361737988404e-19,0,0,0.191915683555545,0,0,0,0,0,0,0.0240600052372337,-0.00817598228068455,0,0,0,0,0,0
