,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X000792.SZ,X002460.SZ,X600019.SH,X600111.SH,X000877.SZ,X002271.SZ,X601898.SH,X000708.SZ,X002466.SZ,X600547.SH,X600011.SH,X600010.SH,X601600.SH,X000301.SZ,X600660.SH,X600426.SH,X600886.SH,X600362.SH,X600176.SH,X000786.SZ,X600096.SH,X000723.SZ,X600803.SH,X000983.SZ,X601699.SH,X000408.SZ,X600795.SH,X600219.SH,X600295.SH,X600801.SH,X600141.SH,X601991.SH,X000630.SZ,X000932.SZ,X000807.SZ,X600489.SH,X600486.SH,X000825.SZ,X600985.SH,X000959.SZ,X002080.SZ,X002353.SZ,X600688.SH,X600352.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.293053295555209,0,0,0.0809314195111025,0,0,0,0.0296218035989803,0,0,0,0,0,-0.0494054742716745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168148644193682,0.202246577196563,0.0839317879688951,0,0,0,0,0,0,0.063841627140626,0,0,0,0,0.052034424927812,0,0,0.00497938630398685,-0.00957535537480894,0.128647141478844,0,0,0,0,0
X601088.SH,0.172307017526444,0,0,0,0,0.029606594875739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455714279652241,0,0,0,0,0,0,0,0.0317623291994045,0,0,0,0.0874631227037288,0,0
X600028.SH,0.12557407981723,0,0,0,0,0.0391910880841112,0,0,0,-0.0366287159792041,0,0,0,0,0,0,-0.000443221105789196,0,0,0,0,0,0,0,0,0,0,0,0,0.0176365121564933,0,0,0,0,0,0,0,0,0.00793176589204223,0,0,0,0,0,0,0,0,0,0.272589997350243,0,0,-0.00697525847041933,0,0,0,0,0,0,0
X600309.SH,0,0.0672114818763972,0,0,0,0,0,0,0,0,0,0,0,0.173503522916713,0,0,0,0,0,0.208634372047462,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,-0.00809144259252146,0,0.100794351103325,0,0,0.0743411954500439,0,0.0330838762812281,0,0,0,-0.0108968783399211,0.0258554100177926,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107797203888936,0,0,0,0,0,0,0,0,0.00538610774206992,0.443785507908365,0,0,0,0,0,0,0,0.00768468459797261,0,0,0,0,0,0,0,0,-7.4969055225799e-05,0,0,0,0,0,0
X600188.SH,0,0.363441754572924,0,0,0,0,0,0.2343891237981,0,0,0,0,0,0.114969229810481,0,0,0,0,0,0,0,0,0,0,0,-0.0709745103288385,0.00255216454348754,0,0,0.331580897578114,0,0,0,0,0,0,0,0,-0.00792970537962863,0,0,0,0,0,0,0,0,0,0,0,0,-0.0131332044365424,0.0505242889481255,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0.284691216300873,0,0,0,0,0.200052120680329,0,0,0,0,0,0,0,0,0,0,0,0.129789563579902,0.380289150731264,0,0,0,0,0,0,0,0,0.149242237268447,0,0,0,0,0,0,-0.238717544731873,0,0,0,0,0,0,0,0,-0.00471863312543965,0,0,0,-0.0163320184409168,0,0
X002460.SZ,0,-0.0334436070091209,0,0,0,0,0.080920032215933,0,-0.0251177219626074,0.31010208852125,0,0,0,0,0.490837775806217,0,0,0,0,0,0.0566765364554773,0,-0.242127209549505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125885781923137,0,0,0,0,-0.162338553735013,0,0,0.0829472401835256,0,0,0,0.116193514166611,-0.0246247028446191,0,0.0361680765163292,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0219270258971157,0,0,0,0,0,0.148667295740427,0,0,0,0,0,0,0,0,0.0105305183984675,0,0,0,0.0045375910194386,0,0,0,0,0.00289875775566622,0.218256063984795,0,0,0,0.317479316883041,0,0,0,0,0,0,0,0,0,0,0,0,-0.00899283851943174,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.318011052695378,0,0,0.00129876581664894,0,0,0,0,0,0,0.166060437073083,0.188859127734581,0.171474671252888,0,0,0,0,0,0,0,0.0903029167049871,0,0,0,0,0,-1.38777878078145e-17,-0.0116662119643576,0,0,0,0,0,0.0400068809701791,0,0,0,0,0,0,0,0,0,0,0.0599283318656101,8.67361737988404e-19,0,0,0,0,0,0
