,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X000708.SZ,X600660.SH,X002271.SZ,X600547.SH,X600362.SH,X002466.SZ,X600176.SH,X000786.SZ,X600011.SH,X600426.SH,X601600.SH,X601898.SH,X600886.SH,X000301.SZ,X600010.SH,X600111.SH,X600188.SH,X002080.SZ,X600219.SH,X600352.SH,X601991.SH,X600801.SH,X600486.SH,X600489.SH,X600795.SH,X300037.SZ,X600688.SH,X600803.SH,X601168.SH,X002353.SZ,X600027.SH,X601992.SH,X600399.SH,X600299.SH,X600157.SH,X000898.SZ,X000932.SZ,X000630.SZ,X002409.SZ,X002497.SZ,X000027.SZ,X300073.SZ,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,-0.00842021165042417,0,0.00612014281506799,0,0,-0.0138616103155889,0,0,0.102391598734865,0,0,0,0,0,0,0,0,0.00444370573859834,0,0,0.0740720413641978,0.00104241988094867,0,0,0,0,0,0,0,0,0,0,0.022192542587192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0029687846810632,0,0,0,-0.000733606143698523,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.00817309974933716,0,0,0.0675142897493655,0.0646658774707507,0,0,0.0623858626223204,0.000776901692129508,0,0,0,0.0544168421199879,0,0,0,0,0,0,0,0,0,0,0.00672427307762978,-0.0129189945894174,0,0,0,0,0,0.101425824160662,0,0,0,-0.0922631490294201,0,0,0,0,0,0,0,0,0,-0.00488103876611856,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0247867013847494,0,0,0,0,0,0,0,0,0.330583085915967,0,0,0,0,0.351299755861871,0,1.38777878078145e-17,0,0,0,0,0,0,-0.0515412566892227,0,0,0.077023479540926,0,0,0,-0.00232783680205315,0,0,0,0,0,-0.0830709312724259,0,0,0,0,0,0,-0.00512553098725131,0,0,0,-0.0108143873237147,0,0
X600309.SH,0,0,0,0,0,0.00390736454864986,0,0.0604704104134728,0,-0.120216593412301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.126190734529159,0,0,0,0.174838293156267,0,0,0,0,0,0,0.00644152493132549,0,0,0,0,0,0,0.260974574867914,0,0.0011573488622674,0.00689769694529337,0,0,0,0,0.0118027430704571,0.0257033763325516,0,0,0,0.0188057098221909,0,0
X600585.SH,0,0,0,0,0,0.0221282122895185,0,0,0,-0.151207436373274,0,0,-0.0241524222103589,-0.0466469900893442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0229182144748938,0.0336423937268003,0,0.085210864191045,-0.0113597126436518,0,0,0,0,0,0,0,0.190805455445625,0,0,0,0,0,0,0.0144666720103072,-0.0106744285212442,0,0,0,0.00858823967712996,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.0852897056030655,0.0489440125667639,0,0,0.361094581895691,0,0,0,0,-0.0749152932067141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350718069248546,0,0,0,0,0,0,0,0,-0.0871957730253488,0,0,0,-0.0340869976746494,0.382865064667249,0,0,0,0,0,0,0,0,0,-0.00811739182513611,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.291785555372379,-0.00218401587868109,0,0.0377312722043599,0,-0.0983623923425796,0,0,0,0,0,0,0,0.0731833927830929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00928518005065482,0,0,0.0623920591121439,0,0,0,-0.0785581163262736,0,0,0,0,0.0360649690167253,0.000591730375949293,0,0,0,0,0,0
X000708.SZ,0,0,0.0144602022933158,0,0,0,0,0,0,0,0,0.0650550360827332,0,0,0,0,0,0,0,0,0,0,0.148429929995282,0,0,0.0184257156603997,0,0,0,0,0,0,-0.0392172755698553,0,0.0605944290131383,0,0,0,0,0,0,0.0643657875034478,0,0,0.306205367615411,0,-0.0572681791576234,0,0,0,0,-0.0343001872900014,0.0633091212464416,0,0,0,-0.00398730943358637,0,0
X600660.SH,0,0,0,0,0,0.131866299855387,-0.189990335745608,0,0,0,0,0.0388070318551478,0,0,0,0,-0.1456432495554,0,0,0.00844418953222139,0.00686939311837512,0,0,0,0,0,0,0,0.109077597378544,0,0,0,0.164757669409204,0,0,0,0.0466148222678273,0,0,0,0,0,0,0,0,-0.0589300769759221,0,0,0,0,0,0,0.0382096986958918,0,0,0,0.0137685305042653,0,0
X002271.SZ,0,0,0.217899353414839,0.0792658741431378,0,0,0,0,0,0,0,-0.129675035226408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19566997119752,0,0,0.0281397939822781,0,0,0,0,0,0,0,0,0,0,0,0,0.164200233298927,0,0,0.0212644424056949,0,0,-0.0179414933774982,0,0,0,0,0.0431219586784561,0,0
