,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600111.SH,X600585.SH,X002466.SZ,X000792.SZ,X600019.SH,X600010.SH,X600660.SH,X000301.SZ,X000877.SZ,X600188.SH,X000708.SZ,X002271.SZ,X600011.SH,X601600.SH,X600547.SH,X601898.SH,X600362.SH,X600176.SH,X600886.SH,X600426.SH,X002080.SZ,X000723.SZ,X600803.SH,X002326.SZ,X000408.SZ,X300073.SZ,X600219.SH,X600399.SH,X600688.SH,X300037.SZ,X601991.SH,X600516.SH,X600795.SH,X000786.SZ,X600141.SH,X600096.SH,X000831.SZ,X000155.SZ,X000959.SZ,X600486.SH,X000825.SZ,X600352.SH,X600157.SH,X600489.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0925002029509988,0,0,0,0.0409896993843687,0,0,0,0,0,0,4.33680868994202e-19,0,0.105741899158313,0,0,0,0,0,0,0,0,0,0.118640300818819,0,0,0,0,0.0180007245963494,0,0,0,0.0329610969854844,0,0,0,0,0,-5.42101086242752e-20,0.125999380152175,0.0145098822422257,0.0140359640905597,0,0,0,0,0,0,0,0,-0.0210400063017346,0,0,0,0,-0.0666747159972163,0,0
X600028.SH,0.180984942601062,0,0,0,0,0,0,0,0,0.0517442640370911,0,0,0,0,0.0917081416147536,0,0,0,0,0,0,0,0,0,0,0,0,0.0143301814398693,0,0,-0.0262399106517872,0,0,0.0928588325742401,0,0,0,0,0,0.0145237434238406,0,0,0,0,0,0,0,0.113028551221741,0,0.0733963222660934,0,0,-0.0102717240422456,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162066516368339,0.0650770978181558,0,0.02749810924254,0,0,0.534335056882587,0,0,0.0608418494339205,0,0,0,0.108942560623199,-0.0393833561407225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0779317787270195,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0
X600309.SH,0,0,-0.0412435744468912,0,0,0,0,0,0.0227949672159035,0,0,0,0,-0.0280863908599231,0,0,0.0438531963042965,-0.0115836731300356,0.130415035987761,0,0,0,0,0,0.211382017203765,0.0767621516929995,-0.0205577084746434,0,-0.0693599463999585,0,0,0,0,0,0,0,-0.0447083244813398,0,0,-0.0938326384382888,0.035516802783143,0,0,0,0,0,0,0,0,0,0,0.0123274207433866,0.0179938556254741,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.535697194462661,0,0,0,0.322603486587139,0,0,-0.118515617433637,0,0,-0.0607728745540443,0,0.00477252758633975,0,0,0,0,0,0,0,0,0,0.0428040812773106,0,0.0323515241645927,0.053090692090157,0,0.0193038891178218,0,0,0,0,0.0756338118925417,0.0681143423017357,0,0,0,0,0,0,0,0,0,0,0,0.0104115585931841,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.139076317761395,0,0,0.177390603235439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268352745068326,0.125014155810346,0,0.268749235491087,0,0,-0.00576284201157281,0.128659988512034,0,0,-0.12723594752647,-0.0729486865206149,0.216165502824309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.197200351799966,0,0
X600585.SH,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.475125610876823,0.0703451092299205,0,0.166476270055059,0,0,0,0,0,0,0,0,0,0,0,0,0.0226247924913736,0,0,-0.00442463148119971,0,-0.00876172790156493,0,0,0,0.0828952982649346,-0.0420980790775281,0,0,0.0458777105080125,0.200600140777805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.380883233079476,0.0964217977248374,0,0,0.023765823426272,0,0.11506147091405,0,0.176442714566251,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118072101405778,0,0,0.197851017780088,0,0.0617073947291681,0,0,0.0045476360904418,0,0.0020373479845132,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.0612650130855517,0,0,0.153626778107748,0,0,0,0,0,0,0,-0.200507941300346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310318153315217,0,0,0.0398517311112526,0,0,0,0.0572306163435198,0.0310106926757865,0.319497967218068,0,0,-0.069371577013323,0,0,0,0,0,-0.0223253818788144,0,0,0,0,0.000199691017153553,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.110044826756343,0,0,0.214571652588199,0.00382987895146492,0.146852400125242,0,0,0,0,0,0.0402735552531147,0,0,0,0,0.017352507935689,0,0,0.0533549468403107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274511996291767,0,0.0246956779741946,0,0,0,0,0.00908452243122169,0,0,0,0,0,0
