,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X601600.SH,X600886.SH,X600660.SH,X600188.SH,X600352.SH,X600362.SH,X601991.SH,X000723.SZ,X600795.SH,X600688.SH,X600111.SH,X600801.SH,X600027.SH,X601992.SH,X600489.SH,X600516.SH,X002271.SZ,X000786.SZ,X000898.SZ,X600176.SH,X600299.SH,X002460.SZ,X002466.SZ,X000709.SZ,X601158.SH,X600612.SH,X000883.SZ,X000629.SZ,X600219.SH,X600426.SH,X002353.SZ,X000630.SZ,X000027.SZ,X600583.SH,X000553.SZ,X000825.SZ,X601699.SH,X600985.SH,X000401.SZ,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00465582555225336,0,0,0.0375011852891702,0,0.0608816528355293,-0.00253109357144885,0,0,0,0,0.0352160944742713,0,0,0,0,0.103066047615195,0.00695272058354672,0,0,0,0,0,0.0764687778862093,0,0,0.0787816145864424,0,0,0.0429194999587176,0,0,0,0,0,0,0,-0.00852042368397968,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0760944529922892,0,0,0,0,0,0,0,0,0.0613959248758468,0.0313756419694053,0,0,0.000789640423388567,0,0,-0.031567725577574,0,0,0,0,0,0,0.0517783955399165,0,0,0.0579168878829285,0,0,0,0,0,0,0,0,0,0.0425066250682838,0,0,0,0,0,0,0,0,0,0,-0.0350902970734078,0.0347080798151249,0,0,0,0,0,0
X601088.SH,0,0,0,0.347699143956202,0.024164584047021,0,0,0,0,0,0,0,0,0.0474773014914515,0.0604326184050166,0,0,0,0,0,-0.0231667209053124,0,0,0,-0.01409292567154,0,0.0427422715562087,0,0,0,0,0,0,0,0,0,0.22107017251323,0,0.0636934213101492,-0.0517091649345093,-0.0487474410331241,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,-0.00501238429606548,0,0
X600585.SH,0,0,0,0,0,0,0.0283864898495725,0,0,0,0,0,0,0,0.135677810167949,0.0696165410562677,0,-0.0922791221166281,0,0,0,0.39647180688037,-0.0396138309831169,0,0,0,0.159866148029957,0,0,0,0,0,0,0,0,0,0,0,0,0.072626111987312,0,0,0,0,0,0,0,0,0,0,0,-0.00972181286923638,0.00168654371153521,0,0,0,0.0348371002937807,0,0
X600309.SH,0,0,0,0,0,0,-0.0638863722019035,0,0,0,0,0,0,0.0622457520762021,0,0,0,0.0624546185001903,0,0,0,0,0,0,0,0.213709875680785,0,0.00382848619960745,0,0,0,0.0870535537853539,0,0,0,0,0.0901104223493847,0,0,0,0,0.148955222929925,0,0,0.0601898991534336,0,0,8.67361737988404e-19,0,0,0,0,0.00271198853893629,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0377413113155477,0,0,0,0.188899099406007,0,0.0755633328766383,0,0,0.0387615246243325,0,0,0,0,0,0,0,0,0,0,0.0089292302467814,0,0,0,-0.0611233633714892,0,0,0,0,0,0,0,0,0,0,0,0.175850530815591,0,0,0.000698941031706812,0,0,0,-0.013495301731697,0.0265482924009827,0,0,0,0,0,0
X600547.SH,0,0,0,-0.0922292533984233,0,0,0,0,0,0,0,0,-0.283092004634435,0,6.93889390390723e-18,0,0,0,0,0,0,-0.0601836227195793,0.123222765083914,0,0.603070028400727,0,0,0,0,0.00269950492672314,0,0,-0.0274603204661661,0,0,0.175771927696986,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.388035914971899,0,-0.0539831926121291,0,0,0,0,0.106525233395802,0,0
X600011.SH,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,-0.0376292152775055,0,0,0,0,0,-0.117789282605428,0.176617753436305,0.546792299282112,0.00897065400762447,0,0,0,0,0,0,0,0,0.0869902039892309,0,0.068872734887643,-0.0208766508132236,0,0,0,0,0.192840498027602,0,0,0,0,0,0,-0.11295179679946,0,0,0.0416774140753033,0.0155318643055462,-0.0297105990083691,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,-0.00370929745392357,0,0,0,0,0,0,0,0,0,0,0.123688150550822,0,0,0.0353383695934304,0,0,0,0,0.0512337754091607,0,0,0,0,0.0214868058186836,0.0437575528894344,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0549287690198357,0,0.226261566067657,0,0,0,0.00220252599066547,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131290496919636,0.0172814771389058,0,0,0.069533490262185,0,0,0,0,0,0.126727526311135,0,0.00720243889622625,0,0,0,0,0.0112071391437009,0.0515114352606792,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26415140478278,0,0,0,0,0,0.040252257888316,-0.0284884481798636,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0315294708173076,0,0,0,0,0,0.031567834858053,0,0,0,0,0.181466660074549,0,0,0.0208167211209868,0,0,0,0,0,0.0325857562375578,0,0,0,0,0.130891616645423,-1.73472347597681e-18,0,0,0,0,0.017982460383612,0,0,-8.67361737988404e-19,0,0.0368578717738691,0,0,0,0,0.0993276785429346,0,0,0,0,0.0229112563072711,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0679441678008033,0,0,0.103233175761663,0,0,0.0759799622193595,0,0,0,0,-0.310110730024079,0,0.0504200835097536,0,0,0,0,0.203945901032608,0,0,0,0,-0.0741015869675875,0,0.209865490809755,0,0,0,0,0,0,0,0,0,0.0771166322579492,0,0.00362198009730834,-0.00818395034913072,0,0,0,0.0154208219443388,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0.094186771984124,0,0,0,0,0,0,0.0674944536889561,0,0,0,0,0,0,-0.0253537429570422,0,0.145774706583795,0,0,0,0,0.0426670217612364,0,0,0,-0.0322694158521722,0,0,0,0,0,0,0,0,0,0,0,0.0765923522806791,0,0.107813871017856,0,-0.00218652571995779,0,0,0,0,0.0423027551826061,0,0
X600188.SH,0,0,0.299679013937679,0,0,0,-0.116419897539568,0,0,0,0,0,0,0,0,0,0,0.00840208555019926,0,0,0,0,0,0.247615949460324,0,0.029375131011625,0,0,0.00141328737558904,0,0.092922595787244,0.0719469665542163,0,0,0,0,0,0,0,0,0,0,0.127404330444733,0,0,0,0,0,0,0,0,0,0.0106413675290353,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37539449270237,0,0,0,0.154584811978275,0,0,-0.083121009109566,0,0,0,0,0,0.181296400198916,0,0,0,0,0,0,0.170591205625686,0,0,0,0,-0.30859900740381,0,0,0,0,0.252160467426872,0,0,0,0,-0.00334218892274913,0,0,0,-0.0171164723966329,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142538955657768,0,0,0.0560096256382723,0,0,0.137945032703246,0.0255730520246769,0,0,0.0674830865798711,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0582592971910588,0,0,0,0.14878031109732,0,0,0,0,0,0,0,0,0,0,0,-0.00878030973411283,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0.0510744239316252,0,0,0,0,0,0,0,0.0405987094528497,0,0,0,0,0,0,0,0.0492003078120001,0,0,0.0832079906611621,0,0.181693938688297,0,0.085270253532261,0,0,0,0,0.00281278309729251,0,0,0.0852602697761429,0.0386904570356448,0,0,0,0,0,0,0,0,0,0.00108267256991827,0.0140236369267643,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0.172690310721059,0,0,0,0,0,0,0,0,0,0.372506422736568,0,0,0,0,0,-0.0935406636485583,0,0,0,0.175736824966133,0,0,-1.38777878078145e-17,0,0,0,0,-0.123783319590282,0,0,-6.93889390390723e-18,0,-0.181880138844612,0,0.409283786160265,0,0.896424971377833,0,0,0,0,0,0,0,0,0,0.00373340256150654,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0475136409076262,0,0,0,0,0,0,0.0692016901136865,0,0.0160206758322422,0.0146025781645253,0,0,0.0358575166764211,0,0,0,0,0,0.072381807631511,0,-3.46944695195361e-18,0,0,0,0,0.00684065703814996,0.0474594945436874,0,0,0,0.056441653299658,0,0,0,0,0,0,0,0,0.0366899623912862,0,0,0,0,0,0,0,0.00654620261397775,0,0,0,-0.00971768901899631,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186512644748465,0,0,0,0.0443478237975323,0,0,-0.00547332252743725,0,0,0.026835441842925,0,0.102415236484724,0,0,0,0,0,0.10313248774186,0,0,0,0.0649307380440992,0,0,0,0,0,0,0.0814509457315585,0,0,0,0,0,0,0,0,0.0207686447290918,0.00697671326298348,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.130073218456786,0,0.210336247289586,0,0,0,0,-0.11237829907953,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30520318078733,0,0.182241869314676,0,0,0.338250992955487,0,0,0,0,0,0,0,-0.127991339695662,0,0,0,0,0,0,0.0324891983205648,0,0,0,-0.0300370944128665,0,0,0,0,-0.0409630763050542,0,0
