,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601992.SH,X601898.SH,X600795.SH,X600688.SH,X600309.SH,X600660.SH,X300072.SZ,X601600.SH,X601991.SH,X600886.SH,X600362.SH,X600547.SH,X600188.SH,X600027.SH,X000709.SZ,X002466.SZ,X600157.SH,X600111.SH,X600339.SH,X000898.SZ,X000959.SZ,X601158.SH,X600489.SH,X600008.SH,X600299.SH,X002271.SZ,X600176.SH,X000883.SZ,X000723.SZ,X600352.SH,X002460.SZ,X600219.SH,X600578.SH,X600583.SH,X000630.SZ,X000408.SZ,X000539.SZ,X600021.SH,X000027.SZ,X000792.SZ,X000786.SZ,X600808.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.263904262661865,0,0,0,0,0,0.025190340805939,0,0,0,0,0,0,0.144575650649603,0,0,0,-0.0307209873284246,0,0,0,0.00243103986404834,0,0,-0.00393737270103128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006227240721225,0,0,-0.00138147164996628,0,0,-0.0143565122038813,0.00286565798711103,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0.0854521574306235,0,0,0,0,0,0,0,-0.143203812588507,0.041593698369089,0,0,0,0,0,-0.0441950302664825,0.0514821207637561,0,0,-0.121994832587793,0,0,0.0509587701824593,0,0,0,0,-0.0401736275654723,0,0,0,0,0,0,0,0,0,0,0,0,-0.00261501874515345,0.000859065031805329,0,0,0,0,0,0
X601088.SH,0,0,0,0.0700288920022243,0,0,0,-0.0156093661394183,0,0,0,0,0,0,0,-0.0347514082249958,0,0,0,0,0,0,-5.42101086242752e-20,0,0,-0.0281292327826725,0.204315109750776,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00767991736408742,0,-0.0692138994463821,-0.00503350387894586,0,0,0,0,0,0,-0.00283098304417092,-0.0175101211832018,0,0,0,0,0,0
X600019.SH,0,0,0.0277122796389234,0,0,0,0,0,0.248048690137108,0,0,0,0,0,0,0,0,0,0,0.103825753017139,0,0,0,0,0,0.100649238689718,0.26514733494788,-0.0460236940971499,0,0,-0.00810006249649314,0,0.0462585879806266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229353940440449,0,-0.00441100351581616,0.000544349311334459,0,0,0,0,0,0
X600011.SH,0,0,0.201279113487952,0,0,-0.0945339065535869,0,0,0,0,0,0,0,0,0,0.0976590775506442,0.00242862614671511,0,0.0134231278279835,-0.0264126034666606,0.387633752845911,0.0445428641273884,0,0,0,0.0408481861348994,0,0,0,0,0.0764256200521552,0,-0.0201966946281703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596108107849672,-0.0418503138735249,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.0562994772579682,0,0,-0.0228993533518835,0,0,0,-0.0715546391570668,0,0,0,-0.0704735829334562,0,0,0,0,0,0,0.0956502338900087,0,0,-0.135661080991603,0.0869982044894188,0,0,0,-0.0604426508002319,0,0.0219524901560228,0,0,0,0,0.0303976179966724,0,0,0,0,0.204332049544244,0,0,0,0,0,0,0,-0.0244787256661227,-0.0126997535978228,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000426890547542623,0,0,0,0.131898194902274,0,0,0,0.0721896432578748,0,0,0,0,0.16284290591669,0,0,8.67361737988404e-19,0.0604080377297509,0,0,0,0,0,0,-0.0356185549287361,0,-0.00287419607018807,0,0,0,0,0,0.113358897417635,0,0,0,0,0,0.00991829690257851,0,0,0,0,0,0
X601992.SH,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,-0.202505642830149,0,-0.110184425966252,0.0769895790364754,-0.127150931515655,0,0,0,0,0,0.460895814256161,-0.235036145043744,0,0.12735023169613,0,0.126457786157433,0.0589438124604217,0,0.164966093130764,0.410858140146069,0,0.000503529282900816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308429038604079,0,0,0,0.0675252371441186,0,0,0,0,0,0
X601898.SH,0,0,0.138570523761582,0,0,0,0,0,0,0,0,0.061257527545664,0,0,0,0,0,0.167604383826081,0,0.07717235313423,0,0,0.0998988186556462,0,0,0,0,0,0,0,0.0245678693204531,0,-0.0195512516932494,0,0,0,0,0,0,0.0917056977460992,0.125550164069952,0,0.0163929327998423,0,0,0,0,-0.0194531424810217,0,0,-0.0129380893504378,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.127954226257478,0,0,0,0,0,0,0.0573000968898055,0,0.0193899164513927,0,0,0,0,0.0335615277271435,0,0.0139998595093941,0.0386733845354798,0,0,0,-0.00380753172826758,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032290895436207,0,0,-0.0609106349241684,0.146409176681526,0,0,0,0,0,0,-0.0044187361806799,0.0159308632465544,0,0,0,0,0,0
X600688.SH,0,0.346720134678188,0,0,0,0,0,0,0,-0.0392903812445323,0,0,0,-0.01185865899877,0,-0.000207616866236956,0,0,-0.120955196410297,-0.0445738371598289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.94915865855064e-05,-0.0167974109263513,-0.0270652715534078,0,-0.0113567002861772,0.00645360699421302,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0840725976292991,0.203495971666498,-0.121137053859415,0,0,0,0.0851982465182416,0.140170976984156,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.0611127698270219,0,0,0,-0.0724039618427503,0,1.38777878078145e-17,-0.122154012050649,0,0,0.203755746508941,0,0,0.346706394119789,0.0842305100560237,0,0,-0.0305132800077719,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.172414272128664,0,0,0,0,0,0,0,0.0734968758805679,0.0983484223502756,-0.0170792786093145,0,0,0,0,0,0,0,0,0,0,0,0,-0.118719901284968,0,-0.0119706446082793,0,0.114815573259029,0,0,0,0,-0.0149600729158182,0,0,0,0,0,0,0,0,0,0,0.0352069853178771,0,-0.0168341041032294,-0.0390318289012749,0,0,0,0,0,0
X300072.SZ,0,0,0.137614890690405,0,-0.34410576273786,-0.101601743037682,0,-0.16364285186041,0,0,0,0.73368358255904,0.150270179448797,0,0,0.142872123155079,0.0371685207243515,0,-0.298433837871375,0,0,-0.0822914307639535,0,0,0.259637061301166,-0.0892106304140026,0,0,0,-0.205764901187941,0.41713810321982,0,0,0,0,0,0,-0.275606495800895,0,0,0,0,-0.233847298071258,0.256289403710334,0,0,0,0,0,0,0.0896938516995524,0.0709818587339716,0,0,0,0,0,0
X601600.SH,0.408405458024646,0,0,0,0,0,0,0.0134363042847068,0,0,0,0,0,0,0,0.0306727014479424,0,0.309536750895776,0,0,0.245402821933997,0,0,0,0,0.0592563519485473,0.139914474551096,0.024891667264349,0,0.0867903635292288,0,0,0,0,0,0,0,0,0,0,0.0197220501477697,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.0014402571088144,0.0101619672991943,0,0,0,0,0,0
