,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X300072.SZ,X601600.SH,X600688.SH,X600547.SH,X600795.SH,X601991.SH,X600362.SH,X600309.SH,X600660.SH,X600188.SH,X600886.SH,X600027.SH,X601992.SH,X600157.SH,X600111.SH,X600339.SH,X600489.SH,X000898.SZ,X000709.SZ,X002466.SZ,X600299.SH,X601158.SH,X000959.SZ,X000408.SZ,X000792.SZ,X600583.SH,X000630.SZ,X000883.SZ,X600352.SH,X600219.SH,X002092.SZ,X000539.SZ,X000983.SZ,X000027.SZ,X000723.SZ,X000825.SZ,X002460.SZ,X600098.SH,X601699.SH,X600021.SH,X600623.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.209173701716426,0,0,0,0.0730861497912161,0,0,0,0.0101474833783606,0.00314319260065954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181170756477629,-0.0554101785334823,0.0415148294694202,0,0.0264625764448088,-0.00605766266825315,0,2.16840434497101e-19,-0.00260116710019927,0,0,0,0,0,0
X600028.SH,0.00210005152585294,0,0,0,0,0.0785490581308301,0,0,0.0422408551604074,0,0.049003415857641,0.0102999907229635,0,0,0,0.084702496506966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334564174712123,-0.00596900317783635,-0.00677009649795485,0,0,0.218508609744336,0,0,-0.0248885788181257,0.0147527031931842,0,0,0,0,0,0
X601088.SH,0,0.0886463265205364,0,0,0.0667515581050436,0,0,0,0,0,0,0,0,0,0,0,0.0296348248011081,0,0.166905138669927,0,0,0,0,0,0,0.0295828751983747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321628863642014,-0.00153371753917488,0,0.170609687792119,0.0383660074690128,0,-0.0222486996525102,-0.0170629460236939,0.0050740315479154,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.213917962662521,0,0,0,0,0,0,0,-0.190426775475454,0,0,0,0,0,0,0,0,-0.32277951716509,0,0.442107064027733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.155258634024004,0,0,0,0.079802667059454,-0.0411346910209924,0.0226890243746859,-0.0171995809593605,1.0842021724855e-19,0.124285773777846,0,0,0,0,0
X600011.SH,0,0,0.124244612907198,0,0,0,0,0,-0.0532454495174674,0,0,-0.10904654228098,0,0,0.00152643217581721,0.00410421959782097,0,0,0,0.442214615299757,0,0,0,0,0,0,0,0,0,0,0.109783880861617,-0.0761479870753646,0,0,0,0,0,0,0,0,0,0,0,0,-0.0381282402747794,0,0,0.0231751065765971,0,0,0.0152978851901979,-0.00639483753099014,0.00202740096615228,0,0,0,0,0
X600585.SH,0,0.299450530974801,0,0,0,0,0,0,0,0.34087309121291,0,0,0,0,0.0296337382662151,0,0,0.105680352093262,0,0,0,0,0,0,0,0.211084619963768,0,0,0,0,-0.000664222422146628,-0.331769879841625,0,0,0,0,0,0,0,0,0,0,0,0.0369486717644721,0,0,0,0,0,-0.0163155646767782,-0.0419790210846498,0.0134838450191415,0,0,0,0,0,0
X600010.SH,0,0,0,0.0397703077897878,0,0.0404443071970844,0,0,0,1.73472347597681e-18,0,0,0,0.121063393450649,0.057215297101225,0,0,0,0,0,0,0,0,0,0,0.202207739727555,0,0,0.0835821545027201,0,-0.0154015890506192,0,0,0,0,0,0,0.0374055785196974,0.134486686454415,0,0,0,0,0,0,0,0,0,0,0,0.00142520424899014,-0.0068077173908674,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104096363634408,0,0,0,0,0,0,0,0,0.0708103622459046,0,0,0,0,0,0,0,0,0,0.326224091901016,0,0,0,0,0,0,0.181402740873018,0,0,0,0,0.0307747739342435,0,0,0,0,-0.00737584027390629,0.00140982101069882,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0624130448614778,0,0,0.0294477580017842,0,0,0,0,0,0,0,0,0,-0.0897008613883958,0.0780711543708016,0,0,0,0,0,0,0,0.0448467359213826,-0.0337869981474836,0,0,0,0.0709919401395608,0.045319988986192,0.257044650094272,0.025862815795516,-0.00145316321582538,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39624126646323,0,0,0,0,0,0,0,0,-0.0555326796235825,0,0,0,0,0,0,0,-0.0514896297283139,0,0,0,0,0,0.378681912593317,0,0,0,0,0,-0.0228211532128622,0,0,0,0.00434698586359415,0,-0.0840401568179322,-0.0311301436984884,0.00860450945960087,0,0,0,0,0,0
X600688.SH,0,0.41830407554593,0,0,0,0.0372124652631618,0,0,0.0242618103031562,0.0905793355809184,0,0,0,0,0,0.0408664090631294,0,0,0,0,0,0,0,0,0,0,0,0,0.0565584023742436,0,0,0,0,0.0569595871858424,0,0,0,0,0,0,0,0,0,0,-0.11134103766399,0,0.0380511233662311,0,0,-0.0492700433906739,-0.0183993174333258,0.00943120683923395,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.0908807064875823,0,0,0,-1.73472347597681e-18,0,0,0,0,0,-0.0471639372635787,0,0,0,0,0,0,0,0,0.831310296121468,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00617834956668537,0,0,0,0.0518318548538694,0,-0.014662939934792,0,0,0.0217077674696077,0,-0.103784761402546,-0.0184111689717226,0.0084389350537389,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.0428746241001857,0.00405778152559373,0,0,0,0,0,0,0.00960396357708026,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0139195281576815,0,0,0,0,0.0492300397257218,0,0,0,-0.00599408595142838,0,0,0,0.0417011949250588,0.0557639559819995,0,0,0.00937126547712632,-0.00104725718143501,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,-0.0476260393188502,0,0,-0.140387530703213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170982877250835,0,0,0,0,0.0336307117474614,0,0,0,0,0,0,0,0,0.131205941430296,0,0,0,0,0.0656783263317316,0,0.0530359494746877,0,0,0.0411489970538541,0.268157492654439,0,0.0243802549076844,-0.013930789396453,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.278181135409016,0,0,0,-0.126025205217152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721605637328671,0,0,0,0,0,0,0,0,0.011653807686189,0.0288433382723619,0,0,0,0,0.0611282423810589,0,0.00657230999498919,0,0,0,0,0,0
X600309.SH,0,0,0,-0.253123351076963,0,0,0,0,0,0,0,-0.0493802992974877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258275433762959,0,0,0.276894365796919,0,0.0503682729133249,0,0,0,0,-0.0371698904562709,0,0.0391225337638316,0,0,0,0,-0.0318315428027805,0.00167890071736556,0.21475123722618,0,0,0,0,0
X600660.SH,0,0,0.201402220435423,0,0.0983051452000541,0,0,0,0,0,0,0,0,0,0,0.223251474040244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.287025641244186,0,0,0,0,0,0,0,0,0,0,0,0.00344815253132627,0.0515777705659233,-0.0890809741045506,0,0.101751581123604,0,0,0.013735579685775,0,0,0,0,0,0,0
X600188.SH,0,0,0,-1.73472347597681e-18,0,0,0,0,0,-0.04008779861632,0,0,0,0,0,0.0135302631700755,0,0,0,0,0.0745916686269703,0,0,0,0,0,0,0,0.096917389189827,0,0,0,0,0,0,0.0405555372230676,0,0,0,0,0.619103357268842,0,0,0,0,0,0,-0.211250833447428,0.0205900985272758,0.0490537860099821,0.0188432721729641,-0.00669267948743374,0,0,0,0,0,0
X600886.SH,0,0.120196370560674,0.137423540980163,0,0,0,0,0,0,0.155373519847285,0,0,0,0,0.0251162900901045,0.165741450062809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.187997423870371,0,0,0,0,-0.0857475936167467,0,0,0,0,0,0,-0.0570228039928906,0,0,0,-3.46944695195361e-18,0.0180269591196737,-0.00433435940979398,0,0,0,0,0,0
