,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X601600.SH,X600795.SH,X601898.SH,X600010.SH,X601991.SH,X600886.SH,X600362.SH,X600188.SH,X600157.SH,X600027.SH,X600111.SH,X600688.SH,X600583.SH,X601992.SH,X600309.SH,X000709.SZ,X000898.SZ,X601158.SH,X600352.SH,X000792.SZ,X600021.SH,X600547.SH,X600808.SH,X600489.SH,X000539.SZ,X000629.SZ,X002353.SZ,X600660.SH,X600008.SH,X000027.SZ,X000831.SZ,X000060.SZ,X000825.SZ,X600863.SH,X600307.SH,X600219.SH,X600578.SH,X002470.SZ,X000630.SZ,X600549.SH,X600098.SH,X601699.SH,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.490995297172238,0,0,0,0,0,0,0,0,0,0,0,0.0506365340891882,0,0,0,0.0267306207895013,0,0.000632109296614097,0.180477695117179,0,0,0,0,0,0,0,0,0,0.114227744559326,0,0,0,0,0,0,0,0,0,0,0.0351291228841983,0,0,0,0,0,0,0,0,0,0.011323659113454,0,0,0,0,0,0
X600028.SH,0.53064279723437,0,0,0,0,-2.16840434497101e-19,0,0,0,0.00770193685608043,0,0,0,0.0875676367445189,0.0332017646538512,0,0,0,0.097752719484799,0,0,0,0,0.075944668127861,0,0,0,0,0,0,0,0,0,0,0.0289189962203483,0.0624397890532662,0,0,0,0,0,0.0120013887143609,-4.33680868994202e-19,0,0,0,0.0297211811282105,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0363499521953313,0.302401894706171,1.73472347597681e-18,0,0.292874352480922,0,0,0,0,0.119612122370244,0,0,0,0,0,0,0.0478423014209269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280535861983213,0,0,0,0,0,0,0,0,0,0,0.100121729417885,0,0,0.00669239868977015,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.212232533974736,0,0.14322451001627,0.0136056132712175,0,0,0,0,0.352858070262379,0,0,0,0,0,0,0.0838274090073783,0.0249964116924827,0,0,0,0,0,0,0,0,0,0,0.0159809476818718,0,0,0,0,0,0,0,0.0591460686844271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0.238094880941821,0.0379011170320757,0,0,0,0,0,0,0.0212913322867371,0,0,0,0,0,0,0.0814247118441574,0,0.118901419882419,0,0.045447255270067,0,0.0345035185277278,0.199199843621633,0,0,0,0.0495844854522784,4.33680868994202e-19,0,0,0.0341011885564135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0371365224432309,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.00692930402291757,0,0,0,0,0,0,0,0.31512754117458,0,0.138291588672219,0,0.0354492427608858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769540467437173,0,0,0,0,0,0.130058588682437,0.0604688040709166,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.0441083367508422,0.123142954841304,0,0,0,0,0.204223853549857,0,0,0,0,0,0,0,0,0,0.0283414866055146,0,0,0,0,0.271322419852855,0,0,0.0130899902179193,0,0,0,0,0,0,0.0422586189212316,0,0,0,0,0,0.198839445907124,0,0,-0.0198379070343389,0,0,0,0,0,0,0
X600795.SH,0.0485751841984493,0,0,0.0478799225061124,0,0,0.187615267021289,0,0,0.0145744293620061,0.228302950737658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470421204182661,0.00354978843441425,0.134556019170903,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0848704588324208,0.111562022793644,0,0.0132724388475484,0,0,0,0,0,0,0,0,0.00313502565338243,0,0,0,0,0,0,0
X601898.SH,0,0,0.0633331445639308,0,0.099934766538959,0,0.163358948231686,0.0525495440568937,0,0.0662472587500833,0,1.73472347597681e-18,0,0.0526923180266019,0,0.0402266574636554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356683848526271,0,0,0,0.130944909950573,0.0270876178348846,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0.461208994945739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0263164062073062,0.0310826317907555,0,0,-0.136622408114309,0,-0.0665203210567244,0.136823116677884,0.0788153968211368,0,0,0,0,0.0547668880799123,0,0.161856355798969,0.05268173161737,0,0,0,0,0,0,0,0,0,0,0,0.162410506405961,0,-0.010208397190982,0.0840187137360233,-0.188669399236547,0,0,0,0,0
X601991.SH,0,0,0,0,0,0.0594893061988305,0,0,0,-0.0501537775889409,0,0.126584309894919,-0.0593445092965501,0,0,0.34602306225352,0,0,0.122191919071929,0,0,0,0,0,-0.0794861007933123,0,0.185851262813799,0,0,0,0,0,0,0,0,0.0149290903974497,0,0,0,0,0,0.229414792166768,0,0,0,0,0,0.0626109601622138,0.0854347502512796,0,0,0,0,0,0,0,0,0
X600886.SH,0.237383879868522,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.403906527106357,0,0,0,0,0,0,0,0,0,0,0,0.158115402516966,0,0,-0.0125507416253908,0,0,0,0,0,0,0,0,0,0.10034773797095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0216699217204668,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.116803237349322,0,0,0.000573247550917119,0,0,0,0.0618994426779252,0,0,0,0,0,0,0,1.73472347597681e-18,0.0698136672510268,0,0,0,0,0,0.00673114802378337,0,0,0,0,0,0.100610794119597,0,0,0.0414036176268051,0,0,0,0,0.0596431636667788,0,0,0.0551692492033728,0,0,0,0,0,0,0,0,0,0,0,0
