,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X601898.SH,X600011.SH,X000792.SZ,X600019.SH,X000301.SZ,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X600886.SH,X600795.SH,X600547.SH,X000877.SZ,X601600.SH,X601991.SH,X002271.SZ,X600027.SH,X600803.SH,X600426.SH,X000983.SZ,X600362.SH,X600176.SH,X601699.SH,X600348.SH,X000408.SZ,X600985.SH,X600096.SH,X000629.SZ,X000723.SZ,X000786.SZ,X600160.SH,X600995.SH,X600141.SH,X600157.SH,X600219.SH,X600489.SH,X600378.SH,X000933.SZ,X002353.SZ,X600801.SH,X002080.SZ,X300073.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.824241409031135,0,0,0,0,0,0.0551337532956719,0,0,0,0,0,-0.0162023136299174,0,0,0,0,0,0,0.115772293115919,0,0,0,0,0,0,0,0,0.104787664808979,0,0,0,0,0,0,0,0,-0.0675151860703737,0,0,0,0,0,0.00232678169053011,0.0576649586485259,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0271333827136284,0.44581440858628,0.0816627840325071,0,0,0.0983766450684224,0,0,0,0,-0.147852377089086,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227580428962216,0,0,0,0,0,0,0,-0.129352266995507,0,0,0.0881766013889932,-0.0912159603899182,0,0,0,0,0,0,0,0,0,0,0,0,-0.0318938518158825,0,0,0,0,0,0
X600028.SH,0.409089125793083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729658291653586,0,0,0,0.0441358879010982,0,0,0,0,0,0,0.00958257853277797,0,0,0,0,0,0,0,0,0.0789218047978677,0,0.0828381493245957,0,0,0,0,0,0,0,0,0.00444514223513043,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505891336549342,0.0755210816997686,0,0,0,0,0.0574222498036301,0,-0.0285793529255294,0,0.0891537905091788,0,-0.0234411627900294,0,0.0954616485781691,0.0921494255124955,0.0202366705600627,0,0,0,0,0,0,0,0,0,0,0.0973491976633721,0,0.00584567522936244,0,0,0,0,0,0
X600188.SH,0,0.434001692573445,0,0,0,0,0,0,0.191727577903424,0,0,0,0,0,0,0,0,0,0,0,-0.0174711007645784,0,0,0,0.092200071126704,0,0,0.127797284330838,0,-0.177187178792269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0884647775960623,0,0,0,0,0.0798112867781804,-0.0721286683020079,0.00829450037381869,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.844578124824127,0,0,0,0,0,0.0829306423843064,0,0,0,0,0,0,0,0,0,0,0,-0.0626578471677897,0.133637779507275,0,0,0,0,0,0,0.211798141643345,0,0,0,0,0,0,0,0.103671283603419,0,0,0,0,-0.116203979118665,0.0607861508270087,0,0.00257434036764649,0,0,0.049673928899085,-0.00737165986751336,0,0,0,-0.128763094155843,0,0
X002460.SZ,0,0,0,0,0,0.383205377461259,0,-0.0523437464939855,0,0,0,0,0.0105669663180435,0,0,0,0,0,0,0,0,0,0,0,0,-0.135504025213878,0,0,0,0,0.0581035763174452,0,0,0,0,0.0800768518990527,0,0,0,-0.0246243081419559,0,0,0,0,0,0.0904734793223098,0.067415581663576,0,0.0332768021014316,0.137873114777228,0,0.150630083450778,-0.0739844800062059,0,0,0,0,0,0
X600585.SH,0,0,0,0.0303919992597504,0,0,0,0,0,0.0944599568096914,0,0,-0.0276131519410644,0,0,0,0,0,0.10915429613067,0,0,0,0,0.066440400484108,0.0103968060766616,0,0,0,0,0,0,0,0,0,0,0.00903086053922671,0,0.0467063755950581,0,-0.0229109075419992,0,0,0,0,0,0.0354157641982655,0,0.341555980414654,0,0,0,0.0347108524744603,0.0221746204128007,0,0,0,0,0,0
X601898.SH,0.164986740079091,0,0,0,0.0145490967661377,0.0768906719487068,0,0,0,0.0236528200547639,0,0,0,0,0,0,0,0,0,0,0,0.14816781925285,0,-0.031199300744477,0,0.0129279599727344,0,0.277471832740733,0,0,0.0081005171131811,0,0,0.072692298191927,0,0,0,0,0,0,0,0,0,0,0,0,0.0716078072296662,0,0,0,0,0.00847913148432734,-0.0114313325669696,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0.183226668022345,0,0,0,0,0,0.546489399248643,0.0531803230247027,0,0,0,0,0,0,0,0,0,0.0436928028702184,0,0,0,-0.194816580846492,0,0.120835915228049,0,0,0,0,0,0,0,-0.355709215528557,0,0,-0.0321925751636819,0,0,0,0,0,0
