,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X600309.SH,X601898.SH,X600688.SH,X600795.SH,X601992.SH,X601600.SH,X300072.SZ,X600660.SH,X601991.SH,X600188.SH,X600362.SH,X002466.SZ,X600547.SH,X600886.SH,X600027.SH,X000709.SZ,X600157.SH,X600111.SH,X000898.SZ,X000959.SZ,X600339.SH,X600489.SH,X601158.SH,X002460.SZ,X000723.SZ,X002271.SZ,X000883.SZ,X600299.SH,X600176.SH,X600008.SH,X600219.SH,X600352.SH,X000630.SZ,X000792.SZ,X600578.SH,X000408.SZ,X000786.SZ,X000539.SZ,X000983.SZ,X600583.SH,X600808.SH,X002092.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.00503847144513185,0.253501521654326,0,0,0.000837526178952037,-0.0229292325927354,0,0,-0.0451600590530517,0,0,0,0,0,0,0,-0.0432074042919497,0,0,0,0,0,0,0,0,0.0220877876975711,0,0,0,0,0,0,-0.0269226612942302,0,0,0,0,-0.043894328242272,0,-0.0198652318921859,0.0244344534933262,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.018816924737375,0,0,0.0303041020121804,0,0.121985685997311,0,0,0,0,0,-0.0679277719923353,-3.46944695195361e-18,0,0.00899572289176937,-0.142790836032751,0,0,0,0,0,0,0,-0.0375609207412848,-0.0739470306584917,0,0,-0.0559783759596519,0.0258853409819635,0,0,0,0.0238770915572711,0,0,0,0,0,0,-0.0211078104037775,0,0,0,0,0,0,-0.0113270164960643,0.037153871250276,-0.153249639014531,0,0,0,0,0
X601088.SH,0,0,0,0.00462770141734773,0,0,0,0,0,0,0,0,0.0214701381753153,0,0,0,0,0.0224803700394949,0,0.0249616082317137,0,0,-0.0279330963870899,0,0,0.0481177845298683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0346257117002759,0,0,0,0,0,-0.0137816027510946,0.00374008963821353,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0889599882108793,0.0836245975583238,0,0,0.0523541854618007,0.0474473325276926,0,0,0,0,0,0,0,0.395076207181845,-0.0463875024160646,0.0950922471965645,0,0,0,0,0.114365662177974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270722829027417,0,0,-0.0123887898211541,0.0271031824585537,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312397187425534,0,-0.00355944548018526,0,0.0306591985611482,0,0.08748100309871,0,0,0,0,0,0,0,0,0,0,0,0.202363046222128,0,0,0,0,0,0,0,0,0,0.161625141605727,-0.0524166563229775,0,0.135774455670061,0,0,-0.196689785907832,0,-0.000748954191161215,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156327862272959,0,0,0,0,0,0.328216481499719,0.0738594263354603,0,0,0,0.00130497335929255,0.0340687901754438,0,0,0.0945454030333226,0,0,0,0,0,0,0,0,0,0,0,-0.0258673165113389,0,0,-0.081073214824295,0,0,0,0,0.00614359457323431,0.0380395812687277,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0867399532299837,0.0103340203922144,-0.0744774964879434,0,0,0,0,0,0,0,0.013396240221734,0,0.050266056082355,0.139886872219531,0,0,0,0,0,0,0,0,0,0,0.111120431990801,0,0,0.0510821010842456,0,-0.0933864371691555,0,0,0,0.0245080066766709,0.0224813453370284,0,0,0,-0.00551441417711933,-0.0285254307947637,0,0,0,-0.120523518431869,0,0
X600309.SH,0,0,0,0,0.0432102229188543,0,0,0,0,0,0.210925793364926,-0.0589865118499478,-0.199185913192304,0.2099525371585,0.166491519850139,0,0.336285934832014,0,0,0,-6.93889390390723e-18,0,0.0495043982537782,0,0,0,0,-0.0720130993938785,0,0,0,0,0,0,0,0,0.0700510063213689,0,0,0,0,0,0,0,0.0295265835389284,0.0521912766319727,-0.0659482104822057,0,0,0,-0.0126999359178779,-0.0325915797193389,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151829572269255,0,0,0,0,0.043515809757085,0.0152715155051958,0,0,0,0,0.0353484363252624,0,0,0.0305865740995193,0.228860480650291,0.136731113318888,0,0,0,-0.00570044788835124,0.0173126404460924,0,0,0,0,0,0
X600688.SH,0,0.228584180463369,-0.0517831797586618,0,0.120158254690409,0,0,0.0297478170236291,0,0,0,0,0,-0.0200670399364981,0,-0.0222414923037285,-0.0645207653638826,0,0,-0.026719545054699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00551904090212703,0,0,0,0,0,0,0,0,0,-0.00353424759455646,-0.0412111701176937,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0322937389855767,0,0,0,0.00282804976338265,0,0,0,0.0639551688212747,0,0.0583023502178444,0.0827000357196492,0,0,0,0,-0.0270128717008839,0,0,0,0,-0.00615426669854621,0,0,0,0,0,0,0,0,0.00521357920349699,-0.0450103206661415,0,0.141579887418362,0.00793399748448684,0,0,0,0,-0.0116498470321437,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.074643995110213,0,0,0,0,-0.186898651806772,0,0,0,0.579153642626365,0,0,0,0.237093778194715,0,0,0,0,0,0,0,0,0,0.34117471581939,0,0,0,0,0,0,0,0,0,0.270541075492534,0,0,0,-0.0377275991800393,0,0,0,0,0,0,0
X601600.SH,0.328679759791019,0,0,0.0322867721345791,0,0,0.142875870210423,0,0,0,0,0.00413439875530468,0,0,0.0091859168507277,0,0,0.0893992812521769,0.045970826282351,0,0,0.229540445527785,0.0378595828349434,0,0,0.068681960472952,0.00375621389341134,0.137830155973601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130580669510264,0.0284640092714979,0,0,0,-0.0157006348933854,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,-0.434392881299179,-0.329275087561179,0,0.698478679975196,0,0,0,0,0,0,0.11344935415268,0.0371207118250344,0,0,0,-0.310581105825559,0,0,0,0,0,0,-0.0774829422538715,0,-0.493332652705542,0,-0.0438591124957311,0,0,0,0,0,0.225489474842842,0,0,0,0,0,-0.145332569919497,-0.0664808837832112,0,0,-0.0689827431903587,0,0,0,-0.0860795496218534,0.143743933481499,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.120102905331256,0,0,0,0,0,0,0,0,0.00859204147403093,0,0,0,0,0,0,0,0,-0.0668697533452841,0,0,0,0,0,0,0,0,0,0.154575304623097,0,0,0.0201192183443759,0,0,0,0,0,0,0.296534062112079,0,0,0,0,0,0,0.0141357156663541,0.0176667047203711,-0.00743306317531343,0,0,0,-0.0553613240239285,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521092977039713,0,0,0.0167758324262459,0.0343829739671153,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.00864031147646532,0,0,0.312032801729943,0,0,0,0,-0.0146101965026016,-0.0440730716095374,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.020740586368839,0,0,0,0,-0.0538107977631999,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,-0.280103846210203,0,0,0,0,0,0,0,0.131063924523576,0.277018720672149,0,0,0,0,0,0,0,0,0.112964713348631,0,0,0,0,-0.0544240456936822,-0.00607951371715947,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125678384656383,0,0,0.0392803811506953,0,0,0,0,0,0.104451769630092,0.0639462244515662,0.0445853179234804,0,0,0,0,0,0,0,0,0,0.0341008795509237,0,0,0,0,0,0,0,0,0.281699718094228,0,0,0,0,0.00146051856232711,-0.0397215621296961,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010657876691463,-0.0663911041479532,0,0,0.428958984269598,0,-0.0661587655219774,0,0,0,0,0,0,0,0,0,0,0.153627823243886,0,0.290112136873391,0,0,0,0,0,-1.73472347597681e-18,-0.0491394475743884,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.368548577365165,0,0,0,0,0,-0.0295885288606878,0,0,-0.0959086515306189,0,0,0,0,0,0,0,-0.0769061123170134,0,0,0,0,0.0651756127796298,0,0,0.0092162662018814,0,0,0,0.43283057279612,0,0.153915070992416,0,0,0,0,0,0.189874325372647,0.157103920349748,0,0,-0.790567726436318,0,0.166849741288607,0,-0.0426882368445697,0.0317286264946313,0,0,0,0.132368938077793,0,0
X600886.SH,0,0,0,0,0.201077680885079,0,0,-0.0145341637004303,0,0,0,-0.0821858936918339,0,0,0.107515907795527,0.109739010570397,0,0,0,0,0,0.00700394234933407,0.112830773319132,0,0,0,-0.0471908434856567,0,0,0,0,0,0,0,0,-0.00668997309023592,0.0516723190071439,0,0,0,0,0.0516473400396432,0,-0.108498001518017,0.0336178419073531,0,0,0,8.67361737988404e-19,0,0.00613793387795084,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.19045268401389,0,0,0,0,0,0.0201757331679296,0.457220790758053,0,0,0.0657540715903164,0,0,-0.0426315292048836,0,0,0,0.00351145680447474,0,0,0,0,0,0,0,-0.144724147965317,0,0,0,0,0,0.0296420995373873,0,0,0,0,0,0,0,0,0,0.0603347909721581,0,0,0,-0.0138268484463124,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.145428188105925,0,0,0,0.148049000389864,0,0,0,0,0,0,0,0,0,0.572591488058552,0,0,0,0,0,-0.0950761303276692,0,0,0,0.218087291166959,0,0,0,0.0379708779085933,0.235611885275255,0,0.199602935484796,0.310433244782259,0,0,0,0,0,-0.00686836849796328,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0.0340605443313288,0,-0.0163932098942295,0,0.0498378154554097,0,0,0,0,0,0,0.00399235689102215,0,0.0419917572873362,0,0,0,0.0977326557943307,0,0.0172760564950043,0,0,0,0,0,0,0,0,0,0,0,0,0.00660946897414252,0.0463495337157135,0.0618801065817874,0.0500532939921455,0,0,0,-0.0110816480315149,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0698044266115732,0.0497541281148853,0,0.0108969987121426,0,0,0,0,0,0,0,0,0,0.0968416337004736,0,0,0.341543497450368,0,0.151448554737224,-0.0685097444899957,0,0,0,0.0779765664043837,0,0,0,0,0,0,0,0,0,0.128027611746588,0,0.00777580468737471,0,0,-0.00542194039712835,-0.00565602725533606,0,0,0,0,0,0
X000898.SZ,0,0,0,0.552870074849576,0,0,0,-0.0085938809380666,0,0,0,0.0194210932744586,0,0,0,0,0,0.158507190373207,0,0,0,0,0,0,0,0,0.114433038417242,0.102985463251469,0,0,0.0327460557189717,0,0,0,0,0,0,0,0,0,0,0,0.0524369714619208,-0.111997146244173,0,0.0393031293714804,0,0,0,0,-0.00932233881832731,0.00636838601565073,0,0,0,0,0,0
X000959.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0264667268346164,0,0,0,0.122563960138902,0,0,0,0,0,0,-0.0201870705766332,0,0,0.369454890518378,0,0,-0.235041276937342,0,0.0577217790301286,0,0,0,0,0.236941895167036,0,0,0,0,0,0,-0.0884936527220006,0.435560630274319,0,0,0,0.0721745069788833,0,0,0.00681953270296644,-0.153195707690297,0,0,0,0,0,0
X600339.SH,0,-0.548646199563155,0,0,0,0,0,0.220960501732977,0,0,0,0,0,0,0,-0.0966046176576884,0,0,0.0906773589034581,0,0,0,0,0,0,0,-0.0616516164949936,0,2.16840434497101e-19,0,0,0,-0.0646854684779136,0,0,0,0.172158891440959,0,0,0,0,0,0.2392340168865,0,0,0.0699003658482207,0.498496920814784,0,0,0,-0.00690363459188173,0.0576342811117608,0,0,0,0.357963061407062,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0803171734804463,0,0.0452032362927825,0,-0.0199224273854351,0.0478520099729862,0,0,0.0365392665368358,0,0,0,0.0796162909445451,0,0,0,0,0,0,0.0759903369441659,0,0,0,0.11895073516521,0,0.195034338668043,0.112078905104794,0,-0.0246598211400682,-0.00507787295089844,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0.00403979008857942,0,0,0,0,0,0,0,0.0888317291566602,0,0,0,0,0,0.0643348886974689,0,0,0,0.0692774416408535,0,0,0,0.0548392207420773,0,0,0,0,0.0467400896209601,0,0.131045439341092,0,0,-0.107952048516283,0,0,0,0.0524934983569994,0,0,0.0172272730395968,0,0,-0.00316255487499295,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0517176055630459,0,0,-0.0841077220048224,0,0,0,0.739739976459632,0,0,0,0,0,0,0,0,0.25632311178835,0,0,0,0,0,0,0,0,0.0224398994514666,0,0,0,0,0.0483796855501045,0,-0.116647737775427,0,0,-0.132613612716575,0,0,0,-0.0156579918662265,0.0148841069668495,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0.0165926730643427,0,0,0,0,0,0,0,0,0,0.00251383116788715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00498847536661703,0,0.0255883053668388,0,0,0,0,0,0,0,0,0,0.0219674663441279,0,0,0,0,0,0,0.0699605614239304,0.0105834225601597,2.71050543121376e-20,0,0,0,0,0,0
X002271.SZ,0,0.0396767716642853,0,0.0764383933440162,0.267496286146399,-0.127114043775323,0,0.0178453750315681,0,0,0,-0.0164513053885775,0,0,0.36067778587439,0,0,0,-0.0553746527522626,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105322386327208,0,0,0,0,0,0,0,0.187725626585387,-0.116269119186605,-0.295301381614743,0,0.0383889445002521,0,0,0,-0.0330121703200643,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729641708425627,0,0,0.049866680580914,0,0,0,0.0457872087427745,0,0,0,0,0.0417136388710382,0.026406017763791,0,0.0368872281344717,0,0,0,0,0,0,0,0,0,0,0.0543832504059614,0,0,0,0.0222581167713876,0,0,0.0711168535186054,0,-0.0168030894638262,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,-0.0724680547857591,0,0,0,-0.00964011038605781,0,0,0,0.0177275029583828,0,0,0,0.125731597334982,0,0,0,0,0,0,-0.0510217159357449,0,0.203771871085594,0,-0.0309394337546725,0,0,0,0,0,0,0,0,0,0,0,0.146374787797647,5.12838419754098e-05,0,0,0,0,0,0,-0.0327220010882381,0.0180652492175138,0.0182465391686026,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0.371420263130007,0,0,0,0.0390253428634216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0661990038994898,0,0,0,0.119980161798324,0,0.0538718391758553,0,0,0,0,0,0,0,0,0.0309046089846149,0,0.111063432491184,0,-0.0337135148593786,0,0,0.0681521618943528,0,0.0274188578888498,0.0212608195209428,0,0,0,0,0,0
X600008.SH,0,0,0,0,0,-0.0232886111886921,0,0,0,0,0,0.711618979910081,-0.0619139325400555,0.0587475662077764,0,0,-0.430832160114327,0,0,0,0,0,0.0587898122821786,0,0,0,0,0,0,0,0.151916799910194,0,0,0,0,0,0,0,0,0,0,0.556030101424182,0.43833054780448,0.0596099360209614,0,0,0,0,0,0,-0.0254351545479203,0.0394677522056082,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0602159419087423,-0.0364631074343562,0,-0.00755242921707665,0,0,0,0,0,0,-0.0045912396459603,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00781536115828993,0,0.155313620028034,0,0,0,0,-0.0212547720066029,0.0232147083072533,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0217978746231718,0,0,0,0,0,0,0,0.0528277822602568,0,-0.0195148753442105,0,0,0.10232270214763,0,0.0910419651326477,0,0,0,0,0,-0.00410687712668012,0,0,0,0,0.00693232558109168,0,0,0,0,0.0448926817314033,0,1.73472347597681e-18,0,-0.00810255161780475,0,0,0,0,0,0,0
X000630.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111188210850294,0,0,0.0392159689709388,0,0,0,0.012892701925468,0,0,0,0,0.0473965166025205,0,0,0.0104088163673632,0,0,0,0,0,0,0,0,0,0,0,0.0623548433423045,0.00315942575853691,0.0797643817842275,0.170631964521468,0,0.081197302964018,0.0593454151711409,0,-0.00479103749389879,-0.0291881230416955,0,0,0,0,0,0
