,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X601898.SH,X600011.SH,X600019.SH,X600547.SH,X601600.SH,X600585.SH,X600660.SH,X600886.SH,X600795.SH,X000792.SZ,X600362.SH,X002466.SZ,X002460.SZ,X000708.SZ,X600010.SH,X600111.SH,X600027.SH,X000301.SZ,X600489.SH,X601699.SH,X600803.SH,X600160.SH,X000877.SZ,X000983.SZ,X601991.SH,X600426.SH,X000408.SZ,X000630.SZ,X000807.SZ,X000786.SZ,X000933.SZ,X601168.SH,X600985.SH,X600612.SH,X600176.SH,X600219.SH,X002128.SZ,X002271.SZ,X000932.SZ,X000883.SZ,X600096.SH,X000027.SZ,X600348.SH,X002353.SZ,X600295.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.278612112225854,0,0.0985988612773735,0.0414136877346475,0.0364467359574582,0,0,0.0135217223737845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317344807639446,0,0,0,0.0235509612468797,0,0,0,0,0,0,0,0,0.0855131998124136,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320307725407426,0,0.0528013296347229,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0720150407709244,0.0398773241853609,0,0.0899580691312613,0,0,0,0,0,0,0,-0.0633173831622949,0,0,0,0,0.0723852614566125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117583149523669,0.0447585287183323,0,0,0,0,-0.0652620166759849,0.0903276213955473,0,0,0,0,0,0,0,0.01744986714522,0,0,0,0,0,0,0
X601088.SH,0.00314471746946677,0,0,0,0.141857413552787,0,0.254531727236592,0,0,0,0,0,0,0,0,0,0,-0.0308377573813766,0,0,0,0,0,0,0,0,0,0,0.0991732758749236,0,0,0,0,0,0,0,0,0.0653065599717521,0,0,0,0,0,0,0,0,0,0,0.0560313184384424,0.119485238507043,0,0,-0.0263821919544964,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00373547037258915,0,0,0,0,0,0,0,0,0,0.307536440968557,0,0,0,0.137773466045331,0,0,0.0511146455367555,0.0843130791268629,0,0,0,-0.147533539361761,0.0459615758178926,0,0,0,0,0,0,0,0,0.0990018287126814,0,0,0,-0.0293924121675965,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.159670107803446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0829115225137427,0.350136188443108,0,0,0,0.121133979532045,0,0,0,0.00429981785933775,0,0,0,0,0,0,0,0,0.173073308602506,0,0.0129038168166827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.567681950536061,0,-0.0195598044834541,0,0.288521888974736,0,0,0,0,0,0,-0.122538151871642,0,0,0,0,0,0,0.465457218412725,0,0,0,0,0,0,0,0,0,0,0,0,0.203761074927427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161273564517513,0,0,0,0,0,0
X600011.SH,0.0221994546335059,0,0,0,0,0.153378209507403,0,0,0,0,0,0,0,0.151460106017143,0,0,0,-0.00456794760887326,0,0,0,0.224413383172625,0,0,0,0,0,0,0,0.204060647613743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0175191835375278,0,0,0,0,0,0
X600019.SH,0,0.0472338554609431,0,0,0.0693425256006465,0,0,0,0,0,0,0,0,0.0350005336404271,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0183743540375815,0,0,0,0,0,0,0,0,0,0,0,0,0.0796832411509305,0,0,0,0,0,0,0.0962576856467229,0,0,0,0,-0.0976023726083241,0.0879349595904344,0,0,0.00196416743428247,0,0,0,0,0,0
X600547.SH,0,0,0,0,-0.293444042989413,-0.0384718262874784,0,0,0,0,0,0,0,0,0,0,-0.0101008061569723,-0.0516106276743277,0,0,0,0,0,0.864515000460362,0,0,0,0,0,0,0,0,0,0,0,0.134855077888095,0,0,0,0,0,0,-0.0389308599388992,0,0,0,0,0,0,0,-0.000227339135831955,0,0,-0.0641913727122935,0,0,0,0,0
X601600.SH,0.323986631774273,0,0,0,0,0,0,0,-0.0154083824220655,0,0,0,0,0,0,0,0,0,0,0,0,0.11224136551091,0,0,0,0,0.0891203058966885,0,0,0,0.0320286181780295,0,0,0.179593844373278,0,0,0.130949261203632,0,0.186983100067564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00321259952746582,0.0896565722757613,0,0,0,0,0
