,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600547.SH,X600188.SH,X601600.SH,X600795.SH,X600362.SH,X600489.SH,X601991.SH,X600111.SH,X600157.SH,X600027.SH,X600886.SH,X002466.SZ,X601992.SH,X600623.SH,X600299.SH,X000792.SZ,X600309.SH,X600660.SH,X300072.SZ,X600549.SH,X000723.SZ,X600583.SH,X601158.SH,X600352.SH,X000883.SZ,X000709.SZ,X002075.SZ,X000898.SZ,X000983.SZ,X002460.SZ,X600176.SH,X000539.SZ,X000027.SZ,X002470.SZ,X000060.SZ,X000630.SZ,X002407.SZ,X600021.SH,X000012.SZ,X600612.SH,X600219.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0273219753837994,0,0,0,0,0,0,0,0.0807853909009896,0,0,0,0.0104129165890076,0,0,0,0,0.0550830744445721,0,0.0459536227887511,-0.0371354094987491,0,0,0,0,0.0399817646038939,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0807995860383627,0,0,0,0,0,0,0,0,0.0080086953502848,0.0238393327149888,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.191523412889421,-0.0339730568170587,0,0,0,0,0,0,0,0,0,0,0,0,0.00765390792673196,0,-1.0842021724855e-19,0.115018001082016,0,0.0127023672576197,0,0,0,0,0,0,0,7.92572943061778e-06,0,0,0,0,0,0,0.00954943073133771,0,0,0,0,0,0,0,0,0,0.0325691067637086,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.137284154628475,0,-0.0308717737967072,0.0919854813547192,0,0,0,0,0,0.00872565966339925,0,0,0,0,0,0,0,0.0760387596860731,0,0,0,0,0.0315979618954555,0,0,0.0496928086355152,0,0,0.0255509134955507,0,0,0,0,0,0,0,0,0,-0.0277596375868569,0,0,0,0,0,-0.00347255842942979,0.0435858227834172,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0940461480115665,0.133479677876625,0,0.128316453002252,0.106481518585556,0,0,0,0,0,-0.0889762632302702,0,0,0,0,0,0.0267947680734085,0,-8.67361737988404e-19,0,0.0331472550820997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0445542917463091,0,0,0,0,0,0,0,0,0.160318720817009,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0851987019206098,0,0,0,0.0193478116355669,0,0.0531201447894029,0,0,0,0,0.387152438960504,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0388166687008178,0,0,0,0,0,0,0,0,0,0,0,0,0.0571523940138009,0,0,0,0,0,0.0803170620734499,0,0,-0.009030193453829,-0.0104279825389713,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.068731991279659,0,0,0,0,0,0.0799700024090034,0,0,0,-0.116522570752359,0,0,0.0617730985031466,0,0,0.181571956070909,0,0.151226265780897,0,0,0,0,0,0,0,0,0,0.0742786791102286,-0.00839775089224295,0,0,0,0,0,0,0,0.170644109843926,0,0,0,-0.10076849466627,0,0,0,0,0.0433710074430727,0,0
X600019.SH,0,0,0,0,0.0432644267809399,0,0,0,0,-0.0462922091963774,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.130544874422095,0,0,0,0,0.077374724897898,0.0657496186226107,0,0,0.0870436345248812,0.0471424423488927,0,0,0.0135937278936704,0.0274546968526558,0,0,0,0,0.0452299043954768,0,0,0,-0.0526204882182364,0,0,0,0,0,0,0.0433772673685706,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0135872748758711,0,0,0,0,0,0,0,0,0.347188217094993,0,0,0.0161783173507169,0.101338949077976,0.0332964702718162,0,0.000985091226823262,0,0,0,0.0560389447089473,0,0,0,0,0,0,0.0304327064921217,0,0.10754058403059,4.33680868994202e-19,0,0,0,0.0634554474337121,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,-0.031166413350267,0.0948677309484623,0,0,0,0,0,0,0,0,0,0.126163613624796,0,0,0.246788540605715,0.0108318397140423,0,0,0.181383634305696,0.0425188022991837,0,0,0,0.0382371907588755,0,0,0.168508965864116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52971112481963,0,0,0,0,0,0,0.160189058052278,0,-0.0168821853638017,-1.73472347597681e-18,0.0393327016052658,0,0,0.0911558344968184,0,0,0,0,0,0,0,-0.0134713179735408,0,0.022952808964191,-0.0473569784082487,0,0,0,0,0,0,0,0,0,0.0322180490003116,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,1.73472347597681e-18,0.122318252663284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148751660397267,0.00163592298696722,0,0,0,0,0,-0.0216214872878842,0,0,0,0,0,0.0856564957594346,0,0.438697667658509,-0.166765899317889,0,0,0,0,0.271697409720927,0,0.187645211167824,0,0,0,0,0,0.0214462496374014,0.000222614874280409,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0183908967973893,0,0,0,0,0,0,0,0.0361447756532204,0.0450563648010166,0,0,0,0,0.108116480972513,0,0,0,0,0,0.0480178906999815,0.000981432611451066,0,0,0,0,0,0.0384482227280704,0,0,0,0,0,0,0,0.386414133811158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.110507232755899,0,0,0.0254381768224854,0,0.0339691905956986,0.0108039091242418,0,0,0,0,0.0290489559544243,0.0586505935208064,0,0,0,0,0,0.018442876825872,0,0,0,0.0170013368572195,0,0,0,0,0,0,0,0,0,0,0,0.0367649593351212,0,0,0,0,0,0,0,0,0,0,0,-0.0152105264852656,0.062115799808037,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0.0411192187175157,0,0,0,0.0498632079687359,0,0.0569415385959371,0,0,0,0,0,0,0,0,0,0,0,0.0298658308922716,0,0,0,0,0,0,0,0,0.195905282437619,0,0,0,0,0,0,0.284167994145721,-0.0387641151824428,-0.0100982026717097,0,0,0,0,0.030728952652509,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0.630658520396028,0,0,0,0,0,0,0,0,0,0,-0.0940927632939553,0,0,0,0,0,0,0,-0.0670989919267955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106703175160672,0,0,0.0898034579663532,0,0,0,0.113239690147491,-0.241778819011426,0,0,0.0452232306381949,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0334625743243951,-0.0133786327367681,0,0,0,0,0,0,0,0.0409680890740481,0,0,0,0,-0.00670530688605653,0.147132813093709,0,0,0,0.071306318777216,0,0,0,0,0,0,0,0.0171688398568475,0,0.0546245091603452,0,0.000747535289468113,0.00322734237205216,0.117119788535929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.576881813107324,0,0,0,0,0.0649449728334484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272035551169481,0,0,0,0.192508270415858,0,0,0,0.100064227955946,0,0,-0.0233800320610967,0,0,0.0563087298754948,0,0,-0.207683823541913,0,0.1188186363409,0,-0.0989601515847793,0,0.0360336392840945,0,0,0,-0.0506513243540695,-0.0578913372761918,0,0,0,0,0,0
