,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600362.SH,X600157.SH,X601992.SH,X600111.SH,X600299.SH,X600188.SH,X601158.SH,X600623.SH,X002466.SZ,X600583.SH,X000027.SZ,X600160.SH,X600352.SH,X000539.SZ,X600309.SH,X000792.SZ,X600660.SH,X000709.SZ,X000630.SZ,X000898.SZ,X600098.SH,X000060.SZ,X000883.SZ,X000629.SZ,X600021.SH,X002470.SZ,X600547.SH,X600489.SH,X002004.SZ,X600578.SH,X600863.SH,X600022.SH,X600315.SH,X300072.SZ,X601918.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.148434468466672,0,0,0,0,0,0.125910195583794,0,0.139074161438462,0.0550755089734799,0,0,0.0619945919922446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114252088084272,0,0.0425041611587012,0,0,0,0,0
X600028.SH,0.27503559803102,0,0,0,0,0,0.0584974886315237,0,0,0,0,0,0,0,0,0,0,0,0,0.0339765183585483,0,0,0.00315081770848043,0.198077158692974,0,0,0,0,0,0,0,0,0,0,0,0.0206468938348763,0,0.0508627030220759,0,0,0,0,0,0,0,0,0,0,0,0,0.0189340220756759,-0.00871627394659368,0.0256533433297117,0,0,0,0,0
X601088.SH,0.217469187952416,0,0,0,0,0,0.100609955428629,0.0788089336526088,0,0,0,0,0,0,0,0.0952697885389676,0.015231983170532,0,0,0.029759290913074,0,0,0,0.0117347617607745,0,0,0,0,0,0.0122253244293843,0,0.129728017957831,0,0,0,0.0483544525364478,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,-0.0221241346009294,0.012671618479925,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.00222973928110761,0,0,0,0,0,0.033339865883148,0,0,0,0,0,0.191341016416867,0,0,0,0,0,-1.0842021724855e-19,0,0,0.147826575246714,0.0384928738749196,0,6.93889390390723e-18,0,0,0.0585573225285945,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,-0.0155674117039938,0.0197401413310837,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00569639657636516,0.0584978931081662,0,0.0226556674312045,0.399329290386305,0,0.0665655176360204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0892905536058166,0,0.141471727120351,0,0,0,0,0.013822118834773,0,0,0,0,0,0,0,-0.00174331997751729,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0517316607630768,0,0,0.167821705959518,0,0,0,0,0,0,0,0,0.0285348766750865,0.0592995810524382,0,0,0,0,0.0533328949436273,0,0,0,0.037740414641832,0,0,0,0,0,0.127854481408774,0,0,0,0.14350972626842,0,0,0,0,0,0.0129045700831432,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086220537810523,0,0,0,0,0,0,0,0,0,0.113960910364736,0,0.0275851390963308,0,0,0,0,0,0.258753602693303,0,0,0,0.0383342988116472,0,0.0125845008199814,0,0,0,0,0,0,0,0,0,0,0.0358522429707495,0,-0.0218001723743609,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0639829573821686,0,0,0,0.0595135885749402,0,0.105019054046565,0,0,0.104838122058087,0,0,0,0,0,0.0395569928256009,0,0,0,0.0490449004942302,0,0.227579551845984,0,0,0,0.0521250327488381,0,0,0.0346614001193808,0,0,0,0,0,0,0,0,0,0.0966433619896545,0,0,0.00763017211708211,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.0398973313394694,0.153045997130413,0,0.033749814770406,0.0358635642397084,0,0,0,0,0,0,0,0,0,0,0.00176763966969624,0.0282771353876609,0,0,0,0,0.0476518717041946,0,0,0.0164018317009439,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0373350959905639,0,0,0,0.112130618971728,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.149120498464527,-1.73472347597681e-18,0,0,0,0.225597565044202,0,0,0,0,0,0.0112950110872266,0,0,0,0,0,0.179178970316329,0,0,0,0.152860626937086,0,0,0,0,0,0.0186318855610545,0,0,0,0,0,0,0,0,-0.00276320078284282,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249768722464239,0,0,0,0,0.0778806637655667,0.0380008109796021,0,0,0.0428023404198318,0.00924755158049004,0,0,0,0,0,0,0,0,0.162512089988615,0.187210508802084,0,0,0.0338414164102636,0,0,0,0,0,0,0,0,0,0.0193460228000208,0,0.00474850031072068,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.00876787778808731,0.170228422653388,0,0,0,0,0,0.0377034702014574,0,0,0,0.111406297353073,0,0.0592521239641516,0,0,0,0,0,0.0203804299636441,0,0,0,0.00901011306822442,0,0.0891162667787133,0,0,0,0.0158876104840305,0,0,0,0,0,0,0,0,0.172297643724979,0,0,0,0,0,-0.0123237642000697,0.0170574134170552,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0.0644723851345641,0,0,0,0,0,0,0,0,0,0.0296937938475683,0,0,0,0,0,0,0,0,0,0,0,0.00257864651518073,0.0152078192071047,0,0.158651951323636,0,0,0.0971558380534955,0,0,0,0,0.0123277992016698,0,0,0,0,0,0,0,0,0.147882608672088,0,-0.00108066953475235,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.304508468194958,0,0,0,0.0436915822623729,0,0,0,0.0737844986417062,0,0,0,0,0,0,0,0.0479284421059892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219004951213272,0,0,0,0,0,0,0,0,0,0,0,0,-0.242122198672513,0.114161898906034,-0.165960734759488,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.380316862403491,0,0,0,0.0635565096879436,0,0,0,0.0609360910256203,0,0,0,0,0,0,0,-0.00316990952043221,0,0,0,0,0,0,0.0332575539357484,0,0,0.104878314759136,0,0,0,0,0.315472106416355,0,0,0,0,0,0,0,0.0652650063167715,0,-0.00440578786920815,0.0234986479892842,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0.0663720753387777,0,0,0,0,0,0,0,0.0905595359949233,0,0,0.0463861190467202,0.00633349303421356,0,0,0,0,0,0,0,0,0,0,0,0,0.0580522910880273,0,0,0.130072391928729,0.073022036249301,0,0,0,0,0,0.353451641541863,0,0,0,0,0.00228084916318381,-0.00846383428988634,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0685934668565834,0.0974891326818687,0,0,0,0,0,0,0,0,0,0,0.190598906004405,0,0,0,0.369122619629123,0.179528015581533,0,0,0,0.0618654487408723,-0.00137787964694682,0,0.0498066968170835,0,0,0,0,0,0,0,0,0.0223171759418671,-0.0328869081722351,0,0,0,0,0
X600111.SH,0,0,0,0,0.272031046430889,0,0,0,0,0,0,0,0,0,0.121566413180566,0,0,0,0.0132745574882161,0,0.07537830509856,0,-0.0522787370479765,0,0,0,0,0,0,0.0386310829620432,0,0,0,0,0,0.263576520051267,0,0,0,0,0,0,0.0674718765734619,0,0,0,0,0,0.0779588370754078,0,0.00263563977196253,0,-0.154073724248902,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00702892295746091,-0.0218730933627297,0,0,0,-0.0381405826425305,0,0,0,0,0.157609878989982,0,0,0,0,0,0,0,0,0,0.146972078850923,-1.38777878078145e-17,3.46944695195361e-18,0.310180365683098,0,0.00156094122352478,0,0.228720028819551,0,0,0,-0.107229222665017,0.134218065060031,0,0,0.0319315422297358,0.0179225860769931,-0.124235512325272,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.407535007362307,0,0,0,0,0,0,0.223891658898114,0,0.123877749993364,0,0,0,0,0,0,0,0,0.0345545651901857,0,0,0,0,0,0,0.00935662013754238,0,0,0.0791163160047973,0,0,0,0,0,0,0.106785427984822,0,0,0,0,0,0,0,0.0257712119460838,-0.0453839075570205,0,0,0,0,0,0
X601158.SH,0,0,0,-0.0821807247922898,0,0,0,0,0,0,0.140446135341544,0,0,0,0.0206847957607053,0.102351879819104,0,0.268449439497269,0.0273158647850958,0,0,0,0.0838024052283581,0,0.0401389339021252,0,0,0,0.107792904776762,-0.266212866239837,0,-1.38777878078145e-17,0,0,0.31767942635671,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144662551209365,0,0.0277031136516741,-0.0352104926042454,0,0.00842803199928976,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0.051866910741277,0,-0.0637194976699223,0,0,0.048654537596038,0,0,0,0,0.334002893969041,0,0.16079042154051,0,0,0,0,0,0,0.277306866523811,0,0,0,0,0.144768732197828,0,0,0,0,0,-0.212347660827536,0,0.481674782270586,0,0,0,-0.145089709681578,0.00383506818141755,-0.097994530522007,0,0.117071238253873,-0.0938191030213581,-0.0634952037097536,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,-0.210044317014854,0,0,0,0,0,0,0.104524830795731,0,0,-0.26679670600087,0,0.101716065803918,0,0,0.0449822942735195,0,0,0,0,0,0,0,0.364375186198077,0,0,0,0,0.208298389102987,0,0,0,0.0346145833407442,0,0,0,0,0,0,0.109876902469967,0,0,0,0,0.0829986870337409,0.00555915014825764,0,0,0,0,0,0
