,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X000792.SZ,X600585.SH,X600019.SH,X002466.SZ,X600111.SH,X000301.SZ,X600010.SH,X002271.SZ,X601600.SH,X600660.SH,X000708.SZ,X600188.SH,X601898.SH,X600362.SH,X600011.SH,X600547.SH,X600426.SH,X600176.SH,X600219.SH,X600886.SH,X000408.SZ,X000723.SZ,X000786.SZ,X600803.SH,X000959.SZ,X000807.SZ,X000932.SZ,X600399.SH,X000825.SZ,X601991.SH,X000831.SZ,X000898.SZ,X002080.SZ,X600795.SH,X600516.SH,X600808.SH,X000155.SZ,X002409.SZ,X600352.SH,X000983.SZ,X601699.SH,X600160.SH,X600295.SH,X600489.SH,X000683.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.265169321669844,0,0,0,0,0.0537056538178311,0,0.0166456523323735,-0.00759608913083305,0,0,0,0.0607455655250536,0,0,0,0,0,0,0,0,0,0,0,0,0.0222081004005632,0,-0.0586352905849884,0,0,0,-0.0304333472290181,0,0,0,0,0,0,0,0,0,-0.0125985163998109,0,0.036357053927076,0.0383945647642825,0,0,0,0,0,0,-0.0162344816671167,0,0,0,0,0,0
X600028.SH,0.202101955857684,0,0,0,-0.0721841703545544,0,0,0,0,0,0.059008804201065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00313464031835605,0,0,0.0105584153772841,0.0689079749725902,0,-0.00100645790831376,0,0,0,0,0,0,0,0,0,-0.0119244309581861,0,0.0198722821255918,0,0,0.0152256297694541,0,0,0,-0.0107954129664543,0.0516634800526763,0,0,0,0,0,0
X601088.SH,0,0,0,0,-0.100013168290057,0,0,0,0,-0.0264166687441692,0,0,0,0.0523534259360492,0,0,0.0852558240808923,0.119867969919896,0,0,0,0,0,0,0,0,0,0.107764691989933,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000399976485089127,0,0,0.0880099563560267,0.00222839960915767,-0.0225766805854473,0,0,0,0,-0.0323890136388347,-2.16840434497101e-19,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.12464701971782,0.0501602098225236,0,0.0577504759816259,0,0,0,0,0,0,0,0,0.113337965938647,0,0,0.0196948995495471,0,0,0.0512431893120649,0,0,0.0198440303684595,0,-0.0606833920127879,0,0,0,0,0,0,8.67361737988404e-19,0,-0.0066486207703862,0.0793861626975472,0,0,0,0,0,0,0,0,0.000148091151793259,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.124468361113638,0.338397470257914,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.152927346286753,0,0,0,0.177665527283398,0.0254936437521752,0,0,0.0136359728068665,0,0,0,0,0,0.00509577638551487,0,0,0,0,0,0,0,0.260370223182465,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,-0.0189163444675989,0,0,0,0,0,0,-0.0485393131884248,0,0,0,0,0,0,0,0.0914788361838545,-0.381444150372557,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0764890603570651,0.0266323590722099,0,0,0.02934636333461,0,0,0.159464123765731,0,0,0,0.0429218491763423,0.0525561036988212,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.0954944721761026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0681095751545095,0.237458152679394,0,0,0,0,-0.0685686190620753,0,0,0,-0.016371460966034,0,0,0,0,0,-0.0724805895597824,0,0,0,0,-0.0242128920550324,0,0,0,-0.000661089991082468,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.137905929388473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0198517040924749,0,0,0.0292327708155103,0,0,0,0,0,0,0.309863595779537,0,0,0,0.194770430084514,0,0,0,0,0,0,0,0,-0.0184356116168593,0,-0.0461030529183559,0,0,0,0,-0.0582357555596147,0,0
X002466.SZ,0,0,0,0,0.082442764186941,0,0,0,0,0.321346898172755,0,0.0925110338844266,0,0.277849513531734,0,-0.135906555909248,-0.0238390183994735,0,0.153634107770167,0,0,0,0.11276770645183,0,0,0.162901979221862,0,0,0,0,0,0,0.0374214439305442,0.0103457609145807,0,0,0,0,0,0,0,0.164899411948928,0,0,-0.0254978785214746,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.308938099295312,0,0,0,0.0520795400410683,0,0,0.344812834996937,0,0,-0.0232036098890029,0,0,-0.0480891804935862,0,0,0,0,0,-0.0793208399301673,0,0,0,0,0,0,0,0,0,0,0,0.201629541752683,0,0,0,0,0,0.096954481751923,0,0,0,0,0.0495513272138921,0,0,0,0,0.0852078792501599,0.0611022552620827,0,0,0,0,0,0
