,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X002460.SZ,X600011.SH,X000708.SZ,X600660.SH,X601898.SH,X600010.SH,X600886.SH,X601600.SH,X002466.SZ,X600362.SH,X600801.SH,X600188.SH,X600352.SH,X002271.SZ,X000786.SZ,X600795.SH,X601991.SH,X600688.SH,X002353.SZ,X600111.SH,X601992.SH,X600176.SH,X000723.SZ,X600027.SH,X600583.SH,X600426.SH,X600299.SH,X600516.SH,X600489.SH,X000898.SZ,X000553.SZ,X601158.SH,X600219.SH,X000932.SZ,X000792.SZ,X000883.SZ,X600612.SH,X000709.SZ,X000818.SZ,X002080.SZ,X000630.SZ,X600486.SH,X000401.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0582621999492638,0,0,0,0.0213235995289057,0,0,0,0.0276496062307008,0.0567693399014802,0.0343693275104658,0,0,0,0,0,0,0.394640834855409,0,0,0,0,0,0,0,0,0,0,0,0,0.0127309573606609,0,0,0,0,0,0.107807280435384,0,0.0426271450136426,0,0,0,0,0,-0.00108553908655799,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.00108295252133404,0,0,0,0,0.0165235207323322,0.0269225426794516,0,0.0140673724430417,0,0,0,0.00444446070017148,0,0,0.296104316960195,0,0,0,0,0,0,0.003746100721422,0,0,0,0,0.0583345795901425,0.0402905511380433,0,0,0,0,0,0,0,0.0502210649069262,0,0,0,0,0,0,0,0,0,0,0.0113777783291546,0,0
X601088.SH,0,0,0,0,0,0,0,0.00374043820859188,0,0,0,0,0,0,0,0.0193405823332549,0,0,0.191555391252762,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.155867163192444,0,0.0217461129261754,0,0,0.0087482022942212,0,0,0.0408748192696037,0,0,0,0,0,0,0,0.0394993823358944,0.0910881549644025,0,0,0,0,0,0,0,0,0,0.000100083758994069,0,0
X600585.SH,0,0,0,0,0,0,0,0.0133306920926776,0,0,0,0,0,0,0,0,0,0.538007976307486,0,0,0,0,0,0,0,0,0,0,0.00647218292702959,0,0,0,0,0,0,0,0,0,0,0,0.048056046427907,0,0,0,0,0,0.028314452252063,0,0,0,0,0,0.026824699861692,0,0,0,0.028185130477128,0,0
X600309.SH,0,0,0,0,0,0,0,0.0410892640131808,0,0,0.00421941215867879,0,0,0,0,-0.149937725695421,0.0941513064408363,0.334894825144139,0,0,0,0,0,0,0,0,0,0,0,-0.00528852396727212,0,0,0,0,0,0,0,0,0,0.036362730630866,0,0,0,0,0,0.0938836103267095,0.0270412447161406,0,0,0,-8.67361737988404e-19,-0.0151797941535433,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0658075809024031,0,0,0.133851312570802,0,0,0.0358484780059832,0.0805471625772369,0.0393155093259503,0.0458815406681891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348317274688422,0,0,0,0,0,0.0177750286593926,0,0,0,0,0,0,0,0,0.0526363195407129,0,0.00904571158209878,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.0882698658772444,0,0,0,0,0,0,0,-0.0888661047783936,0,0,0,0,0,0,0,0,0,0,-0.00805005515470627,0,0,0,0.0647595334856502,0,0.918487182673001,0,0,0,0,0,0,0,0.0988265629343356,0,0,-0.0428185856070839,0,0,0,0,0.0195414149550233,0.0201014778669713,0,0.0269812410224214,0,0.0667142107740925,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00473257323731941,0,0.0411137479279455,0,-0.0182538602715102,0,0,0.202505750542259,-0.229271745461878,0,0,0,0,0,0,0,0.0717525913980711,0,0.504209303166359,0,0,0,0,0,0.208042650784081,0,0,0,-0.0416873074632675,0,0,0,0.0203800090067586,0,0,0,0,0,0.0147215188642125,0,0,0,0,0.0729332716132647,0,0
X600011.SH,0,0,0,0,0,0,0,0.0482493147026393,0,0.0778722919669273,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0.280292438827887,0,0,0.17067749806921,0,0.0294369496755055,0.0405395820142781,0,0,0,0,0,0,0.0485960377669636,0,0,0.00164101849112064,0,0,0,0,0.0538567875572076,0.0816016088537244,0,0,0,0,0.0211950978041713,-0.0150408741117611,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,4.33680868994202e-19,-0.178770723338873,0,0,0,0,0,0,0,0,0,0,0,0.338239203566756,0,0,0,0,0,0.200203661686932,0,0,0,0,0,0,0,0.160149602985782,0,0,0,0,0,0,0.318315038303855,0,0,0,0,0,0,0,0,0,0,0,0.0272068390474087,0,0,0,0.0658328001687966,0,0
