,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600886.SH,X601600.SH,X600585.SH,X600547.SH,X600660.SH,X600795.SH,X000792.SZ,X600362.SH,X000708.SZ,X600027.SH,X600489.SH,X601699.SH,X600111.SH,X600010.SH,X002460.SZ,X000983.SZ,X600803.SH,X600160.SH,X600426.SH,X601991.SH,X000301.SZ,X002466.SZ,X000786.SZ,X000933.SZ,X000807.SZ,X600985.SH,X002128.SZ,X000630.SZ,X000877.SZ,X600176.SH,X600219.SH,X601168.SH,X600348.SH,X000408.SZ,X000883.SZ,X600096.SH,X600612.SH,X002353.SZ,X002271.SZ,X000027.SZ,X600995.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.057574019427185,0.438276643151651,0,0,0,0,0.0864006435258287,0,0.157313238304228,0,0,0,0,-0.191034227375554,0,0,0,0.0406483999669762,0,0,0,0,0,0,0,-0.0432567859030005,0,0,0,0,0.0478692950366599,0,0,0,0,0,-0.0114630374076026,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00981991092621396,0,0,0,0,0,0,0
X601088.SH,0.128253790678818,0,0.0622575055097165,0,0.0881940252951353,0,0,0,0,0.0905859447380672,0,0,0,0,0,0,0,0,0,0.164330733872282,0,0,0,0,0,0.0334784897762504,0,0,0,0,0,0.00347570890572379,0,0,0,0,0,0,0,0,0,0,0,0.0583477029477109,0,0,-0.0150941651034191,0,0,0,0,0,0,0,0,0,0.0297017148533441,0,0
X600028.SH,0.457788657466384,0,0,0,0,0,0,0,0,0,0,0,0.0580314640644214,0,0,0,0,0,0,0,0,-0.0221148208669308,-0.0830273332465939,0,0,0,0,0,0,0,0,0,0.0478546822734369,-0.0149315819155617,0,0,0,0,0,0,0,0,0,0.0937539431258951,0,0,-0.101927634765864,0.056324764872053,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179928261937384,0.0989329580114099,0,0,0,0,0,0,0,0.00209067005566965,0,0,0,0,0,0,0,0,0,0,0,0.103438011948664,0.0309653429838222,0.0296098284682586,0,0,0,0,0,0,-0.0800270063410411,0,0,0,0,0,0,0,0,0,0,0.0501303449016372,0,0
X600188.SH,0,0.0530065844436867,0,0,0,0.188684917031408,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215705798574549,0,0,0,0,0,-0.0375807856634897,0,0,0,0,-0.117011840501883,0.060780438303836,0,0.168364311945836,0.0499817661312755,0,0,0,0,0,-1.38777878078145e-17,0,-0.0626301334894679,0,0,0,-0.124856275473298,0,0,-0.0533562874770209,0,-0.032774492219111,-0.0129777810293548,0,0,0,0.0917891947313072,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235050824322895,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28065171375258,0,0,0,0,0,0,0,0,0,0.141196290554481,0,0.0534990885426317,0,0,0,0,0,0.175844351036061,-0.0265774319966008,0,0,0,0.1245387935567,0,0
X600019.SH,0,0,0,0,0,0.0365978973423292,0,0,0,0,0,0,0,0,0,0,0.259820869878687,0,0,0.0114674168067426,0,-0.123094500441392,0,0,0,0,0,0,0,0,0.0095092546283129,0,0,0.0782755991035598,0,0,0,0.0144856742640129,0,0,0,0,0,0.0633503204934329,0,0,0,0,0,0.264833791406047,0,0,0.0309104662018793,0,0,0,-0.0188840590229961,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272497531424276,0,0,0,0.444505750535299,-0.0141801689598596,0,0,0,0,0,0,0,0,0.0969512616147049,0,0,0,0,0,0,0.0678729245258693,0,0,0,0,0,-0.0407214160898733,0,0,0,0,0,0,0,0,0,0,0,0.0720514092521066,0,0,0,-0.0406343605211345,0,0
X600886.SH,0,0,0,0,0,0,0.0307456368300105,0,0,0,0,0,0,0.132759191161686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00885222179513547,-0.0869980907856707,-0.0733485920198531,0,0.0376065575360148,0,0.0682986661000706,0,0,0,0,0,0,0.153875433849734,0,0,0,-0.0932647670999185,0,0,0.0153485523600969,-0.154859806172073,0,-0.0095038949231272,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0351007444012415,0,0,0,-0.0224318748912072,0,0,0,0,0.0207200273795155,3.46944695195361e-18,0,0,0,0,-0.025939752828298,0,0.145154369651369,0.12082056390916,0,0,0,0,0,0.280224571431874,0.146219315581677,0.134753275404524,0,0,0,0,0,0.153526348652669,0,0,0,0,0.125310182286388,0,0,0,0,0.0785279627267438,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.190498277046786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14025794023676,0,0,0,-0.0215461173126828,0,0,0,0,0.217698820000902,0.0275474593393624,0,0,0,0,0,0.0596117755770748,0,-0.0487474171145852,0,0,0,0.0856658328273939,0,0,0,0,0,0,0,0.0251415957096821,-0.0663892875554409,-0.0376323595935705,0,0,0.0728800678914933,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769765092308768,0,0,0,0,0,0,0,0,0,0,0.0171071901603843,0,0.1610712474389,0.00812240549475619,0,-0.037706487703088,0,0,0,0,0,0,0,0,0,0,0,-0.0248362749501073,0,0,0,0,-0.074605095760496,0.0578718043286567,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303715813177273,0.193703752202448,0,0,0,0,0,0,-0.0235234837160397,0,0,0,0.00205272605321234,0,0,0,0,0,0,0,0,-0.0916087852080735,0,0,0,0,0.000235564967639859,0.0277329342498708,-0.015073453391798,0,0,-0.02653627081771,0,0
X600795.SH,0,0,0,0,0,0,0,0.39350057503696,0,0,0,0,0.018781424495755,0,0,0,0,0.390472098464467,0,0,0,-0.0482467516654504,0,0,0,0,0,0,0,0,-0.0767464805291149,0,0,0,0,0,0,-0.0114919182896136,0,0,0,0,0,0,0,0,-0.0403000696392064,0,0,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0.154493163877906,0,0,0,0,0,0,0,0.0173800298899495,0,0,0,0,0.0300200394846909,0,0,0,0,0,0.216026542340293,0,0,0,0,0,0,0.0744739861502232,0,0,0,0,0,0,0.0407370240055157,0,0,0.0453505582922603,0,0.0998983168023574,0,0,0,0,0,0,0,0,-0.00598334084891716,0,0,0,0,0,-0.0018608841286102,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,-0.0679753846912923,0.281922318330019,0,0,0,0,0,0,0.000140598641277903,0,0.0379715056532203,0,0,0,0,0,0,0,0,0,0,0,0.161762556239637,0,0,0.316504672738958,0,0,0,0,0,0.246396856154745,0,0,0,0,0.0373546977638958,0,0,0,0,-0.0195169586840064,-0.00328725064892394,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.282530685255773,0,0.172511092945205,0,0,0,0,0,0,0,0,0,0.0644826855631341,-0.0223625167864399,0,0.0276991027659898,0.0396473668670496,0,0,0,0,0.111901627397517,0,0,0,0,0,0,0,0,-0.026891982018631,0,0,0.119753442937774,0,0,0,0,0,0.0779626102160266,0,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0.00907082948299876,-0.0600012242156951,0.307960084062411,0,0,0,0,0,0,0,0,0,0,0,0.0502096398885217,0,0.500679827742552,0,0,0,0.08345656212259,0,0,0,0.0206550917809976,0,0,0,0,0,0.0365806567832772,0,0,0,0.0507290761103332,-0.0123780643992755,0,0,0,0,0,0.0215089884827395,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,-0.0182935667313555,0,0,0.658038152040558,0,0,0,0,0,0,0,0.0218854069840683,0,0,-0.0671831593778329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141600714187445,0,0,0,0,0,0,0.070882229729106,0,0,0,0,0,-0.0174153390804034,0,0,0,0,0,0
X601699.SH,0,0,0,0,0,0.330564267339557,0,0,0,-0.0697779296814855,0,0,0,0,0,0,0,-0.0303375934899607,0,0,0,0,0,0.158759692729937,0,0,0,0,0,0,0,0,0,0.17107363382255,0,0,0,-0.147743228153192,0,0,0.428324922438462,0,0,0,0,0,0,0,0,0,0,0.114400840120612,-0.0403697168391422,0,0,0,-0.0222240611067781,0,0
