,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X600011.SH,X000708.SZ,X002271.SZ,X600660.SH,X002460.SZ,X600886.SH,X000786.SZ,X600801.SH,X600489.SH,X600010.SH,X601898.SH,X600362.SH,X600176.SH,X601600.SH,X600352.SH,X600188.SH,X601991.SH,X600795.SH,X600111.SH,X600426.SH,X600027.SH,X600299.SH,X600688.SH,X601992.SH,X002080.SZ,X000932.SZ,X000301.SZ,X002466.SZ,X002353.SZ,X600219.SH,X002075.SZ,X600486.SH,X600529.SH,X000723.SZ,X600612.SH,X000027.SZ,X002250.SZ,X601158.SH,X600315.SH,X000898.SZ,X000883.SZ,X000878.SZ,X002409.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0266057100593711,0,0,0,0,0,0,0,0.0344725132247946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194312452514053,0.0158338216490187,0,0,-0.059413289434337,0.0322105710774476,0,0,0,0,0,0,0,0.0929117525438093,0,-0.0505594990370095,-0.00312065474735161,0.00757526065055627,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0516559109346037,0,0,0,0.0417964921853791,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00225472756903549,0,0,-0.0100500857700949,0,0,0,0,0,0,0.0522225280706027,0.0680733855097603,0,0,0,0,0,0.0111959205694449,0,0,0,0.102622523055327,0,0.0135849798205359,0,0,-0.00768931647896908,0.0161226724049988,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0643929887213145,0,0.00611305848948101,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0611479763364342,0.336861591798444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0068607773895684,0,0,0,0,0,0,0,0,0.00930730997849182,0,0,-0.00458953629147724,0.00486075584692517,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0560742348530709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109355791329973,0.244182227385603,0,0,0,0,0.0289231827873135,0,0,0,0,0,0,0,0,0.0295216601400192,0,0.0408037934816758,0,0,-0.00481081378552861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.252704724360314,0,0,0,0.0420950836173871,0,0,-0.0198474721080832,0,0,-0.069549680060496,0,0,0,0,0,0,0.0889195595510433,0,0,0,0,0,0,0,0.0284445348024948,0.142105954778674,0,-0.0839203394037139,0,0,0,0,0,0.0692584635172812,0,0.122495006281783,0,0,0,0,0,0.0170361277004775,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.0340365636634944,0,0,0,0,0,0,0,0,0.0130212695751227,0,0.487360717531112,0,0,0,0,0,0,0,0,0,0.0859181931159351,0,0,0.0972262852634683,0,0,0.0197794145625341,0,0,0,0,0.0227472723019214,0,0,0,0,0.15303321174472,0,0,0,0,0,0,0,0,0,0,-0.00654317391183596,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0944422958738501,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.0319523217545437,0.0750862915450667,0,0,0,1.73472347597681e-18,0,0,0.0805361837384889,0,0,0,0,0.0646129099057206,0.0241846006850236,-0.0492580617711995,0,0,0,0,-0.00884338268346092,0.103530459317558,0,0,0,0,0,0.0717344945956433,0,0,0.0985916675527155,0,-0.0228727235078452,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0771891159164514,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567769537576326,0,0,0,0,0,-0.17267543010879,0.0182056082903837,0,0,0.127347954244165,0,-0.0357713595861986,0,0,0,-0.00346665904353012,0,0,0,0,0,-0.064479929003405,0,0.0891029617362164,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.00873519685005322,0,0,0,0,0,0,0,0,0,0,0.0711136108954706,0,0,0,-0.00960018530070714,0,0,0.190045673887285,0,0,0.109186583282054,-0.0807770110481518,0,0.118588130495261,0,0,0,0,0,0,0.102102640239765,0,0,0,0,0.243622569918564,0,0,0,0,0,0,0,0,0,0,0.0241363769544832,0.0205418471860548,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0.166648877798405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240525878696548,0,0.189358611367343,0,0,0.0419370892749723,0.18831001900253,0,0.0236892972554869,0.00371819097628595,0,0,0,0,0,0
