,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600309.SH,X600011.SH,X600010.SH,X600188.SH,X601898.SH,X601600.SH,X002466.SZ,X600688.SH,X601991.SH,X600660.SH,X600362.SH,X600795.SH,X600547.SH,X600886.SH,X600516.SH,X300072.SZ,X002460.SZ,X000898.SZ,X600111.SH,X600352.SH,X600176.SH,X601992.SH,X000553.SZ,X000786.SZ,X600027.SH,X000825.SZ,X000792.SZ,X000709.SZ,X600299.SH,X002271.SZ,X600426.SH,X601158.SH,X600315.SH,X000408.SZ,X601699.SH,X000830.SZ,X600489.SH,X600808.SH,X000883.SZ,X600219.SH,X000630.SZ,X600339.SH,X000960.SZ,X002470.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0172529164107801,0.0945082956371882,0,0,0,0,0,0.00984186826349651,0,0.0778432312361708,0,0,0,0,0,0,0.0254120523082457,0,0.0749571409349923,0,0,0,0,0,0.0618539439929747,0,0,0,0,0,0.061163478375083,0,0.0435857506635717,0,0,0,0,0,0.14714381961337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.0956011276725507,0,0.373777840584927,0,0,0,0,0,0,0,0,-0.0224581089207704,0.179318817465111,0,0,0,0,0,0,0,0,0,0,0,0,-0.0467299427451433,0,0,0,0,0,0,0,0,0,0.119576526775609,0,0,0,0.042635234859176,0,0,0,0,0,0,-0.0292669663000819,0.0929439473118635,0,0,-0.0220993301368179,-0.00555699630062913,0,-0.215389054676487,0,0,0,0
X601088.SH,0,0.325507111578172,0,0.185733896340736,0.179185879448931,0,0,0,0.131193483865668,0,0,0,0,0,0,0,0,0,0,0,0,-0.0210173722207387,0,-0.0178875878384497,0,0,0,0,0,-0.140342011563828,0,0,0,0,0,0,0,0,-0.0502474361166049,0.287218005502796,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,-0.0569528959414601,0,0,0,0,0,0
X600019.SH,0,0,0.235168933498408,0,0,0,0,0,0.301148236160632,0,0.205503565692915,0,0,0,0,0,0,0,0,0,0,0,0.111059952985668,0,0,0,0,0,0,0,0,0,0,-0.215228822968694,0,0,0,0,0,0,0,0,0,0,0,0,-0.042490140652123,0,0,0.013505330762551,-0.0202222239947404,-0.00526733370919561,0,0,0,0,0,0
X600585.SH,0,0,0.180357727195006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0593385802725501,0,0,0,0,0,0,0,0,0.169637343411913,0,0,0,0,-0.094827875173434,0,0.00873738302365627,0,0,0,0,0.314620462978897,0,0,0,0,0,0.0460852338709386,0,0,0,-0.0610004467841338,0.0114040345628735,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0826150607562372,0,0,0.0407555184100218,0,0.0241383932457391,0,0,0,0.293534513604224,0,-0.104489931105862,0,0.154530833050357,0,0,0,0.0789176543466601,0,0.175292454091866,0,0,0,0,0,0,0,0,0,0,0,-0.0485005433911235,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374292929216767,0,0,0,0.0184677159456897,0,0,0.0796242204150118,0.00203408710067505,0,0,0,0,0,0,0,0.192196736582977,0,0,0,0,0,0,0,0.00858470664207905,0,0,0,0,0,0,0,0,0.238690003645381,-0.0265374450062897,0,0,0.00206881022520965,0.0400059721684816,0,0,0,-0.540184324865882,0,0
X600188.SH,0,0,0.671327628672188,0.226068507346141,0,0,0,0,0,0,0,0.161515528472788,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151745285456754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338011565954338,0,0,0,0,0,0.286338649713294,0.098904436867843,0,0,-0.0245574503640829,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0528048206529628,0,0,0,0,0,0,0,0,0,0,0.00616752317736221,0,0,0.0387222989518114,0,0,0,0,0.021401137467168,0.0533401465014375,0,0,0.00880323067870986,0,0,0,0,0,0,0,0.119272088821412,0.0104628333119605,0,0,0,0,0,0,0.131136302311035,0,0,0.00784320023168063,-0.0021687570184278,0,0,0,0,0,0
