,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X600188.SH,X601898.SH,X002466.SZ,X601600.SH,X600688.SH,X601991.SH,X600660.SH,X600362.SH,X600795.SH,X600516.SH,X002460.SZ,X300072.SZ,X600886.SH,X600547.SH,X600111.SH,X600176.SH,X000898.SZ,X601992.SH,X600352.SH,X000786.SZ,X000553.SZ,X600027.SH,X000792.SZ,X600299.SH,X000709.SZ,X002271.SZ,X600426.SH,X000825.SZ,X000408.SZ,X601699.SH,X000830.SZ,X601158.SH,X600339.SH,X600489.SH,X600808.SH,X600219.SH,X600157.SH,X600583.SH,X000883.SZ,X002470.SZ,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.138431691313819,0.00740846401132558,0,0,0,0,0,0,0,0.0012029500193927,0,0,0,0,0,0.0284687266562811,0,0,0,0.067861379557664,0,0.0913960171375378,0,0,0.0415079835624157,0,0,0,0,0,0,0.0509926451940414,0,0,0,0.0930449496224206,0.0671090951436291,0,0,0,0,0,0,0.0385703141887745,0,0,0,0,0.00556061182678054,-0.0109154109653369,0,0,0,0,0,0
X600028.SH,0,0,0.256142060484427,0,0,0,0,0,0,0,0,0.272751314345479,0,0,0.036598672207868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126428178756152,0,0,0.070376547552489,0,0,0,0,0,0,0,0,0,0,0,0,-0.016882787374616,0.00799137617771444,0,-0.0627861827134315,0,0,0,0
X601088.SH,0,0.0465275376658104,0,0.406646834126786,0.0388462716995774,0,0,0,0,-0.055565861884413,0,0,0,0,0,0,0,0,0,0,0,-0.0226445058057391,0,0,0,0,0,0,0,0,-0.0884119226980024,0,0.0174317101047707,0,0,0,0.238271192428942,0.0566748939464557,0,0,0,0,0,0,0,0,0,0,0,0,-0.0245159322956413,0,0,0,0,0,0
X600019.SH,0,0,0.271561154528688,0,0,0,0,0.354368315119795,0,0,0,0,0,0,0,0,-0.0201798590578995,0.0275294273690558,0,0,0,0,0,0,0,-0.0645167325585486,0,0,0,-0.0380697074665393,-0.160764039035878,0,0,0,0.0288871454755622,0,-1.73472347597681e-18,-0.145075246603027,0,0,0,0.240146662679601,0,0,0,0,0,0,0,0.0127849344751765,0.0100881241949773,0,0,0,0,0,0
X600585.SH,0,0,0.609879522469667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0831682325370941,0.051846181543196,-0.0353618138953064,0,0,0,0,0,0,-0.044997770138134,0,-0.0602442025622236,0,0,0.0132161163031821,0,0.0827149007129083,0,0,0,0,0.15991380615321,0,0,0,0,0,0.0809884235792962,0,0,0,0.0392593968618708,0,-0.00043009450975939,0.0627291640175837,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0930225111946346,0,0,0,0,0,0,0,0,0,0,0,0,0.0192653489785569,0.0434004684736114,0,0,0,0,0,0,0,0,0,0.330034949355166,-0.0256858158646538,0.149004556867542,0,0.342392994018277,0,0,0,0.0959490981802311,0,0,0,0,0,0,0.0176913541001931,0,0,0,0,0,-0.0120052233399039,-0.0317574289261515,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0290697089380396,0,0,0,0,0,0,0,0,0,0,0,0,0.0465018278615096,0.145588715011073,0,0,0,0.157251888131762,0,0,0,0,0,0,0,0,0.0492959259313269,0.0944690327455228,0,0,0,0,0,0.011048661095195,0,0.0256727845130813,0.117131488348294,0,0.0413490927952318,0,0,0,0.0184633636076861,0,0,0,0,0,0
X600188.SH,0,0,0,0.377272001299623,0,0,0,0,0,0.0705503882781436,0.064052884471353,0,0,0,0,0,0,0.0378190751332734,0,0,0,0,0.235082335551194,0,0,0,0,0,0,0,0,0,0,0,0.0376847855435938,0,0.15655187889201,0.090060494785786,0,0.100361883449613,0,0,0,0,0.180452578484031,0,0,0,0,-0.0524065872828321,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295401129375938,0,0,0,0,0,0.0400269790381923,0,0,0,0,0.0657008350874311,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.139764636703256,0.09834035502014,0,0,0,0.157243410073555,0,0,0,0,0.0454314552952439,0,0,0,0.0080794944540658,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.149206636379387,0,0,0,0,0,0,0,0,0,0.425289510651276,0,0,0,0.124277936497747,-0.0498877681970733,0,0,0,-0.0593043448837748,0,0,-0.0190399920845642,0.145313405995132,0,0,0,0,0,0,0,0,0,-0.00970737433711216,0,0,0,0,0,0.0476747539752905,0.00438225819921324,0,0.0236551663435708,0.00815167548978227,0,0,0,0,0,0
