,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X600795.SH,X600585.SH,X601600.SH,X601898.SH,X601991.SH,X600157.SH,X600688.SH,X600362.SH,X600111.SH,X600188.SH,X600886.SH,X600027.SH,X601158.SH,X600352.SH,X600021.SH,X000883.SZ,X000027.SZ,X600309.SH,X600583.SH,X000060.SZ,X601992.SH,X000539.SZ,X000709.SZ,X000898.SZ,X000792.SZ,X600808.SH,X600489.SH,X000825.SZ,X600307.SH,X002470.SZ,X600098.SH,X002353.SZ,X000629.SZ,X600547.SH,X600660.SH,X600008.SH,X600578.SH,X002075.SZ,X600863.SH,X000831.SZ,X600219.SH,X600549.SH,X002004.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.704531539297998,0,0,0,0.0150945271570789,0,0,0,0,0,0,0,0,0,0,0,0,0.0166383807228429,0,0,0,0,0.211996191259252,0,0.0726738657494352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160703689561854,0,0,0,0,0.00865828655068895,0,0,0.0118753882046176,0.0156291129796184,0,0,0,0,0,0
X600028.SH,0.587983604839467,0,0,0,0,0.0204167264520898,0,0,0.0260099786268348,0,0,0.0843302421469413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261959871662708,0,0,0,0,0,0,0,-0.0160920651991056,0.0045928932125792,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.285433846949355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0950694053738733,0.216261308517152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330913244267852,0,0,0,0.0166288983108762,0,0,0,-0.00477743160723431,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.126772988877267,0,0,0,0.0161512832045894,0,0.00665497579611898,0,0,0,0,0,0,0,0,0,0.278556938670265,0,0,0.036012768179094,0,0,0,0,0,0.187648505383812,0,0,0,0,0,0,0,0,0,0,0,-0.00267606377230102,0,0.0734463339214813,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.126913183921939,0.07547518164384,0,0,0,0,0,0.148365636485599,0.0838214193196163,0,0,0.023964611472231,0,0,0,0,0,0,0.0802641972406152,0,0,0,0,0,0.0647121263169278,0,0,0,0,0,0,0,0,0.1915592759219,0,0.0384240860121671,0,0,0,0,0,0,-0.00249227719463055,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0357465411213495,0.31485918021955,0,0.0277941274322093,0,0,0,0,0,0,0,0,0.0132939635558503,0,0,0,0,0,0,0.0219019209146985,0.208698353628805,0.187217497106845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000898882308169875,-3.46944695195361e-18,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.0748545226782289,0,0.0965060297818583,0.0376549201068399,0,0,0,0,0,0.0140746461330266,0,0,0.16206646942169,0,0,0,0.0480227535375112,0,0,0,-1.6940658945086e-21,0,0,0.0109503202741399,0,0,0,0,0,0,0,0,0,0,0,0,0.412979718170153,0,0,0,0,0,0,-0.00314637732539275,0.0091785562891386,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.00197421752327241,0,0,0,0,0,0,0,0.293494850278369,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0402690326923774,0,0,0,0,0,0,0.105662797301493,0,0,0.0702053390676092,0,0,0,0,0,0.00642752545513962,0,0,0,0,0,0
X601600.SH,0.0351979571877392,0,0.441802870548508,0,0,0,0.021974541366373,0,0,0.131083743463131,0.000347397688832268,0,0,0,0,0,0,0,0,0,0.0651056866393503,0,0,0,0,0.0101673257205153,0,0,0,0,0,0.109762611444885,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154450169602823,0,0,-0.229179883739939,0,0,-0.0217162819396312,3.46944695195361e-18,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.167107681662709,0,0,0.0958423616038438,0,0.0470377491904071,0,0.086647504714251,0,0,0,0,0,0.0310420740695284,0,0,0,0,0,0,0.0827158961134507,0,0,0,0.0897499153778214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536735036887522,0,0,0,0,0.00471037408974729,0.0310025436797738,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.377367364777164,0,0,0,0,0.31506136395862,0,0,0,0,0,0,0,0,0,0,0.0927008096165493,0,0.040217565584796,0,0.0663384964254194,0,0,0,0,0,0,0,0,0,0,0,0.0715900422799673,0,0,0,0,0,0,0,0.0686943623705473,0,0.050593400047156,0,0.0394024675467029,0,0,0.00242127877482533,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0.0418411210257595,0,0,0.0343330282251855,0,0,0,0,0,0,0,0,0.274628656832403,0,0,0.0263515948833714,0,0,0,0.115637801781102,0,0,0,0,0,0,0,0,0,-0.0357966957411741,0,0.23057528889292,0,0,0.209315319837848,0,0,0,0,0.0293274951119147,0,0,0,0,0,0.229031654458763,0.0322181551081897,0.0256676253845192,0,0,0,0,0,0
X600688.SH,0,0.4108172576917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.543103121302684,0,-0.0478797371256606,-0.0102982674336833,0,0,0,0.0733265722273046,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095029060515628,0,0.117396146016722,0,0,0,0,-3.46944695195361e-18,0,0.0463973194152057,0,0,-0.0167887674492184,-0.00497596630571464,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.0723148397374974,0,0,0,0,0,0,0,0,0,0,0.0112385304383462,0,0,0,0,0.164370294794733,0,0,0,0,0,0.0561756936309031,0,0.185544805044031,0,0,0,0,0,0,0,0,0,0.000595414468399834,0,0,0,0,0,0,0,0,0.00596367281223477,0,0,0,0,0,0
X600111.SH,0,0,0,0.0187419740258926,0,0,0,0,0,0,0,0.056495504951687,0,0,0,0.138052704653732,0,0,0,0.00199001863516223,0,0,0.171993766813901,0,0,0.105585677728142,0,0,0.0327658013863462,0.0078538097324581,0,0,0,0.00707979564516718,0,0.0171571411544478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0279699722107351,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0.138795181382592,0,0,0,0.0191317582115891,0.217502400212546,0,0,0,0,0,0,0,0.00764501665957204,0,0,0.0928160865922187,0,0,0,0,0.0840365222727385,0,0,0.252978736029111,0,0,0,0,0.0468041003625709,0,0,0,0,0.063843654249492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0.167003889284601,0.101257772670861,0,0,0,0,0,0,0,0,0,0.0956055266003824,0,0,0,0.0939507361456645,0.0654400334989756,0.00496675711492897,0.132103383771129,0,0,0,0,0,0,0,0,0.129822906992517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00365709061594175,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.30669357230025,0,0.0919538187533126,0,0,0,0,0,0,0,0,0,0.119995267464097,0,0,0,0.0539125163289061,0.0635459559372708,0,0,0.135448522205346,0,0,0.0427765926407295,0,0,0,0,0,0,0,0,0.0772925836437373,0,0,0,0,0,2.77555756156289e-17,0,0.149178846235719,0,0,0,0,0,0,-0.00575584776728748,-0.011757010813994,0,0,0,0,0,0
X601158.SH,-1.73472347597681e-18,0.112479114105058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123209982171732,0,0,0,0,-0.0402383617009354,0,0,0,0,0,0,0.0389844569214961,0,0,0,0.0258015744351009,0,0,0,-0.0160591717162018,0,0.367196307189751,0,0.149228152861102,0,0,0,0,0,0,0,-0.00399982218641573,0.0160442948420878,0,0,0,0,0,0
