,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600660.SH,X600019.SH,X600188.SH,X600585.SH,X601600.SH,X600886.SH,X600547.SH,X600011.SH,X000792.SZ,X600010.SH,X600795.SH,X600111.SH,X600362.SH,X002460.SZ,X600803.SH,X600160.SH,X600489.SH,X000708.SZ,X600027.SH,X000786.SZ,X002466.SZ,X000301.SZ,X601991.SH,X000807.SZ,X600219.SH,X000983.SZ,X600426.SH,X600176.SH,X000408.SZ,X002128.SZ,X601699.SH,X000630.SZ,X600096.SH,X000877.SZ,X601168.SH,X000933.SZ,X600157.SH,X002353.SZ,X600985.SH,X600299.SH,X600352.SH,X600995.SH,X000883.SZ,X600688.SH,X002271.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0396723888308004,0,0,0.0219827400616936,0,0,0,0,0.0330457392089795,0,0.0285743221692862,0,0,0.222943546198712,0,0.0815451540634493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270378167092586,0,0,0,0.00040423244691256,0,0,0,0,0,0,0,0,0,0.0084121987960029,0,0,0,-0.013072071934634,0,0
X601088.SH,0,0,0,0,0.272473299054813,0,0,0,0,0.0537480049479109,0.229257194849199,0,0,0,0,0,0,0,0,0,0.0248547758318554,0,0,0,0.0307466628636233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07681634165591,0,0,0,0,0,0,0,0,0,0,0.00836675880373316,0.00119962284365005,0,0,0,0,0,0
X600028.SH,0.269333227914003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0820674895872206,0,0,0,0,0,0,0,0.0514845630295601,0,0,0,0,0,0,0,0.0267986101903655,0,0.0666592026285039,0,0,0.00399702582439627,0,0,0,0,0,0,0,-0.000651608854075375,0,0,0,0,-0.0199809431101984,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364391358473679,0,0.135152475926307,0.102779193038297,0,0.0912354590047633,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254587848467541,0,0.114117174071171,0,0,0.0543342840893015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0166126199775549,0,0
X601898.SH,0,0.648895177393605,0,0,0,0,0,0,0,0,0,0,0,0,0.00819179749083485,0,0,0,0,0,-0.0203712458896327,0,0.0958809269860948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11940130589338,0.051469478068989,0,0,0,0,0,0,0,0,0,0.0243240912981903,0,-0.0338870736686384,0,0,0,0,0
X600660.SH,0,0.034861513924229,0,0,0,0,0,0.140058305498652,0,0,0,0,0,0,-0.0339445524151142,0.212111362759369,0,0,0,0.138425611473937,0.135379835544804,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0697006220287719,0,0,0,-0.177340637086212,0,0,0.157377825065713,0,0,0,0,-0.0629354472960355,0,0,0,-0.0641192606450625,0.16271285425094,0,0,0,0
X600019.SH,0.183596653713881,0,0,0,0,0,0,0,0,0.205347340403616,0,0,0,0,0,0,0,0,0,0.131674762409882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13763011118842,0,0,0.109629128867575,0,0,0.0853784774696003,0,0,0,0,0,0,0,0,0,0,0.00271664992455182,0,0,0,0,0,0
X600188.SH,0,0,0,0.0908372195337464,0.094177738659021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217733505325424,0,0,0,0,0.00771628506753355,0.0308599916514361,0,0,0,0,0,0,0,0,0,0.153602425128599,0,0,0,0,0.182326754949962,0,0,0,0,0,0,0,0,0,-0.0831022211562661,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00623182802964697,0.0533523978090283,0,0,0,0.179978063892275,0,0,0,0,0,0,0,0,0.1814777103772,0,0,0,0,0.417350707592166,0,0,-0.00316482395359843,-0.0392390576722382,0.0275336359050792,0,0,0,0,0,0,0.0201769079859915,0.0705456580391165,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.036248219886903,0,0,0,0.0094613720667316,0,0,0,0,0,0,0.829121814338395,-0.0668426477936472,0,0,0,0,0,0,0,0,0,0,0.456342725329654,0,0,0,0,0,0,0,0,-0.193535080224289,0,0,0,0,0,0,0,0,0,0,0,0,-0.000935887559496162,0,0,0,0,-0.0384455438080539,0,0
