,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X000708.SZ,X600011.SH,X601898.SH,X600010.SH,X600886.SH,X601600.SH,X002271.SZ,X600801.SH,X002460.SZ,X600660.SH,X000786.SZ,X600688.SH,X600362.SH,X600188.SH,X600352.SH,X600795.SH,X601991.SH,X601992.SH,X600299.SH,X002466.SZ,X600111.SH,X600027.SH,X000723.SZ,X000401.SZ,X600176.SH,X600489.SH,X000898.SZ,X000553.SZ,X601158.SH,X600219.SH,X000792.SZ,X600516.SH,X000932.SZ,X600426.SH,X002075.SZ,X000883.SZ,X000709.SZ,X002353.SZ,X600126.SH,X000027.SZ,X600583.SH,X000630.SZ,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.233480839510016,0,0,0.256134532717841,0,0,0,0,0,0.0471942911927188,0,0,0,0,0,0,0,0.035634662026181,0,0,0,0,0,0.195263646982567,0,0.0210254134465642,0,0,0,0,0,0,0,0,0,0,0,0,0.0649511249620237,0,0,0,0,-0.00803037877621934,0,0,0,0,0,0
X600028.SH,0.382386095655449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119138359695384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0651976501079219,0,0,0,0,0,0,0,0,0,0.0608680256023446,0,0,0,0,0.0316141904089557,0,0.0236752809940326,-0.000846036648129414,0,0,0,0.0797809122298325,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.391451750519886,0,0,0,0,0,0,0,0,0.0187316919999435,0,0.0697399348055155,0.0068924935666962,0,0,0,0,0,0.0598366858849605,0,0,0.0259236919076342,0,0,0,0.117663862025814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0555530561975297,0.0416344717545468,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445375916302301,0,0,0,0,0.128285232297487,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.12461147083817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00107057634489783,0.0160227802567965,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353660533617096,0,0,0,-0.0161033192351327,0.210556862483856,0,6.93889390390723e-18,0,0,0,0,-3.46944695195361e-18,0,0,6.93889390390723e-18,0,0.238890932747441,0,0,0,0,0,0,0.094442950745097,0,0.128519604892967,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0121918702545333,0,0,0,-0.141840287221318,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0208239407981896,0,0.14492463810424,0.0927776361585032,0.232756039818882,0.0399138976532963,0.00445702237885393,0,0,0,0,0.0218132122351688,0,0,0,0.0479849305564034,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.000132963275277586,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0197005429879881,0,0,0.109690924223629,0,0,0,0,0,0,0.106415711024086,0,0,0,0,-0.0381085705646926,0,0.977049933986613,0,0.00721771514677241,0,0,0,0,0,0,0.0339240610372611,0,0,0,0,0,-0.146422224350002,0,0,0,0.00307991172054734,0.0288123977179551,0,0,0,0.0355113775163285,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0327161070336092,0,0,0,0,0,0.153911611519962,0,0,0,0.290720964685909,-0.102797535143305,0,0,0,0.323122096596657,0,0,0,0,0,0,0.087192056539322,0,0,0,-0.049355957710316,0,0,0,0.104577159086738,0,0.280282303635107,0,0,0,0.027047606088618,0,0,0,0,0,0,0
X600011.SH,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.00185597818560292,0,0,6.93889390390723e-18,0,0,0.0768719257565597,0,0,0,0.06340878936325,3.46944695195361e-18,0,0.718756947386872,0.0526670927468593,0,0,0,0,0,0,0,0.029572077579269,0,0,0,-0.0181085912844475,0,0,0,0,0,0,0,0,0,-0.008281896699762,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236426427627806,0,0,0.316996203017967,0,0,0,0.109847983693932,0.0273586663065929,0,0.0825831260256065,0,0,0,0,0,0,0,0,0.0866017167700614,0,0,0,0,0,0,0,0,0,0,0.00678468657354745,0,0,0,0,0,0,0,0,0,0,0
