,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002466.SZ,X002460.SZ,X600188.SH,X600585.SH,X000792.SZ,X600019.SH,X601898.SH,X600111.SH,X600011.SH,X600660.SH,X002271.SZ,X000301.SZ,X000877.SZ,X000708.SZ,X600010.SH,X600886.SH,X600547.SH,X601600.SH,X600795.SH,X000629.SZ,X600176.SH,X600362.SH,X600426.SH,X000408.SZ,X300073.SZ,X600096.SH,X002080.SZ,X601991.SH,X000786.SZ,X600803.SH,X000983.SZ,X000723.SZ,X600027.SH,X600160.SH,X600141.SH,X600348.SH,X601699.SH,X600219.SH,X600157.SH,X002407.SZ,X600399.SH,X600801.SH,X002353.SZ,X000155.SZ,X002192.SZ,X600486.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141404141528614,0,0,-0.113690781026246,0,0.215849107949786,0,0,0,0,0.11265470223072,0,0,0,0,0,0,0,0,0,0.0271047261363682,0,0.00254164465302829,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0865003712407383,0,0.159976704687421,0,0,0,0,0,0.115917101677851,0,0,-0.0478474290456343,0,0,0,0,0,0,0,-0.0826110478655134,0,0,0,0,0,0,0,0,0,0,0.0798613975607752,0,0,0,0,0,0.276524698667653,0,0,0.0232413253470876,0,0,0,0,0,0,0,-0.0210765935509508,0,0,0,0,0,0,0
X600028.SH,0,0.0279254893364972,0,0.0216569188608036,0,0,0,0,0.00781318250956936,0,0,0,0.011334045784517,0,0,0,0,0,0,0,0,0.10664668775962,0.0199125559980735,0.0235453894788261,0,0,0,0,-0.00733079302966911,0,0,0,0,0,0,0,0,0,0,0,0.0204458131469173,0,0.0961495530421413,0,0.0472044454611637,0,0.00495609817174644,0,0,0,0,-0.00988455896754383,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0421261737975762,0,0,0,0,0,0.190029340616794,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.062488113889501,0.0277860108447256,0,0,0,0.029386716224306,0,0.113373890069125,0,0.0288085535970261,0,0,0.0109050380872722,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.517643520164337,0,0,-3.46944695195361e-18,0,0,6.93889390390723e-18,0,0,0,0.0358830482081666,0,0,0,0,0,0,0,-0.139829312332364,0,0,0,0.183851164859695,0,0.0386049511247899,0,0,0,0,0,0,0,0,0.0266104486111995,0,0,0,0,0,0,0,0,0.0854156294966517,0.205161008408118,0.0615742712471283,0,0,0.0377661719469365,0,0,0,0.00648591053784561,0,0
X002460.SZ,0,0,0,0,0.063796714934491,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145794951374874,0,0,0.0696143342670317,0,0,0,0,0,0,0.0715359155364086,0,0.0309821955984672,0,0,0,0.00996540373449343,0.150596420221481,0,0.0594367448601627,0.0777542330035643,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.11708250151112,0,0,0,0.0141613568552892,0,0,0,0.0341596556414115,0,0
X600188.SH,0,0.169451368182347,0,0,0,0,0,0.03577571888661,0,0,0.411823118352053,0,0,0,0,0,0,0,0,0,0,0.0276922712403352,0,0.0936912363747056,0,0,0,0,0,0,0,0,0,0,0.0763356891510464,0,0,0,0,0.0752575188311753,0.138977089204397,0,0,0,-0.0380795441790804,0,0,0,0,0,0,0,-0.0104206854530601,0,0,0,0,0,0
X600585.SH,0,0,0,0.0296657486532411,0,0,0,0,-0.0197791200141899,0,0,0.0270161067003181,0,0,0.203640311648489,0,0,0,0,0,0,0.00101437282525146,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165838612332437,0,0,0,0.0205681164165034,0,0,0.0301826190816591,0,0,0.387036131478834,0,0,-0.023889142180656,0,0,0,-0.0475589669255392,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.161526682968797,0,0,0,0,0,0,0,0.0355377161777729,0,0,0,0,0,0,0,0,0,0,0.0429513112972179,0,0,0,0.198795089877579,0,0.0869337244451872,0,0,0,0,0,0,0,0,0,0.0418958629897536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.108227091066638,0,0,0,0,0,0.0262339270497337,0,0,0.0653841979653997,0,0.040552530801781,0,0,0,0,0,0,0,0,0.150778136112731,0,0,0.034130188247479,0,0,0,0,0.0981414359391154,0,0,0,0,0,0,0,0,0,0,0.0443762020303457,0,0,0,0,0.0176779840037527,0,0
