,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X601991.SH,X600547.SH,X601600.SH,X600660.SH,X600688.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X600027.SH,X000898.SZ,X601992.SH,X600111.SH,X600176.SH,X002466.SZ,X600516.SH,X000709.SZ,X002460.SZ,X600299.SH,X000629.SZ,X002075.SZ,X600808.SH,X600352.SH,X600219.SH,X300072.SZ,X000825.SZ,X600801.SH,X601158.SH,X000553.SZ,X600489.SH,X002110.SZ,X000786.SZ,X600339.SH,X000883.SZ,X600583.SH,X601699.SH,X000301.SZ,X000408.SZ,X000792.SZ,X600426.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.184854113612812,0,0,0,0,-0.0877087037886206,0.0266479467903468,0.0259417297079642,0.112945237042043,0,0,0,0.0540343625472454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0966796146675585,0,0,0,0,0,0,0,0.233658720628088,0,0,0,0.347304738536548,0,0,0,0,0,0,0.0391944812598091,0,0,0,0,0,0
X600028.SH,0.0494375912729937,0,0,0,0.530297789379297,0.1074493521896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167106862745731,0,0,0,0,0,0,0.0488174988790934,0,0,0,0,0,0,0,0.00458165978583886,0,0.287360041186016,0,0,0,0,0,0,-0.116535357766128,0.00655228151682483,0.0185620254834136,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.101458309873105,0,0,0,0,0,0.0338747167050145,0,0,0,0,0.0927774421765297,0,0,0,0,0,0,0,-0.0855431178429947,0.00609312944939507,0,0,0,0,0,0,0.000678241222181767,0,0,0,0.288227738470831,0,0.0709555214244127,0,0,0,0.0270193530716626,0,0,0,0,0,0.0335293487538134,-0.0727497710109364,0,0,0,0,0,0
X600585.SH,0,0,0.157277588672504,0,0,0.10272462321115,0.0381254157221789,0,0,0,0,0,0,0,0,0,0,0,0,0.0333195159895146,0,0,0,0,0,0,0,0,0.010236828878507,0.017383117175944,0.0159774227822392,0,0,0,0,0.458608361291387,0,0,0,0,0,0,0,0,0,0,0,0.125575567716163,0.0841723582664776,0,0,0.0116920600148416,0,0,0,0,0,0,0
X600019.SH,0,0.0959482360401415,0,0.0556778231874363,0,0,0,0,0,0,0,0,0,0,0.0164062090439632,0,0,0,0,0.624213728986114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259695064596329,0.0137420855787137,0,0,0,0,0,0,0,0,0,0,-0.0113728172315833,0,0,0,0,0,0.0607745054142501,0
X600011.SH,0,0,0,0.11244948867678,0,0,0.0265439656635644,0,0,0,0,0,0,0,0,0,0,0,0.686490036241834,0,0,0,0,0,0,0,0.103105342818916,0,0,0,0,0,0,0,0,0,0,0,-0.110914759122881,0,0,0,0,0,0,0,0,0,0,0,0,-0.0134980909754444,0.0656275172863808,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0934615189492715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.296977431403694,0,-0.194137182345359,0,0.285354794327709,0,0.272294898131087,0,0,0,-0.537232217173175,0.0274192576899213,0.256270577421211,-0.0895682248597166,0,0,0,0,0,0,0.215625327219767,0,-0.337412153630727,0,0.05628515480688,0,0.189816828040348,0,0,-0.0883060188467289,0
X600010.SH,0.136992999445874,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0770409958152408,0,0.204300561753466,0,0,0,0,0.0217302780068659,0.0394252040947582,0,0,0,0,0.0514135000756693,0.0695099633781371,0,0,0,0.0409204425891845,0,0.0581906510904937,0,0,0,0,0,0.0578007474952136,0,0,0,0.00316198621621716,0,0,0,0,0,0,0
X601898.SH,0.103677292438487,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040073111635076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15570683183927,0.178187757437909,0,0.077516093236696,0,0,0,0.232317451786097,0,0,0,0,0,0.0020508159327163,-0.0323656238238896,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.12828758007765,0,0,0,0.105023093241647,0,0,0,0,0,0,0,0,0,0,0.0232031619691353,0,0.120199429927617,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0171282612326916,0,0,0,0,0,0,0,0.0253224418887169,0,0.0471821548632135,0,0,0,-0.0135297264302557,-0.0445065104785031,0,0,0,0,0,0
X600547.SH,0,0,-3.46944695195361e-18,0,0,-0.0374747610023509,0.0300127736986298,-0.0491962669469833,-0.0384739337856273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0175568827106846,0,0,0,0,0,0,0.277051731449872,0,0,0,0.603896810287413,0,0,0,0,0.0318701756789902,0,0,2.16840434497101e-19,0,0,0,0,0.00963243241591565,-0.0195425305162315,0,0,0,0,0,0
X601600.SH,0,0,0,0.139626489203159,0,0.00549637863077589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00976666920665957,0.109247105084008,0,0,0,0,0,0,0,0.0127324960703492,0,0,0,0,0.0203118708542059,0,0,0,0.00467663212071993,0,0.162696697861064,0,0,0,0,0.120968306715406,0,0,0,-0.0978597492819032,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22964605377469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501719830054182,0,0,0,0,0.0226675704514813,0.0114983596597064,0.0423876573952917,0,0,0,0,0,0,0,0.0743279934340744,0,0,0,-0.0218750276587943,0.272132167413236,0,0,0,0.0418051215186088,0,0.0607540788179106,0,0,0,0
X600688.SH,0.0690363187279512,0,0,0,0,0,0,0,0,0,0,0,0.162279886955196,0,0.0954112352836403,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.227882242090158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0668161086314056,0,0.0518255310170759,0,0.0330232918849102,0,0.00776681934210141,0,0,0,0,0,0
