,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X002460.SZ,X002466.SZ,X600547.SH,X601898.SH,X000792.SZ,X601600.SH,X600111.SH,X600660.SH,X600886.SH,X000301.SZ,X600010.SH,X000708.SZ,X002271.SZ,X600362.SH,X600795.SH,X000877.SZ,X600426.SH,X600803.SH,X600027.SH,X601991.SH,X600176.SH,X600489.SH,X601699.SH,X000983.SZ,X000807.SZ,X600995.SH,X000786.SZ,X600160.SH,X600219.SH,X000933.SZ,X600688.SH,X300037.SZ,X000932.SZ,X600378.SH,X000629.SZ,X000630.SZ,X000408.SZ,X000723.SZ,X600096.SH,X002080.SZ,X600352.SH,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.202925501925056,0,0,0,0,0,-0.0971700088162963,0,0,0,0,0,0.0481026942012392,0,0,0,0,0,0,0.0439831013523883,0,0,0,0,0.066424298719273,0,0,0,0,0,0,0.043598576682913,0,0,0,0,0.114593733702163,0,0,0,0,0,0,0,0,-0.000201298522950247,0,0,0,0,0.0548608794825478,-0.0558231696127243,0,0,0,0,0,0
X600028.SH,0.462892987022758,0,0.0672478481728999,0,-0.149279128736659,0,0,0,0,0,0,0.132669264453471,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.116304988376867,0,0,0.0507678552351984,0,0,0.0121333717142704,0,0,0,0,0,0,0,0,0.0231179451291033,0,0,-0.066402518501359,0,0,0,0,-0.00313661584881787,0.168087276858544,0,0,0.0167146332089327,-0.0537456693248222,0,0,0,0,0,0
X601088.SH,0,0.0884774218410145,0,0,0,0,0,0.0150069164330365,0,0,0,0.141764167486076,0,0.0181760587349967,0,-0.00393827423207624,0,0,0,0,0.0331354210661,0,0,0,0,0,0,0.141321176047582,0,0,0.103660288394321,0,0,0,0,0,0,0,0,0,0,0.0259355062011475,0,0.120484075658105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0.0577769443149997,0,0,0,0.054085576584494,0,0,0,0,0,-0.0707865047172411,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295750235859558,0,0,0.0748828061299007,0,0,0,0,0.015664239459451,0,0,0,0,0,0,-0.0058121413000074,0,0,0,0,-0.0384377504082714,0,0,0,0,0,0,-0.00647396078730475,0.0336140048505608,0,0,0,0,0,0
X600188.SH,0,0,0.426021847299212,0,0,0,0,0,0,0,0,0.152982542596827,0,0,0,-0.132181645406053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133285232519671,0.0376741818827843,0.0621369938156267,0,0,0,0,0.235000941319055,0,0,0,0,0,0,0,-0.247044189073059,0,-0.0274198196008514,0,0,0,-0.06523530070263,0.0196836800600553,0,0,0,0,0,0
X600019.SH,0.262416520464876,0,0,0,0,0,0,0,0,0,0,0.123279740750538,0,0.158115615310069,0,0,0,0.0187982200992097,0,0,-8.67361737988404e-19,0,0,0.0960596152840411,0,0,0,0,0,0,0,0,0,0,0,0.0429919961450993,0,0,0,0,0,0,0,0,0,0,0,-0.0376271102921749,0,0,0,-0.00597719137083411,-0.0415838888076133,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0923369732685723,0,0,0.309067770063152,0,0,0,0,0.0553551865363728,0,0,0,0,0,0,0,0,0.0678627934786244,0,0.0170487713511763,0,0,0,0,0,0,0,0,0,0,0,0.0146204656569082,0.00887518854876149,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,-0.137036621264151,0,0,0,0,0,0,0,0,-0.0656444240240346,0,0,-0.213154393739507,0,0.0684472432514717,0.510821884582264,0,0,0.0524212473159139,0,-0.0469968293188864,0,0,0,0,0,0,0,0,0,0.109050885107021,0,0,0,0,0,0.0576831790652669,0,0,0.0188224421754637,0,0.0213640032760555,0,0,0,0,0,0
X002460.SZ,-0.0467467617022128,0,0,0,0,0,0,0,0,0.753036906434984,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144451527729691,0,0,0,0,0,0,0,0,0.047457638720248,0,-0.128720136000044,0,0,0,0,0.0143377371600861,0,0,0,0,0.0977583377224789,0,0,0,0,-0.0482037311370183,0.000488294347279728,-0.0106757095100408,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.585724875880407,0,6.93889390390723e-18,0,0,0.0884353205377266,0,0,0,0,0,0.0333481157729774,0.277807797549974,0,0,0,0,0,-0.116901260887851,0,0,0,0,0,0,-0.233265765294072,-0.197269354508554,0,0,0.060355506098337,0,0,0,0.0420222281335245,0,0,0,0.236562862836125,0,0.0450932972949428,0,0,0,-0.00641127337878161,0,0,0.00731366326260712,0,0,0,0
X600547.SH,0,-0.0244749484513974,0,0,0,0,0,0.0882112063789699,0,0,0,0,0,0,0,0.0448413467914276,0,0,0,0,0.0869239509871008,0,0,0,0,-0.0988136365187425,0,0,0,0.619073947600636,0,0,0,0,0,0.0338316433566209,0,0,0,0.0340169808408139,0,0,0,0,0,0,0,0,0,0,0,-0.0385416994058656,1.73472347597681e-18,0,0,0,0,0,0
X601898.SH,0,0.397063749213818,0,0,0.194742439770922,1.73472347597681e-18,0,0,0,0,0.0277828517357773,0,0,0,0.0282564259617754,0,0,0,0,0,0,0,0,0,0.046717912541905,0.0319583182694796,0,0,0,0,0,0,0,0,0.0197678934476107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107024131811218,0.0626262524645516,0.0817541959042078,-0.114169258008732,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.260408438261708,0.0173580606634321,0,-0.0626014312985987,0,0,0,0,0,0,0,0,0.0255269268020023,0,0,0,0.0168345932069561,0,0.0195876674554122,0,0,-0.0416264914280337,0,0,0,0,0,0.117116208846564,0,-0.021154068108093,0,0.06172935488949,0,0,0.0685578142152612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,-0.116633560138133,0.109272296143607,0,0,0,0,0.0806877408404136,0,0,0,0,0,0,0,0,0,0,0.402182991744585,0,0,0,0,0.0193501095675755,0,0.169211807014675,0,0,0,0.182580050957709,0,0.188690077351342,0.0937581146778836,0,0,0,0,0,0.0176951550633606,0,0.222948015251331,0,0,0,0,0,0,0,0.0273207188827315,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467878894926572,0,0,0.0937202860568821,0,0,0,0,0,0,-2.16840434497101e-19,0,0.0426833272725343,0,0.0459354745381372,0,0,0.0845394557367562,0,0,0,0,0,0,0.437181621612313,0,-0.00365748400670394,-0.0320078550669616,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0.00761782038148724,0.155181028700765,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.137886967410726,0.169363863103526,0,0,0,0,0.0371909987430772,0,0,-0.0847855796117591,0,0,0,0,0,0.0730319586080214,0,0.0100125979750691,0,0,0,0,0,0,0,0,0,0.0750193747694547,0,-0.0346506071007648,0,-0.0023478670822155,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.0781037042800934,0,0,0.0480314475940988,0,0,0,0,0,0,0,-0.187069190996096,0,0,0,0,0,0,0.0133614580897754,0,0.0024065772141894,0.0206862884837963,0,0,0,-0.019164178119852,-0.0588736288268927,0,0,0,0.0373663267210342,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,-0.0231812961038662,0,0,0.056709093276625,0,0,-0.0289694176253041,0.0354920286056516,0,0,0,0,0,0
