,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600188.SH,X600623.SH,X601992.SH,X600362.SH,X600111.SH,X600886.SH,X002466.SZ,X600157.SH,X600299.SH,X600547.SH,X600660.SH,X601158.SH,X000792.SZ,X600352.SH,X000709.SZ,X600309.SH,X600583.SH,X600489.SH,X000883.SZ,X000539.SZ,X000898.SZ,X000027.SZ,X300072.SZ,X000629.SZ,X000630.SZ,X002075.SZ,X000959.SZ,X600021.SH,X000983.SZ,X000060.SZ,X002470.SZ,X600176.SH,X000012.SZ,X600022.SH,X600098.SH,X600578.SH,X002407.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.250852703552402,0,0,0,0,0,0,0.00221763001063336,0,0,0,0.0193104962568369,0,0.00647131207567966,0,0,0,0,0,0,0.0508637711963303,0.0666749325211696,0,0,0,0.0334346479355329,0,0,0,0,0,0,0,0,0,0,0.0129042495930894,0,0,0.0391334634572622,0.0153038998150624,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.13825321378369,0.0737163771910121,0.134510519293084,0,0,0,0,0.0435515398036592,-0.0117106473046666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650302986475861,0,0,0,0,0,0,0,0,0.00370302286360471,0,0,0.00798208402346093,0,0,0,0.0279686676453904,0,0,0,0,0,0.00637239284185929,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.431963128531758,0,0,0,0,0.0647507688395093,0.0835636331583459,0.0851234578824655,0.019258498724959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160661391376041,0,0,0.0793538304958531,0,0,0,0,0,0,0,0,0,0.0402949553098399,0,0,0.0103513071074158,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0.223411179936297,0,0,0,0.0937593695966308,0.0781370720268813,0,0,0,0,0,0,0,0.0782741594445029,0,0,0,0,0,0,0,0,0,0.0154403620916198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00238297386359591,0,0,0,0,0.0302089007149616,0,0.0786994115008453,0,0.0377376780520089,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227793374628763,0,0,0.110625146477753,0,0.0155838589342017,0,0,0,0,0.111334942779935,0,0,0,0,0,0.0333136692552007,0,0,0.0778174967291023,0.087208895450096,0,0.0496987283967642,0.0209210605080516,0.0331992485773508,0.0542460011649785,0,0,0,0.0455621950687763,0,0,0.0682407226905525,0,0.0280464088200277,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0851910436714595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.629926724600688,0,0,0.0119537045000771,0,0,0.0290429310934328,0,0.0697530181694717,0.0613611483404758,0,0,0,0,0,0,0,0,0.0578210698276129,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0258683386301862,0,0,0,0,0,0,0,0,0.017191151230964,0.0710190743180013,0,0,0,0,0,0,0,0,0,0,0.150585881738066,0,0.0134215325228417,0,0,0,0,0,0,0,0.207212516852035,0,0,0.0807028687946545,0,0,0,0,0,0,0.0637837222279439,0,0,0,0,-0.0236443101164379,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.172381536591742,0.139866242141147,0.0176774329226658,0,0,0,0,0,0,0,0,0,0.216038539977706,0,0,0,0,0,0,0,0,0.101950072224561,0,0,0.0113243763373819,0,0,0,0,0,0.233247710598902,0,0,0,0,0,0,0,0,-0.0179973782352686,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0728810098425037,0,0,0,0,0,0,0,0,0,0.00739925780207894,0,0,0,0,0,0.270606691736505,0.0265650584109758,0,0,0,0.0879696041221079,0,0,0,0,0,0,0,0.222186405762302,0,0,0.146624580440366,0,0,0,0,0.0136537939332863,0,0,0,0.0311807212127393,0,0.0287020768036542,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133128269522236,-0.0224918169302021,0,0,0,0,0,0,0.225455154134054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0964520987055429,0,0,0,0.363744943490551,0,0,0.0299248524802749,0,-0.0186114727787308,0,0,0.109853613246353,0,0,0,0
X600795.SH,0,0,0,0,0.0214271681545956,0,0,0.0901909552863815,0,0,0,0,0,0,0,0.0135233975998867,0,0,0,0.00815177980050692,0,0,0,0,0,0,0.0155327016727485,0,0,0,0,0,0,0,0,0,0.223770196125671,0,0,0.00517499787207274,0,0,0,0,0,0.0880496724091881,0,0.161779795860072,0,0.0103170490474365,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534909680806779,0,0,0.126222603837711,0,0,0.104876816685556,0,0,0,0.027857835236525,0,0,0,0.164143626266794,0.00586234447073357,0,0,0,0.00374828016327119,0.168680067307527,0.114465158457451,0,0.0139304014568598,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.135981793161549,0.0274880869660185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654319879749076,0,0.0508514918811691,0.0448206773727235,0,0,0,0.0216681706485849,0,0,0,0.00931311191943832,0.114725732871632,0,0,0,0,0,0.28938795379496,0,0.00264462287056455,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.117077559154476,0,0.166569747524766,0,0,0,0,0,0,0.233122107491754,0.0395408499936112,0,0,0,0,0,0,0,0.0626257750788703,0,0,0,0,0,0,0,0,0,0,0,0,0.0654235716455741,0.231256250480968,0,0.166371624445103,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502863752872669,0,0,0,0,0,0.0269628175800681,0,0,0,0,0,0,0,0,0,0,0,0,0.47893223674142,0,0,0,0.106332999961733,0,0,0,0,0,0.0410003670995134,0,0,0,0.237354440066899,0,0,0,0,0.0402688021366457,0,0,0,0
X601992.SH,0,0,0.172368335033962,0,0,0,0.0726262587494102,0,0,0,0,0,0,0.152280385355019,0,0,0,0,0,0.193313543729987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046943644728494,0,0,0.022788992277517,0.056131901763176,0,0,0,0,0,0,0,0,0.0947042392519383,0,-0.0102284757510443,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269979025041552,0,0,0,0,0.21780623390354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.155657516689835,0,0,0.261873404653621,0,0.113299134899569,0,0,0,-0.0316901653481823,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391809271112987,0,0.0636045974843868,0,0,0,0,0.0323777280418549,0.23237382186446,0,0,0.0448112917842592,0,0,0,0,0,0,0.324486750263493,0.0130301524082469,0.0286128853587356,0,0,0.101956322686044,0,0,0,0,0.115796949710012,0.00837693614578127,0,0,-0.00909697994630054,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0.0133255098833637,0,0,0,0,0,0,0,0,0,0,0,0,0.034583466446592,0,0,0,0,0.174465670936735,0,0,0.138055002644563,0,0,0,0,0,0,0.0800313119055459,0,0,0,0,0,0,0,0,0,0,0.195800625325562,0,0.042190206318251,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.330377153285273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117347326043735,0,0,0.0831635345745793,0,0,0,0,0,0,0,0,0.0361778406422629,0,0,0.149780676964215,0,-0.286784641206481,0,0,0,0,0,0.184718329321911,0,0,0,0.475336813016427,0,0.0409050865056941,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041877077380163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289924297669378,0,0,0,0,0,0.024700134770607,0.0492328509617021,0.138904629719438,0.0221152664167995,0,0.118750413554892,0,0.1879944028515,0,0,0,0.042121374301293,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156529392577808,0,0,0,0,0,0,0,0,0,0,0,0.376041417179465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360885862212772,0.175311184876457,0,2.81704241160722e-05,0.276364302059473,0,0,0,0,0,-0.00108783823252881,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.040906772855466,0,0,0,0,0,0,0,0,0,0,0,0,0.0347265469161401,0,0,0.944736143952411,0,0,0,0,0.106260903835228,0,0,0,0,0,0,0,0,0,-0.00693475937263722,0.0418279239153434,0,0,0.0479081985134921,0,0.00971806979644661,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.0415432484933008,0.175909399783458,0,0,0,0,0,0,0,0,0,0,0,0.0526815094141804,0,0,0,0,0,0,0.00590515451477207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183441394143211,0,0.144707287680133,0,0,0.0171670850644373,0,0,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0.0723979424594576,0,0,0,0,0,0,0,0,0,0,0,0,0.265067309872406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127703072683526,0,0,0.0221030240571934,0,0.100309585491779,0,0.00899953310714744,0.0484491343212999,0,0.171653838248578,0,0,0,0.0299834893385863,0,-0.00488544000730525,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016868646600203,0.0328420031585562,0,0,0,0,0.0557473347561089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427455317218793,0,0.0562150421383615,0.0126638059290234,0,0,0,0,0,0.321293058814933,0,0.147730860009525,0,0.154989126900982,0,0.0174001846582721,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0.0718771374434925,0,0.00216177515893842,0.0287572868771737,0,0.167405319224649,0,0,0,0,0,0,0,0.134951688865208,0,0,0,0,0,0,0,0.068644840449707,0,0.183151592871793,0.0269586554625938,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.139357490177789,6.93889390390723e-18,0,0,0,0,0,0,0.129374940327875,0,-0.00301063636625967,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0193907771791286,0,0,0.0233354677402114,0,0.0651228468437899,0,0,0,0,0,0,0,0,0,0,0,0,0,0.451050267289386,0,0,0,0,0.0234353222528521,0.0771406826480345,0,0.0257582602863652,0.0906633222471913,0,0,0,0.13732724352886,0,0,0,0,0.0372285001383561,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.032050788809112,0,0,0,0,0,0,0,0,0.0105867145994966,0,0,0,0,0,0,0,0,0,0,0.276892355145012,0,0,0,0.0485003267825177,0,0,0,0,0,0,0.198097870440856,0,0,0.0706486879459572,0,0,0,0,0.0595561281801393,0,0,0,0,-1.38777878078145e-17,0,-0.0127953809566946,0.0849438471155531,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0.0668315526627388,0.10494106465774,0.0889993672495727,0,0,0,0,0,0,0,0,0,0,0.0419780854863968,0,0.0650739977646603,0,0,0,0,0,0,0,0,0,0.310111079736725,0,0,0,0,0.169579634232461,0,0,0,0,0,0,0,0,0.0991548231700001,0,0,0,0,0,0,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0732048091215763,0,0,0.026467824498645,0,0.605378496312438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170144564073564,0,0.0245313921589259,0,0,0,0,0,0,0,0,0,-0.004618163364499,0,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217298710946878,0,0,0.0903996993463061,0,0,0,0,0.434251794485933,0,0.0254425152423696,0,0.0157750176094699,0,0.013003521672954,0.00835856548503096,0,0,0,0.0320745376182894,0.247852661064405,0,0,0.0180113029426102,0,0.00329461947101056,0,0,0,0,0,0,0
