,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002271.SZ,X002460.SZ,X600660.SH,X600011.SH,X600886.SH,X600801.SH,X600362.SH,X601600.SH,X000786.SZ,X600489.SH,X600010.SH,X601898.SH,X600111.SH,X600352.SH,X600176.SH,X601991.SH,X600188.SH,X600299.SH,X600426.SH,X600795.SH,X600688.SH,X600529.SH,X002080.SZ,X002466.SZ,X600027.SH,X601992.SH,X600612.SH,X002409.SZ,X600315.SH,X600219.SH,X002353.SZ,X600486.SH,X000301.SZ,X600126.SH,X000932.SZ,X002075.SZ,X000723.SZ,X000027.SZ,X000878.SZ,X600516.SH,X601158.SH,X000898.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0254190997130416,0,0,0,0,0,0.202793907181537,0,0,0,0,-0.0147187699353787,0,0,0,0,0,0,0,0,-0.0284707518125919,0,0,0,0,0,0,0,0,0.11277829866992,0,0,0,0,0.00691587210318274,-5.42101086242752e-20,0,0,0,0,0,0,0.00130652907999742,-0.00142898258852011,0,0,0,0.0155480415805726,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0279144334169623,0,0,0,0,0,0,0,0,0,0,0,0,0.0376984425734631,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.0851247858227757,0,0,0,0,0,0,0.0104564883184595,0.0938599817072166,0.0668526593055869,0,0,0,-0.00074312012770901,0.00498763279577779,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.0901466184485928,0,0,0.0693539681074958,0,0,0,0,0,0.0427735065012829,0,0.191376437762297,0,0,0,0,0,0.146248853122103,0.0312656869627266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344496631865031,0,0,0,-0.0311847540053199,-0.0111486257046505,-0.00311231952619337,0,0,0,0,0,0
X601088.SH,0,0,0,0,4.33680868994202e-19,0.110083397491992,0,0,0,0,0.0386745769234393,0,0,0,0,0,0,0,0,0,0,0,0.0957955222113306,0,0,0,0,0,0,-0.000313684716038376,0,0,0,0,0.0116273144869193,0,0,0,0.0397862918808182,0,0,0,0,0,0,0,0.00866585240892644,0,0,0.0781274874816265,0,0.0123953928620188,0.0115540521135408,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0516691741773822,0,0,0.0975531299006226,0.0901375216994098,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0.177960026738812,0,0,0,0,-0.00905890713416821,0,0,0,0.0657400322606102,0,0,0,0,0,0,0,0,0,0,0.0900787854828675,0,0,0,0,8.14777841181324e-05,-0.0178298712868571,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.032177436710985,0.0943076911225139,0,0,0,0,0,0,0,0,0.705164753859678,0,0,0,0,0,0,0,0.154198174399985,0,0,0,0.00804097192303694,0,0.0154728732014817,0.0513054085915149,0,0,0,0,0,-0.127596862691439,0,0,-0.0222766597716582,0,0,0,0,0,0,0,0,-0.0602692297561098,-0.00535673205270581,-0.0166055451155509,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213183570303116,0,0,0,0,0,0.0467640953240409,0.0894037255931056,0,0.0381015432570034,0,0,0,0,0,0,-0.033838255873663,0,0,0,0.0453286159166152,0,0,0,0,0,-0.0132653491039133,0.0352670666475844,0,0.10145738388718,0,0,0,0,0,0,0.000689377738548658,-0.00741078580047642,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.11519259340272,0.0670877367694962,0,0,0,0,0,0,0,0,0,0.239565486134549,0,0,0,0,0,0,0,0,0.175969746655126,0.151147831032908,-0.0885709148554773,0,0,0,0,0,0,0,0,0,0,0,0.0637135049394633,0,0,0.030755679733225,0,0,0.0242233404648673,0,0,0.139381712641029,0,0,0,-0.00634047998581459,-0.0106646854094483,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0.0439301696446687,0,0,0,0,0,0,0.293198173928913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0631813960964799,0,0,0,0.0917934396914203,0.0612995029893546,0,0,0,0,0.0767646519902942,0,0.100372274537306,0,0,0,0.158843832858344,0,0,0,-0.00820357614693854,-0.0233117673882756,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.202917244488585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128075535042448,0,0,0.168693641556941,0,0.365533500724228,0,0,0,0.0285658944562963,0.0544338947570009,0,0.0975619563172707,0,0,0,0,0,0,0.0977374179085554,0.0535173392871148,0,0,0,0,0.0138827963492181,0.00641517148704285,0,0,0,0,0,0
