,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600019.SH,X600111.SH,X000792.SZ,X000301.SZ,X002466.SZ,X600010.SH,X601600.SH,X600188.SH,X000708.SZ,X600660.SH,X601898.SH,X002271.SZ,X600011.SH,X600362.SH,X600547.SH,X600176.SH,X600426.SH,X000807.SZ,X600886.SH,X000825.SZ,X000408.SZ,X600096.SH,X600219.SH,X002080.SZ,X000959.SZ,X000786.SZ,X300037.SZ,X000983.SZ,X600803.SH,X000932.SZ,X000898.SZ,X600295.SH,X002326.SZ,X000630.SZ,X600795.SH,X000723.SZ,X600141.SH,X600801.SH,X601991.SH,X601699.SH,X600688.SH,X600808.SH,X002497.SZ,X600352.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115435839097272,0,0,0,0.00940381953276307,0,0.0356026877089218,-0.0243391579089408,0.0159098410781872,0,0,0,0,0,0.0176028468178879,-0.0488296286700272,0,0,0.0536495940053437,0,0,0,0.0685181004296713,0,0,0,0.0114401286024209,0.0201482708228052,0,0,0,0,-0.0293696633368252,-1.0842021724855e-19,0,0,0,0,0,0
X600028.SH,0.0559349132111231,0,0,0,-0.0496392287628129,0,0,0,0,0.036673268309849,-0.0266855708731425,0.0556773732619215,0,0,0,0,0,0,0,0,0,0,0,0.122453396091007,0,0.0384357699129891,-0.00354165162017557,0,0,0,0,0,0,0.0568345055380326,0,0,0,2.71921304074276e-05,0,0,0,0,0,0,0,0,0.0564996960078253,0,0,0,0,-0.00697094733480591,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115637572507742,0,0.0287938951399595,0,0,0,0,0,0,0,-0.0159424536956136,-0.00991046685843974,0,0,0,0,-0.0599104965170545,0.24221825652027,0,0,0,0.038060895499475,-0.0579996281061129,0,0,0,0,0,0,0,0.169460713233558,0.114105701672856,0,0,0,0.00887782317323178,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.0343771586411877,0,0,0,0,1.0842021724855e-19,0,0,0,0,0.0378118513429321,0,0,0,0.0131656746344977,0.201042842695101,0,0.0152870441533093,-0.0364354402603033,0,0,0,0.0173693955402536,0,0.0547075257938344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0971329480388136,0,0,0,0,-2.16840434497101e-19,0.000455335119662468,0,0,0,-0.0192388498062312,0,0
X002460.SZ,0,0,0,0,0,0,0,0.167844597980001,0,0,0.224754181679393,0,0,0,-0.111035798078383,0,0,0,0,0,0,0,0,0,0,0.0204537539918389,0,0,0,0,0,0.10309291688677,0,-0.0755117628968366,0,0.230500048111239,0,0,0.0936354166136479,0,0,0.0144569138335673,0.22266160808749,0,0,0,0,0.0538389638614599,0,0,0,0.0632692478218874,-0.0407476617675142,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0235912405296868,0,-0.0847633409022202,-0.0552260841009585,0,0,0.023488510366096,0,0,0,0,0,0.0211323537654478,0,0,0,0,0.123807226990911,-0.0183907056362667,0,0,-0.053651796153124,0,0,0,0,0,1.73472347597681e-18,0,0,-0.0550088908744074,0,0.677164547678959,0,0,0.100513072495714,0.00329864370967259,0,0,0,0,0.00199254832200787,0,0,0,0.0154324363802067,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0924805028569941,0,0,0.0310529127428377,0,0,0,0,0,0,0,0,0,0,0.0032671264830293,0,0,0,0,0,0.00271388985318343,-0.0657891018324083,0.0235497464032411,0,0.0429932837972138,0.410738667067969,0,0,0,0,0,0,0,0,0,0,0.0571048697976358,0,0,0,-0.0325481787374149,0,0,0,0,-0.203261330076299,0,0
X600111.SH,0,0,0,0,0.371842839232881,0,-0.247162578726727,0,0,0,0,0.258810075658789,0,0,0,0,-0.0085145414453741,0,0,0,0,0,0,0,0,0,0.117546391427347,0,-0.0939276188465983,0,0,-0.110353328055903,0.163343806626143,0,0,0,0,0,0.0387365852595038,0,0,0,0,0,0,0,0,0,0.175117847758704,-0.080436902065518,0,0,0.0619400392873519,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172497388793292,0,0,0,0,0,0,0,0,0,0,0,-0.110135487617971,0.192539753784301,0,0,0,0,0,0,0.150298420903719,0,0,0,0.149139001889763,0,0,0,-0.332695753439737,0,0,0,0,0,0,0,0,0,0.0956999724903973,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,-0.0167430208486033,0,0,0,0,0,0,0,0,-0.156447664077187,0,0,0,0,0,0,0.201619502229407,0,0,0,0.387983628561451,0,0,0.0411318833705789,0,0.139095761900365,0,0,0,0,-0.0902990133943586,0.0975517420491911,0.0319155217066703,0,0,0,0,0,0,0,0,0,0,0,0.119034011046745,-0.195932238985873,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.123685975068416,0,0,0.222058321509407,0,0,0,0.152370894695522,0.295395023226223,-0.00256254648884353,-0.0875555976482295,0,0,0,0,0,0,0,0,0,0,0,0.35166004811941,-0.00574862799182556,0,0,0,0,-0.0056823005347633,-0.029309192943213,0,-0.202019967041106,0,0,0.0641325526227868,0,0,0,0,0,0,0,0,0,0.117243033515126,0,0,0.0155333903542316,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.372574644852721,0.370614136326305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023556629831615,-0.0680052862200074,0,0,0,0.158746097391814,0,0,0.00708679828290741,0,0,1.38777878078145e-17,0.0232684478631102,0,0,0,0,0,0,0,0.0404709939665895,0,0,0,0,0,0.0160399115745382,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.112737744077506,0,0,0,0.113460460567691,0,0,0,0,0.0713747165388902,0,0,0,0.207684948570629,0,0.0148077255203438,0,0,0.0781319119478251,0,0,0.1577783093379,0,0,0,0,0,0.0200288417760077,0.0624773489379893,0,0,0,0,0,0,0,0,0.17191146668146,0,0,0,0,-0.0200552936258103,0,0,0,0,0,0
X600188.SH,0,0,0,-0.0269662959093173,0,-0.162500766885825,0,0,0.137874471256952,0,-0.0511485604649343,0.108833697065519,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.282315822720264,0.173442167439238,0,0,0,0,0,-0.149032683124859,0.059917533777813,0.07356199700423,0,0,0,0,0,0,-0.0452100180565537,0,0,0,0.221025352171282,0,0,0.121127289198881,0,0,0,-0.0413235274724701,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0.245627306389621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166919295820324,0,0,0,0,-0.070139977543493,0,0,0,0,0.0245781291558558,0,0,0,0.115148883457678,0,0,0,0,0,0.0019895133932593,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0.0344506134149635,0,0,-0.0010376821281759,0.0234337375879284,0,0,0,0,0,0,0,0,-0.0833625332251413,0,0,0,0.111661954952597,0,0,0.0112873132901163,0,0.169546943086257,0,0,0,0,2.16840434497101e-19,0.0411989889657554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0.33474683877866,0,0.0821899691819809,0,0,0,-0.10226402511007,0,0,0,0,0,0,0,0,0,0,0,-0.436021510814694,0,0,0,0,0,0,0,0,0,0,0,0,0.165147722371451,0,0,0,0,-0.0849765392455343,0,0,0.0511036482433968,0,0,0,0.331367477652152,0,0.0812716618078191,0,0,0,-0.0237546063776595,-0.0591070874999964,0,0,0,0,0,0
X002271.SZ,0,0,0,0.101256208508494,0,0.0299574477588147,0,0,0,0,0.00631655433637312,0,0,0,0,0,0,0,0,0,0,0,0.145458655801592,0,0,0,0,0,0,0,0.0685353560904858,0.0787512734054071,-0.00586990422207783,-0.0698112268625167,0,0,0,0.142330918827219,0,0,0,0,0.0484785863388045,0,0,0,0,0,0,0,0,0.0954994780091883,-0.110715624776682,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,-0.0269329146942285,0,0,0,-0.0427544365468055,0,0,0,-0.00105456939042984,0,-0.130843237729445,0,0,0,0,0,0,0.115775382489745,0,0,0,0.110631718467017,0,0,0,-0.0400160761778195,0,0,0,0,0,0,0,0,0,0,0.0597985593490063,0.0626068469814972,0,0,0,0,0,0,0.0406439563110504,0,0,0,0,1.73472347597681e-18,0,0
