,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X600010.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600886.SH,X600188.SH,X600362.SH,X600111.SH,X600688.SH,X600027.SH,X600309.SH,X601992.SH,X600583.SH,X601158.SH,X000792.SZ,X000898.SZ,X000709.SZ,X600352.SH,X600157.SH,X600547.SH,X002353.SZ,X600489.SH,X600008.SH,X000539.SZ,X600021.SH,X000629.SZ,X000831.SZ,X000027.SZ,X600549.SH,X000630.SZ,X600808.SH,X600219.SH,X600660.SH,X000825.SZ,X600578.SH,X002470.SZ,X600098.SH,X600307.SH,X000060.SZ,X600315.SH,X600863.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.408435746350838,0,0,0,0,0,0,0.0651696934575274,0,0,0.203462057188154,0.0279180678253307,0,0,0,0,0.0548739086591724,0,0,0,0,0,0,0,0,0.0625127559176151,0,0,0,0,0,0,0.059727817704189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273506357666985,0.000371357974131816,0,0,0,0,0,0
X600028.SH,0.555259932251343,0,0,0,0,0,0,0,0.133442298303033,0.0290660664196433,0,0,0,0,0,0.114722283126494,0,0,0,0.0149049153366202,0,-0.0387129298195879,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.123219173110589,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.220351080393655,0,0,0,0,0.250103370929187,0,0,0,0,0.0469819918393761,0,0,0,0,0.313493001967231,0,0,0,0,0,0,0,0.0544874914474177,0,0,0,0,0,0,0,0,0,0,0.0104444026382907,0,0,0,0,0,0,0,0,0.0259605872861396,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.119940625369841,0,0,0,0.030997337305498,0.0692546449194911,0,0,0,0.0209756353830069,0.199780934243555,0,0,0,0,0,0.143939622835641,0,0,0,0,0,0,0,0,0,0,0,0.127444853446008,0,0,0.04380235983461,0.0201399340090711,0,0,0.122179359989347,0,0,0.0136057702862687,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0.0302692720037647,0,0.00372888488581516,0,0,0,0.117906077622564,0,0,0,0,0,0.0409402814009864,0,0,0.102597061890033,0,0,0,0,0,0,0,0,0.00231115173468616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0635961528294125,0,0,0,0,0.217743741989238,0,0,0,0,0,0,0,0,0
X600019.SH,0,0.00900038934201855,0,0.0409310778598122,0,0,0,0,0,0,0.0120764793768051,0,0,0,0,0.0370324720464759,0.113219233454321,0,0,0,0,0,0,0.33746260689932,0,0,0,0,0,0,0.0858587567542236,0.0254431370074514,0,0,0,0,0,0.0776293180243113,0,0,0,0,0,0,0,0,0,0,0.0347744378212475,0,0,-0.0221354401415926,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.117079837724645,0,0,0,0,0,0,0,0,0,0.430376379076977,0,-0.0232290355363803,0,0,0,0,0,0,-0.0098379573018806,0,0.207987854124888,0,0.0633571066386682,0,0,0,0,0,0,0,0.085480344387726,0,0,0.176080605167417,0,0,0,0.0464726037309017,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,-1.35525271560688e-20,0,0,0,0.112178389168865,0,0,0,0,0,0,0,0,0.0283454603837968,0,0,0,0,0,0,0,0,0,0,0,0,0.224311606347712,0,0.0648476612567251,0,0,0,0,0,0.089133044947688,0.0509754385457956,0,0,0,0,0,0,0.281907497701677,0,0,8.67361737988404e-19,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0424449716039229,0,0.428797763011281,0,0,0,0.0322502968871201,0,0,0.234626763074231,0,0.254037325946134,0,0,0,0,0,0,0,0,0,0,0,0,0.0621906448811311,0,0.0166783759304724,0.0957705959403108,0,0,0,0,0.0727701408749917,0,0,0,0,0,0,0,0,0,0,0,0,-0.0220860418146937,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.226932072940246,0,0.22788012043685,0.0324225802122686,0,0,0,0,0.239911593242685,0,0,0,0.00265633387100326,0,0,0,0,0,0,0,0,0,0.158958406554992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041695628023337,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.206152034166952,0,0,0,0,0,0,0,0.304873497282076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19243439313616,0.100933318384163,0,0,0,0,0,0.129099812378416,0,0,0,0,0,0,0,0,0,0,0,0.00871918584282728,-0.0193542726094531,0,0,0,0,0,0
X600886.SH,0.114837306430714,0,0,0,0,0,-0.0551958585830985,0,0,0.0343545871625491,0.129835199603717,0,0,0,0,0,0,0,0,0,0,0,0.302132166346661,0.0569872978049111,0,0,0,0,0,0,0.26644356305108,0.00632119022113228,0,0,0,0,0,0,0.0470993554540717,0,0,0,0,0,0,0,0,0,0,0,-0.0211978674004896,0,0,0,0,0,0,0
X600188.SH,0.196265149540413,0,0,0,0,0,0,0.116193244430728,0,0,0,0,0,0,0,0,0,0.0171241119734235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130304575394617,0.0630956443099428,0,0,0,0,0,0,0.223441627332213,0,0,0,0.043879622915028,0,0,0.0396607853488977,0,0,0,0,0,0
X600362.SH,0,0.0755816422835767,0,0,0,0.216805202979366,0.126749179342931,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0126374690766945,0.00671349559608445,0,0,0,0,0,0,0,0,0.0174418999340675,0,0,0,0,0,0,0,0.276462430878574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0126640737782497,0,0,0,0,0,0
X600111.SH,0.166663915915282,0,0,0,0,0,0.0861872269351238,0,0.204716911129967,0,0,0,0.0195272443464672,0,0,0,0,0,0.0346314536538143,0,0,0,0,0,0,0,0,0.0758550765192338,0,0,0,0.0630209198879768,0,0.0786158764177609,0,0.125774429667074,0,0,0,0,0,0,0,0,0.0504711307650893,0,0,0,0,0,4.33680868994202e-19,0.0644388804035746,0,0,0,0,0,0
X600688.SH,0,0,0,0,0.207568642894265,0,0,0,-0.102371629102434,0,0,0,0,0,0,0,0.0668534229937942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177971766767673,0,0,0.0471988512898625,0,0,0,0,0,0,0,0,0,0.449657098327424,0,0,0,0,0,-0.0320894365876771,-2.16840434497101e-19,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0.502233831785645,0.0723930328374879,0,0,0,0,0,0,0,0,0,0.0388075387648513,0,0,0,0.01253934343253,0,0,0.0294672843986879,0,0,0,0.0679259575606696,0,0.0372838957156712,0,0.20908772952862,0,0,0,0,0,0,0,0.0418611948880336,0,0,0,0,0,0,0.0381333172405112,0,-0.147066799420521,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.0209052145468247,0.0202202362026203,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.131703105901097,0,0,0,0,0,0,0.0576676259230757,0,0,0,0,0.17351213764839,0,0.0523431808769506,0,0.11311110838223,0,0,0.234277684884637,0,-0.0167305344072888,0,0,0,0,0,0,0
