,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X002466.SZ,X000792.SZ,X600019.SH,X600011.SH,X600010.SH,X002271.SZ,X600660.SH,X000301.SZ,X000877.SZ,X600188.SH,X601600.SH,X000708.SZ,X601898.SH,X600547.SH,X600362.SH,X600886.SH,X600176.SH,X600426.SH,X000723.SZ,X000408.SZ,X002080.SZ,X600219.SH,X000786.SZ,X600803.SH,X601991.SH,X600795.SH,X300073.SZ,X002326.SZ,X000831.SZ,X300037.SZ,X600141.SH,X600516.SH,X600399.SH,X600688.SH,X600027.SH,X000959.SZ,X600096.SH,X600157.SH,X600486.SH,X000825.SZ,X600352.SH,X600801.SH,X000807.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.232758938838107,0,0,0,0,0,0,0,0,0,0.0639303504884539,0,0,0.0666727595628088,0,0.0601237138839832,0,0,0.0399311898452678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00769418938056878,0,0.0900078478751639,0.153110197526775,0,0.082640036713767,0,0,0,0,0,0,0,-0.014207654148864,0,0,0,0,-0.0321314546269989,0,0
X600028.SH,0.166648823535683,0,0,0,0,0,0,0,0,0,0.0395450393955476,0,0,0,0,0,0.0764881261415253,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485161369916725,0,0,0,0,0,0,0,0,0,0.0299648830617211,0,0,0,0.168035503079252,0,0,0,0.0781753443300559,0,0,-0.0102161571631735,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.143976108113499,0,0,0,0,0,0,0,0.214739023336737,0,0.000735306060393584,0.407064120700364,0,0,0.069994186469861,0,0,0.0393929825723093,-0.100403442129526,0,0.0958439845323929,0,0.029414333220719,0,0,0,-0.0864385228598943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00420084603571234,0.0118135755346613,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0901269579989902,0,0,0,0,0,0,0,0,0.0204411975626588,0,0,0,0,0,0,0.245124890719143,0,0,0.100761078060763,0,0.109087848977417,0,0,0,0,-0.0822930316533914,0,0,-0.0530971964680665,-0.0198313407006979,0,0,-0.0428546705746694,0,0,0,0,0,0,0,0,0,0,0.0298521624735137,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.347736865195337,0.246281163843214,0,0,0,0,0.0648035146153295,0.0398190445512889,0,-0.107343903907241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543446263038286,0,0,0.0255755166221369,0.0883646905174033,0,0,0,0,0,0.0676315375003961,0,0,0,0,0,-0.0979285615181932,0,-0.00847854363281838,2.16840434497101e-19,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048903730411974,0.12519486861422,0,0,0,0,0,0,0.258777331402086,0,0,0.042165442323202,-0.136310314320042,0,0.0188841667679929,0,0,0,0,0,-0.0851689455425157,-0.0341757776121207,0,0,0,-0.128414014234987,0,0,0,0,0,0,0,0.453071343599153,0,0,0,0.0247558761023355,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.0329877863946262,0,0,0,0.391220515390383,0,0,0.211371727467819,0,-0.0251640852421812,0,0,0,0,0,0,0,0,0,0.0586907467760387,0,0,0,-0.0902518025362945,0,0,0,0.0536096617832481,0.122190351001727,0,0,0,0.227679941270821,0,0,0,-0.122355982828312,0,0,0,0,0,0,0,-0.0147671817744771,0,0,0,0,0,0,0
X002466.SZ,-0.0946010529948486,0,0,0,0.309219528555146,0,0,0,0.266745815893496,0,0,0.190623220859135,0,0,0.0178642342768305,0,0,0,0,0,0,0.046725831697562,0,0,0,0,0.0654230986854006,0,0,0,0,0,0,0.0600717653662307,0.0868243413818128,0.0276793972701958,0,0,0,0,0,0,0,0,0.0409429264306688,0,0,0,0,0,0,0.0196079505222558,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.508817563879185,0,0,0,0,0,0,0,0,0,0.00250754923591935,0,-0.0123575287879504,0,0,0,0,0,0,0,0.166211175941265,0,0.160930603158659,0.09646000394991,0,0,0,0,0,0.0344859944237213,0,0.113925070914822,0,0,0.20435992307791,0,0,0,0,0,0,0,0,0,-0.18943849988309,0,0,-0.0501792297076144,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.00362255003549014,0,0,0,0,0.0280960486787525,0,0,0,0.00301811987763893,0.0125549466100492,0,0.230127614272749,0,0,0,0,0,0.0612605874422599,0.0118805156911721,0.0369989684578371,0,0,0,0,0,0,0,0,0,0,-0.0762690769660346,0,0,0,0,0,0,0,0,0.268404981206631,0,0.204130765341894,0,0,-0.0145327511312543,0,0,0,0,0,0,0
