,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600188.SH,X600019.SH,X002460.SZ,X600011.SH,X002466.SZ,X000792.SZ,X601898.SH,X600547.SH,X600111.SH,X601600.SH,X000708.SZ,X600660.SH,X000301.SZ,X600010.SH,X002271.SZ,X600886.SH,X000877.SZ,X600426.SH,X600795.SH,X600362.SH,X600027.SH,X600176.SH,X601699.SH,X600803.SH,X601991.SH,X000983.SZ,X600489.SH,X000786.SZ,X600160.SH,X600995.SH,X000807.SZ,X000629.SZ,X600378.SH,X002080.SZ,X000408.SZ,X600219.SH,X000933.SZ,X600096.SH,X000723.SZ,X000932.SZ,X600688.SH,X000539.SZ,X600157.SH,X600801.SH,X300037.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0839787839978607,0,0,0,0,0.0282239277161884,0,0.0753851780726533,0,0,0,0,0.0175594736758296,0.0853141271077812,0,0,0,0,0,0,0,0.0711459434622132,0.0430926561913795,0,0,0,0,0,0,0,0.0253399828414466,0,-0.0466580305367161,0,0,0,0,0.0354722002524608,-0.0417332359349324,0,0,0,0,0,0
X600028.SH,0.00519344134094497,0,0.0167733272145769,0,0,0,0.0751197255471468,0,0,0,0,0,0,0,0.0178611984230139,0,0,0,0,0.0392564794659194,0.0559490704571829,0,0,0,0,0,0.0450869237618794,0,0,0,0,0,0,0,0,0.0475753008079662,0,-0.0529541496980359,0,0,0,0,0,0,0.209817977235858,0,0,0,0,0.00135235318042335,0,0.0134649832687767,-0.0089582701594853,0,0,0,0,0,0
X601088.SH,0.00144143467127842,0,0,0,0,0.0576812486882249,0,0,0.00938520643879927,-0.0290597256114497,0,0.197528745465365,0,0,0.069077876346194,0,0,0,0,0,0,0,0,0,0,0,0,0.117163273725636,0,0,0,0,0.0584049891464476,0,0,0,0,0,0,0,0,0,0,0,0.0650318552208274,0,-0.00337752385774634,0,0,0,0,-0.00928760714250621,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153855113175345,0.244757954609914,0,0,0.0193087309043897,0.288800880268003,0,0,0.00212882409726475,0,0,-0.0323085711640358,0,0,0,0,0,0,-0.0806564626506995,0,0,0.0170802107848617,-0.150442586135997,0,0,0,0,0.195949644438126,0,-0.131290873738467,0,0,0,0,0.0171523415638312,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130155441326755,0,0,0,0,0,0.0666749337452384,0,0.188888579654439,0,0,0,0,0,0,0,0,0.0223877265135511,0,0.135445624605098,0,0,0,0,0.0848761881678534,0,0,0,0,0,0,0,0,0.0166623672966216,0,0.32524891275628,0,0,0,0.00782185861948803,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0.0826499709787348,0,0,0,0,-0.283854459034086,8.67361737988404e-19,0,0.0713232715234,0,0,0,0.183807884405759,0,0,0,0.146340918927485,0,0,0.174074000372258,0,0,0,0,0.0546679879204458,0,0.0493207169098472,0,0,0,0,0,0,0,0,0.0669721235997857,0,0,0,0,-0.0194085559903351,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,-0.0209829370130238,0,0,0,0,0,0.298441255448617,0,0,0,0,0.106941151809292,0,0.237429234148617,0,0,0,0,0.0179600231440195,0,0,0,0,0,0,0,0,0,0,-0.0243303970380184,-0.0557432464776921,0,0,0,0,0,0,0,0,0,0,0,0.0567190807593596,0.0183840414874739,-0.0305952699860112,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.596490234310044,0,0,0,0,0.000549825964569518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570997110248658,0,-0.0313398987281543,-0.0412424977609225,0,0,0,0,0.0717960233911245,0.168010647429217,0,0,0,0,0,0,-0.0224967165530416,0,0,0.00687086869672737,0,0.00487161846587891,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.114688580684252,0,0.0598137558311801,0,0.0158179790264683,0,0,0,0,0,0,0,0.0439431955848596,0,-0.0169508162955961,0,0,0,0,0,0.543251665344081,0,0,0.09957712108814,0,0,0,0.130508425352598,0,0,0,-0.200714385732156,0.120905804159044,0,0,0,-0.147891745653726,0,0,0,0,0,0,0,0,0,-0.00411806429894475,0.00641208255757264,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.584416618008271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0646697304106089,0,0.0119439827483225,0,0,0,0,0,0,0,0,0,0,-0.0470394509037843,0,-0.0397265833091151,-0.0575594802346165,0.0773658722852262,0,0,0,0,0,0
